districtid,weekid,statemean,statestdev
101,1,0,0.0
101,2,0,0.0
101,3,0,0.0
101,4,0,0.0
101,5,0,0.0
101,6,0,0.0
101,7,13.67,53.71
101,8,13.14,41.88
101,9,26.14,90.5
101,10,31,89.21
101,11,29.8,79.51
101,12,26.2,59.9
101,13,27.69,70.8
101,14,21.22,55.94
101,15,24.33,54.06
101,16,32.14,68.4
101,17,50.75,101.6
101,18,89.1,162.39
101,19,100.63,180.7
101,20,111.24,216.52
101,21,108.45,200.94
101,22,122.39,205.0
101,23,145.16,242.5
101,24,176.14,275.91
101,25,215,354.0
102,1,0,0.0
102,2,0,0.0
102,3,0,0.0
102,4,0,0.0
102,5,0,0.0
102,6,0,0.0
102,7,6.08,11.5
102,8,9.18,18.87
102,9,11.11,14.23
102,10,23.24,21.89
102,11,22.35,19.38
102,12,31.59,34.0
102,13,39.61,49.5
102,14,52.76,70.61
102,15,58.99,102.82
102,16,66.53,108.29
102,17,113.85,174.17
102,18,160.09,216.49
102,19,223.97,318.38
102,20,339.04,391.76
102,21,388.72,543.49
102,22,429.81,612.88
102,23,435.14,611.69
102,24,496,639.37
102,25,537.57,752.62
103,1,0,0.0
103,2,0,0.0
103,3,0,0.0
103,4,0,0.0
103,5,0,0.0
103,6,0,0.0
103,7,12.22,28.61
103,8,23.28,44.51
103,9,18.38,41.49
103,10,25.59,48.81
103,11,24.97,58.81
103,12,36.34,92.48
103,13,34.59,90.66
103,14,43.25,107.47
103,15,72.62,210.07
103,16,98.66,259.74
103,17,138.16,328.25
103,18,162.78,325.27
103,19,183.44,345.18
103,20,209.47,347.64
103,21,197.41,314.29
103,22,205.41,317.79
103,23,212.69,323.53
103,24,220.25,347.59
103,25,248.41,381.13
104,1,0,0.0
104,2,0,0.0
104,3,0,0.0
104,4,0,0.0
104,5,0,0.0
104,6,0,0.0
104,7,124.12,506.08
104,8,232.53,794.61
104,9,307.65,1015.9
104,10,484.62,1791.05
104,11,527.38,1720.41
104,12,520.94,1609.15
104,13,633.53,1808.07
104,14,693.15,1797.88
104,15,908.91,2270.22
104,16,1197.71,2866.88
104,17,1358.47,3138.46
104,18,1583.41,3516.65
104,19,1874.47,4178.85
104,20,1849.47,3650.52
104,21,1999.62,3464.0
104,22,2283.06,3411.67
104,23,2461.76,3842.23
104,24,2603.35,4120.58
104,25,3385.35,4872.34
105,1,0,0.0
105,2,0,0.0
105,3,0,0.0
105,4,0,0.0
105,5,0,0.0
105,6,0,0.0
105,7,0,0.0
105,8,0,0.0
105,9,0,0.0
105,10,0,0.0
105,11,0,0.0
105,12,0.43,0.79
105,13,10.57,14.71
105,14,3.57,3.1
105,15,0.57,0.53
105,16,1.86,3.24
105,17,3,3.27
105,18,3.14,3.02
105,19,1.57,2.94
105,20,0.43,0.98
105,21,7.14,10.27
105,22,10.71,22.0
105,23,10.57,20.66
105,24,4.29,5.85
105,25,3,4.4
106,1,0,0.0
106,2,0,0.0
106,3,0,0.0
106,4,0,0.0
106,5,0,0.0
106,6,0,0.0
106,7,16.97,49.54
106,8,26.5,62.98
106,9,37.41,72.39
106,10,54.59,70.18
106,11,56.88,73.99
106,12,52.47,86.38
106,13,61.88,101.55
106,14,65.28,89.35
106,15,72.97,99.07
106,16,77.5,81.74
106,17,125.91,167.02
106,18,139.03,197.76
106,19,197.44,298.26
106,20,232.81,313.55
106,21,235.38,277.3
106,22,253.16,278.47
106,23,271.91,334.93
106,24,283.88,414.76
106,25,315.19,447.92
107,1,0,0.0
107,2,0,0.0
107,3,0,0.0
107,4,0,0.0
107,5,0,0.0
107,6,0,0.0
107,7,123.71,506.18
107,8,230.29,795.11
107,9,305.26,1016.51
107,10,480.59,1792.01
107,11,522.62,1721.57
107,12,517.74,1609.93
107,13,628.15,1809.58
107,14,689.15,1799.22
107,15,904.32,2271.81
107,16,1196.12,2867.46
107,17,1360.26,3137.81
107,18,1590.53,3514.0
107,19,1913.09,4170.02
107,20,1910.53,3641.36
107,21,2088.12,3456.98
107,22,2391.68,3405.93
107,23,2555.44,3824.91
107,24,2703.5,4104.78
107,25,3497.24,4848.78
108,1,0,0.0
108,2,0,0.0
108,3,0,0.0
108,4,0,0.0
108,5,0,0.0
108,6,0,0.0
108,7,2.38,2.33
108,8,0.46,0.97
108,9,6.15,6.3
108,10,15.08,13.64
108,11,30.08,23.95
108,12,42.85,22.28
108,13,42.62,29.64
108,14,45.62,19.95
108,15,71.08,36.42
108,16,80.31,49.17
108,17,154.69,112.62
108,18,297.85,288.66
108,19,456.92,326.17
108,20,483.77,299.47
108,21,590.46,513.54
108,22,696.77,586.04
108,23,955.77,867.48
108,24,1080.77,684.36
108,25,947.23,578.94
109,1,0,0.0
109,2,0,0.0
109,3,0,0.0
109,4,0,0.0
109,5,0,0.0
109,6,0,0.0
109,7,7.92,21.54
109,8,11.78,29.75
109,9,11.81,15.46
109,10,23.03,21.65
109,11,22.43,19.4
109,12,31.92,34.2
109,13,39.8,49.65
109,14,52.93,70.74
109,15,58.31,102.72
109,16,65.99,108.11
109,17,113.35,174.12
109,18,159.2,216.61
109,19,222.8,318.55
109,20,337.54,392.02
109,21,384.55,543.55
109,22,425.54,613.25
109,23,429.18,611.85
109,24,488.38,638.32
109,25,530.84,750.41
110,1,0,0.0
110,2,0,0.0
110,3,0,0.0
110,4,0,0.0
110,5,0,0.0
110,6,0,0.0
110,7,0,0.0
110,8,62.86,164.91
110,9,35.73,83.43
110,10,39.27,82.79
110,11,74.91,104.56
110,12,117.86,159.03
110,13,133,189.63
110,14,124,226.65
110,15,143.18,229.18
110,16,205.09,367.58
110,17,327.95,592.36
110,18,533.32,902.56
110,19,733.68,1240.96
110,20,739.23,1223.05
110,21,890.86,1252.79
110,22,931.82,1168.67
110,23,991.68,1116.96
110,24,934.82,1015.87
110,25,916.32,1006.13
111,1,0,0.0
111,2,0,0.0
111,3,0,0.0
111,4,0,0.0
111,5,0,0.0
111,6,0,0.0
111,7,13.69,53.71
111,8,13.16,41.88
111,9,26.14,90.5
111,10,31,89.21
111,11,29.8,79.51
111,12,26.22,59.89
111,13,27.71,70.79
111,14,21.24,55.94
111,15,24.33,54.06
111,16,32.04,68.45
111,17,50.82,101.57
111,18,88.84,162.49
111,19,100.04,180.88
111,20,110.27,216.84
111,21,108.16,201.08
111,22,121.53,205.28
111,23,143.84,242.95
111,24,173.67,276.69
111,25,212.45,354.8
112,1,0,0.0
112,2,0,0.0
112,3,0,0.0
112,4,0,0.0
112,5,0,0.0
112,6,0,0.0
112,7,0.67,1.61
112,8,0.67,1.72
112,9,1.92,3.45
112,10,12.33,18.86
112,11,38.92,47.95
112,12,43.83,47.0
112,13,40.08,51.71
112,14,37.75,39.51
112,15,37.58,32.32
112,16,23.83,31.73
112,17,26.25,37.14
112,18,70.75,99.65
112,19,136,193.64
112,20,120.33,140.07
112,21,161.58,179.17
112,22,206.92,285.3
112,23,215.33,228.14
112,24,324.75,346.74
112,25,431.33,426.67
113,1,0,0.0
113,2,0,0.0
113,3,0,0.0
113,4,0,0.0
113,5,0,0.0
113,6,0,0.0
113,7,18.16,49.67
113,8,27.66,62.98
113,9,38.34,72.26
113,10,55.19,69.89
113,11,58.22,73.47
113,12,52.41,86.4
113,13,58.25,99.69
113,14,63.41,89.44
113,15,70.5,98.77
113,16,73.94,78.98
113,17,116.53,155.76
113,18,131.38,186.35
113,19,177.12,252.44
113,20,206.22,245.27
113,21,219.53,242.57
113,22,249.31,273.28
113,23,264.5,324.86
113,24,272,404.55
113,25,307.09,441.94
114,1,0,0.0
114,2,0,0.0
114,3,0,0.0
114,4,0,0.0
114,5,0,0.0
114,6,0,0.0
114,7,3.76,9.34
114,8,12.95,21.77
114,9,10.05,17.42
114,10,10.62,17.71
114,11,37.33,91.75
114,12,95.19,220.11
114,13,129,315.8
114,14,160.62,318.7
114,15,150.67,299.64
114,16,146.29,262.57
114,17,185.57,250.61
114,18,220.38,287.83
114,19,219.1,285.46
114,20,229.33,301.51
114,21,223.38,246.87
114,22,243.86,210.22
114,23,301.43,212.21
114,24,387.62,247.07
114,25,547.52,367.06
115,1,0,0.0
115,2,0,0.0
115,3,0,0.0
115,4,0,0.0
115,5,0,0.0
115,6,0,0.0
115,7,8.3,21.64
115,8,11.97,29.72
115,9,11.88,15.44
115,10,23.38,21.96
115,11,22.41,19.4
115,12,32.15,34.2
115,13,40.51,49.7
115,14,54.15,70.77
115,15,59.55,102.65
115,16,67.43,108.14
115,17,115.28,173.72
115,18,161.26,215.9
115,19,225.47,317.67
115,20,340.8,390.91
115,21,390.09,542.94
115,22,430.73,612.5
115,23,435.85,611.37
115,24,498.09,638.44
115,25,542.8,751.17
116,1,0,0.0
116,2,0,0.0
116,3,0,0.0
116,4,0,0.0
116,5,0,0.0
116,6,0,0.0
116,7,8.3,21.64
116,8,11.91,29.74
116,9,11.81,15.46
116,10,23.45,21.97
116,11,21.51,17.58
116,12,31.59,34.0
116,13,40.47,49.71
116,14,53.65,70.95
116,15,59.43,102.71
116,16,67.47,108.12
116,17,115.05,173.85
116,18,161.09,216.01
116,19,225.18,317.85
116,20,340.78,390.92
116,21,389.82,543.07
116,22,429.95,612.83
116,23,435.8,611.39
116,24,496.97,639.0
116,25,540.89,752.02
117,1,0,0.0
117,2,0,0.0
117,3,0,0.0
117,4,0,0.0
117,5,0,0.0
117,6,0,0.0
117,7,123.97,506.12
117,8,231.56,794.85
117,9,307.41,1015.97
117,10,483.03,1791.46
117,11,526.76,1720.59
117,12,521.12,1609.1
117,13,633.5,1808.08
117,14,691.88,1798.34
117,15,908.18,2270.5
117,16,1198.82,2866.46
117,17,1361.65,3137.28
117,18,1586.79,3515.46
117,19,1908.82,4171.63
117,20,1904.24,3644.01
117,21,2077.53,3462.12
117,22,2380.35,3412.36
117,23,2540,3833.46
117,24,2690.76,4111.68
117,25,3489.85,4853.21
118,1,0,0.0
118,2,0,0.0
118,3,0,0.0
118,4,0,0.0
118,5,0,0.0
118,6,0,0.0
118,7,54.78,240.24
118,8,85.69,351.58
118,9,99.72,458.85
118,10,83.53,327.26
118,11,83.56,333.03
118,12,101.38,373.73
118,13,107.38,417.17
118,14,113.31,405.82
118,15,125.22,356.58
118,16,142.75,351.97
118,17,174.78,378.08
118,18,199.03,376.37
118,19,223.59,402.81
118,20,239.53,383.99
118,21,226.28,350.87
118,22,232.31,354.61
118,23,242.81,365.95
118,24,251.34,384.73
118,25,279.12,414.5
119,1,0,0.0
119,2,0,0.0
119,3,0,0.0
119,4,0,0.0
119,5,0,0.0
119,6,0,0.0
119,7,15.29,19.46
119,8,40.24,37.15
119,9,8.14,11.82
119,10,3.9,7.58
119,11,6.29,8.23
119,12,10.57,12.26
119,13,18.14,24.83
119,14,35.05,54.75
119,15,47,62.01
119,16,46.52,67.95
119,17,65.95,98.53
119,18,96.19,132.76
119,19,125.05,142.84
119,20,188.52,233.79
119,21,261.38,341.23
119,22,317.05,393.6
119,23,482.57,543.74
119,24,457.48,402.68
119,25,468.9,411.7
120,1,0,0.0
120,2,0,0.0
120,3,0,0.0
120,4,0,0.0
120,5,0,0.0
120,6,0,0.0
120,7,8.23,21.66
120,8,11.95,29.73
120,9,11.93,15.41
120,10,23.65,21.9
120,11,22.51,19.39
120,12,32.36,34.08
120,13,40.61,49.64
120,14,53.88,70.9
120,15,59.38,102.73
120,16,67.27,108.21
120,17,114.53,174.07
120,18,160,216.51
120,19,225.19,317.84
120,20,338.41,391.92
120,21,388.85,543.45
120,22,429.58,612.95
120,23,434.64,611.87
120,24,496.23,639.29
120,25,541.22,751.9
121,1,0,0.0
121,2,0,0.0
121,3,0,0.0
121,4,0,0.0
121,5,0,0.0
121,6,0,0.0
121,7,54,240.38
121,8,85.59,351.6
121,9,99.59,458.87
121,10,83.38,327.29
121,11,83.44,333.06
121,12,101.25,373.76
121,13,107.16,417.22
121,14,113.16,405.86
121,15,124.44,356.78
121,16,142.22,352.13
121,17,174.59,378.15
121,18,199.59,376.18
121,19,224.34,402.51
121,20,242.47,383.07
121,21,228.81,350.05
121,22,237.78,353.2
121,23,247.16,364.74
121,24,254.47,383.55
121,25,282.56,413.26
122,1,0,0.0
122,2,0,0.0
122,3,0,0.0
122,4,0,0.0
122,5,0,0.0
122,6,0,0.0
122,7,34.17,49.74
122,8,28.92,38.53
122,9,23.5,26.18
122,10,15.67,12.2
122,11,38.67,37.81
122,12,48.25,31.75
122,13,71.33,47.45
122,14,138.42,104.55
122,15,245.17,151.51
122,16,355.75,212.98
122,17,684.92,316.09
122,18,1329.08,805.49
122,19,3298.08,1695.0
122,20,4558.33,2334.41
122,21,4950.75,1963.9
122,22,4923.25,1917.89
122,23,4834.92,1778.19
122,24,5317.92,1738.41
122,25,5673.33,1736.24
123,1,0,0.0
123,2,0,0.0
123,3,0,0.0
123,4,0,0.0
123,5,0,0.0
123,6,0,0.0
123,7,4.84,7.61
123,8,7.74,9.15
123,9,12.89,22.68
123,10,17.79,21.44
123,11,38.42,30.55
123,12,55.47,42.48
123,13,69.05,68.48
123,14,44.74,40.04
123,15,57.37,65.15
123,16,62.95,68.6
123,17,97.16,123.28
123,18,146.89,218.3
123,19,209.89,257.8
123,20,184.58,283.79
123,21,168.84,205.89
123,22,179.16,195.85
123,23,193.05,241.67
123,24,218.95,284.44
123,25,296.89,460.3
124,1,0,0.0
124,2,0,0.0
124,3,0,0.0
124,4,0,0.0
124,5,0,0.0
124,6,0,0.0
124,7,1.97,5.76
124,8,6.17,21.6
124,9,13.21,32.49
124,10,18.21,26.24
124,11,18.76,17.96
124,12,32.97,40.7
124,13,27.48,33.6
124,14,35.52,40.78
124,15,59.1,91.39
124,16,76.38,159.53
124,17,134.03,293.65
124,18,142.83,311.92
124,19,249.14,545.65
124,20,323.24,514.09
124,21,366.62,442.09
124,22,444.21,460.66
124,23,629.83,610.83
124,24,765.34,843.97
124,25,757.55,964.81
125,1,0,0.0
125,2,0,0.0
125,3,0,0.0
125,4,0,0.0
125,5,0,0.0
125,6,0,0.0
125,7,0,0.0
125,8,0,0.0
125,9,0,0.0
125,10,0,0.0
125,11,0.12,0.45
125,12,1.71,6.1
125,13,1.79,5.64
125,14,1.96,4.58
125,15,1.75,4.14
125,16,3.25,9.91
125,17,3.42,10.15
125,18,12.88,44.16
125,19,19.83,65.24
125,20,22.83,42.57
125,21,18.46,25.81
125,22,21.29,30.15
125,23,23.29,34.02
125,24,27,41.03
125,25,42.96,72.12
126,1,0,0.0
126,2,0,0.0
126,3,0,0.0
126,4,0,0.0
126,5,0,0.0
126,6,0,0.0
126,7,13.65,53.71
126,8,13.14,41.88
126,9,26.14,90.5
126,10,31,89.21
126,11,29.76,79.52
126,12,25.86,59.99
126,13,27.65,70.81
126,14,21.18,55.96
126,15,24.33,54.06
126,16,32.14,68.4
126,17,50.88,101.54
126,18,89.37,162.25
126,19,100.57,180.72
126,20,111.47,216.4
126,21,108.47,200.94
126,22,122.43,204.98
126,23,144,242.91
126,24,173.45,276.7
126,25,213.57,354.57
127,1,0,0.0
127,2,0,0.0
127,3,0,0.0
127,4,0,0.0
127,5,0,0.0
127,6,0,0.0
127,7,5.46,8.93
127,8,3.51,3.4
127,9,15.27,11.75
127,10,32.84,25.94
127,11,30.7,16.72
127,12,33.32,22.53
127,13,39,25.22
127,14,32.41,19.8
127,15,39.57,34.57
127,16,66.49,67.45
127,17,95.92,123.59
127,18,266.14,316.18
127,19,303.38,380.4
127,20,483.49,537.92
127,21,564.59,526.99
127,22,683.14,583.54
127,23,474.81,395.92
127,24,337.89,318.52
127,25,329.81,277.06
128,1,0,0.0
128,2,0,0.0
128,3,0,0.0
128,4,0,0.0
128,5,0,0.0
128,6,0,0.0
128,7,54.75,240.25
128,8,84.06,351.86
128,9,99.56,458.88
128,10,82.97,327.38
128,11,83.38,333.07
128,12,101.19,373.78
128,13,107.12,417.23
128,14,112.91,405.91
128,15,125.06,356.63
128,16,142.91,351.92
128,17,175.16,377.94
128,18,200.97,375.57
128,19,225.28,402.07
128,20,244.34,382.08
128,21,230.69,349.04
128,22,238.97,352.51
128,23,248.81,363.81
128,24,255.28,383.1
128,25,283.38,412.82
129,1,0,0.0
129,2,0,0.0
129,3,0,0.0
129,4,0,0.0
129,5,0,0.0
129,6,0,0.0
129,7,25.53,129.02
129,8,105.31,367.1
129,9,114.66,519.94
129,10,142.25,653.3
129,11,160,702.77
129,12,253.41,1232.71
129,13,352.88,1662.93
129,14,393.88,1612.15
129,15,610.44,2106.41
129,16,826.25,2590.41
129,17,771.84,1682.65
129,18,896.94,1491.11
129,19,1122.09,1590.0
129,20,1213.97,1359.99
129,21,1051.41,1300.63
129,22,1087.69,1327.44
129,23,1122.22,1531.95
129,24,1172.41,1611.56
129,25,1159.56,1414.52
130,1,0,0.0
130,2,0,0.0
130,3,0,0.0
130,4,0,0.0
130,5,0,0.0
130,6,0,0.0
130,7,5.51,8.9
130,8,3.41,3.44
130,9,15.22,11.81
130,10,32.57,26.22
130,11,31.05,16.67
130,12,33.97,22.15
130,13,38.97,25.24
130,14,32.24,19.92
130,15,39.65,34.5
130,16,66.51,67.43
130,17,95.78,123.66
130,18,265.97,316.28
130,19,302.84,380.65
130,20,486.41,536.61
130,21,569.81,524.17
130,22,699.97,578.8
130,23,481.54,392.98
130,24,349.68,317.08
130,25,345.54,282.51
131,1,0,0.0
131,2,0,0.0
131,3,0,0.0
131,4,0,0.0
131,5,0,0.0
131,6,0,0.0
131,7,13.67,53.71
131,8,13.16,41.88
131,9,26.12,90.51
131,10,30.84,89.26
131,11,29.76,79.52
131,12,26.2,59.9
131,13,27.16,70.9
131,14,21.22,55.94
131,15,24.31,54.06
131,16,32.04,68.45
131,17,50.69,101.63
131,18,89.16,162.36
131,19,101.14,180.46
131,20,111.37,216.45
131,21,108.25,201.04
131,22,122.57,204.91
131,23,145.37,242.39
131,24,175.94,276.01
131,25,214.29,354.32
132,1,0,0
132,2,0,0
132,3,0,0
132,4,0,0
132,5,0,0
132,6,0,0
132,7,0,0
132,8,0,0
132,9,0,0
132,10,0,0
132,11,0,0
132,12,0,0
132,13,0,0
132,14,0,0
132,15,0,0
132,16,0,0
132,17,0,0
132,18,0,0
132,19,0,0
132,20,0,0
132,21,0,0
132,22,0,0
132,23,0,0
132,24,0,0
132,25,0,0
133,1,0,0.0
133,2,0,0.0
133,3,0,0.0
133,4,0,0.0
133,5,0,0.0
133,6,0,0.0
133,7,8.3,21.64
133,8,11.93,29.73
133,9,11.89,15.43
133,10,23.72,21.85
133,11,22.66,19.31
133,12,32.32,34.11
133,13,40.53,49.69
133,14,53.88,70.9
133,15,59.42,102.71
133,16,67.58,108.06
133,17,115.22,173.76
133,18,161.05,216.04
133,19,223.92,318.39
133,20,340.49,391.1
133,21,389.26,543.31
133,22,430.81,612.46
133,23,434.42,611.94
133,24,498.12,638.43
133,25,540.77,752.06
134,1,0,0.0
134,2,0,0.0
134,3,0,0.0
134,4,0,0.0
134,5,0,0.0
134,6,0,0.0
134,7,5.35,8.95
134,8,3.35,3.42
134,9,15.11,11.9
134,10,32.16,26.44
134,11,31.14,16.61
134,12,33.76,22.36
134,13,38.35,25.53
134,14,31.59,19.89
134,15,39,34.83
134,16,64.76,67.89
134,17,96.3,123.37
134,18,265.3,316.64
134,19,302.86,380.64
134,20,479.22,538.71
134,21,566.08,526.39
134,22,693.35,582.94
134,23,472.54,395.9
134,24,344.89,319.72
134,25,340.16,284.51
135,1,0,0.0
135,2,0,0.0
135,3,0,0.0
135,4,0,0.0
135,5,0,0.0
135,6,0,0.0
135,7,119.29,506.42
135,8,226.53,795.46
135,9,295.32,1016.9
135,10,474.44,1792.84
135,11,521.29,1721.81
135,12,511.62,1610.79
135,13,614.29,1810.83
135,14,673.29,1801.38
135,15,872.21,2273.57
135,16,1153.15,2870.85
135,17,1315.88,3143.17
135,18,1553.29,3522.12
135,19,1860.65,4178.88
135,20,1847.26,3650.16
135,21,2037.12,3470.98
135,22,2332.88,3424.5
135,23,2495.91,3845.47
135,24,2653.47,4123.66
135,25,3454.5,4868.75
136,1,0,0.0
136,2,0,0.0
136,3,0,0.0
136,4,0,0.0
136,5,0,0.0
136,6,0,0.0
136,7,8.3,21.64
136,8,11.97,29.72
136,9,11.88,15.44
136,10,23.09,21.75
136,11,22.07,19.11
136,12,32.19,34.18
136,13,40.28,49.77
136,14,53.76,70.93
136,15,58.82,102.83
136,16,67.03,108.28
136,17,113.62,174.16
136,18,159,216.6
136,19,223.93,318.39
136,20,335.24,391.56
136,21,387.59,543.75
136,22,427.62,613.35
136,23,431.26,612.29
136,24,489.82,639.05
136,25,535.38,752.4
137,1,0,0.0
137,2,0,0.0
137,3,0,0.0
137,4,0,0.0
137,5,0,0.0
137,6,0,0.0
137,7,8.3,21.64
137,8,11.96,29.72
137,9,11.92,15.42
137,10,23.51,21.96
137,11,21.97,18.94
137,12,31.62,34.03
137,13,40.53,49.69
137,14,54.14,70.78
137,15,59.18,102.79
137,16,66.84,108.3
137,17,114.3,174.13
137,18,160.11,216.48
137,19,223.78,318.43
137,20,336.34,391.91
137,21,383.76,543.29
137,22,425.81,613.29
137,23,431.24,612.29
137,24,494.12,639.75
137,25,539.31,752.44
138,1,0,0.0
138,2,0,0.0
138,3,0,0.0
138,4,0,0.0
138,5,0,0.0
138,6,0,0.0
138,7,3.17,5.59
138,8,5.93,12.08
138,9,9.52,11.74
138,10,29.69,38.58
138,11,33.17,41.11
138,12,78.14,149.59
138,13,55.24,80.88
138,14,63.93,97.17
138,15,109.66,264.05
138,16,329.76,1061.8
138,17,500.03,1552.65
138,18,799.97,2317.42
138,19,1058.41,2492.4
138,20,1301.97,2501.91
138,21,1438.52,2660.96
138,22,1611.76,2782.54
138,23,1754.62,3231.67
138,24,1874.14,3360.63
138,25,2109.83,3617.79
139,1,0,0.0
139,2,0,0.0
139,3,0,0.0
139,4,0,0.0
139,5,0,0.0
139,6,0,0.0
139,7,0.67,1.61
139,8,0.67,1.72
139,9,2,3.41
139,10,12.25,18.89
139,11,41.25,47.09
139,12,45.25,46.17
139,13,39.08,52.39
139,14,41.42,39.66
139,15,39,31.94
139,16,24.25,31.57
139,17,26.92,36.72
139,18,71.42,99.17
139,19,140.17,191.04
139,20,120.92,139.69
139,21,160.25,180.27
139,22,210.33,283.02
139,23,217.42,226.28
139,24,328.08,344.23
139,25,445.83,414.96
140,1,0,0.0
140,2,0,0.0
140,3,0,0.0
140,4,0,0.0
140,5,0,0.0
140,6,0,0.0
140,7,8.27,21.65
140,8,11.92,29.73
140,9,11.91,15.43
140,10,23.74,21.82
140,11,22.58,19.37
140,12,31.97,34.21
140,13,39.86,49.68
140,14,53.59,70.95
140,15,58.91,102.83
140,16,66.72,108.31
140,17,113.74,174.17
140,18,160.54,216.32
140,19,224.72,318.09
140,20,341.36,390.5
140,21,391.24,542.27
140,22,431.59,612.05
140,23,436.86,610.81
140,24,499.09,637.82
140,25,543.59,750.7
141,1,0,0.0
141,2,0,0.0
141,3,0,0.0
141,4,0,0.0
141,5,0,0.0
141,6,0,0.0
141,7,8.23,21.66
141,8,11.86,29.75
141,9,11.76,15.45
141,10,23.35,21.95
141,11,22.53,19.39
141,12,32.26,34.15
141,13,40.59,49.65
141,14,54.2,70.73
141,15,59.57,102.64
141,16,67.55,108.07
141,17,114.88,173.94
141,18,160.89,216.14
141,19,224.7,318.1
141,20,338.69,391.86
141,21,385.93,543.8
141,22,427.84,613.33
141,23,433.12,612.23
141,24,495.15,639.59
141,25,541.39,751.83
142,1,0,0.0
142,2,0,0.0
142,3,0,0.0
142,4,0,0.0
142,5,0,0.0
142,6,0,0.0
142,7,13.69,53.71
142,8,13.16,41.88
142,9,26.14,90.5
142,10,30.94,89.23
142,11,29.73,79.53
142,12,26.22,59.89
142,13,27.61,70.83
142,14,21.14,55.97
142,15,24.27,54.08
142,16,31.88,68.5
142,17,50.63,101.65
142,18,89.2,162.34
142,19,100.49,180.75
142,20,110.92,216.65
142,21,108.08,201.11
142,22,122.55,204.92
142,23,144.84,242.64
142,24,175.63,276.16
142,25,214.55,354.22
143,1,0,0.0
143,2,0,0.0
143,3,0,0.0
143,4,0,0.0
143,5,0,0.0
143,6,0,0.0
143,7,1.9,5.77
143,8,6.62,21.6
143,9,13.28,32.46
143,10,18.1,26.3
143,11,16.9,16.25
143,12,31.55,40.91
143,13,26.93,33.77
143,14,35.72,40.66
143,15,58.72,91.6
143,16,75.97,159.62
143,17,133.72,293.75
143,18,143.21,311.77
143,19,251.07,544.95
143,20,321.24,514.9
143,21,363.66,443.75
143,22,437.38,465.1
143,23,620,616.41
143,24,756.66,848.72
143,25,761.07,963.01
144,1,0,0.0
144,2,0,0.0
144,3,0,0.0
144,4,0,0.0
144,5,0,0.0
144,6,0,0.0
144,7,1.62,5.56
144,8,5.86,21.43
144,9,11.21,31.27
144,10,17.45,26.33
144,11,18.34,18.11
144,12,31.66,40.95
144,13,27.31,33.68
144,14,33.52,40.3
144,15,57.34,91.96
144,16,75.62,159.67
144,17,131.28,294.18
144,18,138.79,312.58
144,19,246.97,546.18
144,20,319.79,515.33
144,21,358.48,445.18
144,22,427.66,466.02
144,23,603.97,615.03
144,24,747.21,850.74
144,25,743.1,968.05
145,1,0,0.0
145,2,0,0.0
145,3,0,0.0
145,4,0,0.0
145,5,0,0.0
145,6,0,0.0
145,7,3.38,5.58
145,8,6.59,12.37
145,9,10.1,11.82
145,10,29.38,38.74
145,11,32.72,41.4
145,12,78.34,149.49
145,13,51.24,80.18
145,14,56.83,92.55
145,15,103.52,263.37
145,16,313.72,1062.21
145,17,489.72,1553.89
145,18,782.76,2319.77
145,19,1039.1,2493.79
145,20,1213.24,2479.15
145,21,1361.93,2636.75
145,22,1517.52,2751.32
145,23,1671.86,3216.97
145,24,1790.52,3354.69
145,25,2044.83,3620.84
146,1,0,0.0
146,2,0,0.0
146,3,0,0.0
146,4,0,0.0
146,5,0,0.0
146,6,0,0.0
146,7,8.3,21.64
146,8,11.97,29.72
146,9,11.82,15.45
146,10,23.7,21.86
146,11,22.38,19.39
146,12,32.31,34.12
146,13,40.62,49.63
146,14,54.16,70.76
146,15,59.23,102.78
146,16,66.78,108.31
146,17,112.55,173.81
146,18,156.76,215.51
146,19,218.41,316.3
146,20,335.04,391.47
146,21,383.95,543.36
146,22,424.07,612.85
146,23,431.07,612.28
146,24,494.22,639.74
146,25,540.03,752.28
147,1,0,0.0
147,2,0,0.0
147,3,0,0.0
147,4,0,0.0
147,5,0,0.0
147,6,0,0.0
147,7,0.23,1.18
147,8,0.62,2.08
147,9,0.23,0.99
147,10,4.96,6.3
147,11,8.69,14.89
147,12,17.65,22.66
147,13,24.08,28.82
147,14,22.35,28.25
147,15,18.31,23.39
147,16,20.85,30.53
147,17,28,45.07
147,18,50.81,96.18
147,19,73.96,165.17
147,20,85.35,208.15
147,21,92.42,183.23
147,22,120.42,236.58
147,23,194.35,383.44
147,24,324.15,614.52
147,25,540.19,1020.41
148,1,0,0.0
148,2,0,0.0
148,3,0,0.0
148,4,0,0.0
148,5,0,0.0
148,6,0,0.0
148,7,0.23,1.18
148,8,0.62,2.08
148,9,0.31,1.05
148,10,5,6.36
148,11,8.73,14.88
148,12,15.38,19.29
148,13,22.58,29.02
148,14,19.88,26.96
148,15,17.12,23.51
148,16,20.73,30.57
148,17,26.46,45.12
148,18,51.04,96.09
148,19,73.5,165.35
148,20,82.96,208.67
148,21,90.27,183.84
148,22,119.46,236.84
148,23,196.08,382.95
148,24,320.58,615.7
148,25,541.27,1020.16
149,1,0,0.0
149,2,0,0.0
149,3,0,0.0
149,4,0,0.0
149,5,0,0.0
149,6,0,0.0
149,7,0.23,1.18
149,8,0.62,2.08
149,9,0.31,1.05
149,10,5.54,6.6
149,11,8.35,14.84
149,12,18.27,22.41
