districtid,weekid,statemean,statestdev
224,18,148.06,197.85
224,19,211.56,299.9
224,20,246.25,315.07
224,21,249.19,280.51
224,22,265.47,282.71
224,23,284.12,339.06
224,24,294.34,414.04
224,25,325.03,448.42
225,1,0,0.0
225,2,0,0.0
225,3,0,0.0
225,4,0,0.0
225,5,0,0.0
225,6,0,0.0
225,7,18.28,49.63
225,8,27.84,62.92
225,9,38.25,72.29
225,10,54.47,70.22
225,11,57.34,73.9
225,12,51.81,86.49
225,13,62.41,101.45
225,14,64.44,89.55
225,15,72.56,99.17
225,16,79.03,81.28
225,17,129.44,166.47
225,18,144.28,199.51
225,19,209.94,300.86
225,20,244.69,315.89
225,21,250.41,279.68
225,22,269.03,280.51
225,23,288.84,336.62
225,24,293.28,414.52
225,25,325.75,448.17
226,1,0,0.0
226,2,0,0.0
226,3,0,0.0
226,4,0,0.0
226,5,0,0.0
226,6,0,0.0
226,7,26.12,128.94
226,8,112.56,367.32
226,9,117.41,519.54
226,10,142.47,653.25
226,11,160.31,702.7
226,12,253.44,1232.71
226,13,352.81,1662.94
226,14,392,1612.56
226,15,606.41,2107.39
226,16,817.62,2592.73
226,17,759.75,1686.57
226,18,876.56,1497.45
226,19,1086.09,1598.11
226,20,1161.72,1367.97
226,21,1017.16,1305.82
226,22,1036.16,1318.08
226,23,1049.09,1505.44
226,24,1090.53,1580.12
226,25,1048.22,1319.37
227,1,0,0.0
227,2,0,0.0
227,3,0,0.0
227,4,0,0.0
227,5,0,0.0
227,6,0,0.0
227,7,0,0.0
227,8,62.86,164.91
227,9,35.73,83.43
227,10,39.27,82.79
227,11,73.64,105.27
227,12,113.18,160.75
227,13,129.23,190.82
227,14,127.41,225.73
227,15,144.09,228.67
227,16,205.14,367.55
227,17,327.68,592.52
227,18,530.73,904.0
227,19,728.5,1243.79
227,20,735.36,1224.9
227,21,878.36,1258.09
227,22,928.41,1170.42
227,23,988.59,1118.72
227,24,934.18,1016.08
227,25,909.14,1006.56
228,1,0,0.0
228,2,0,0.0
228,3,0,0.0
228,4,0,0.0
228,5,0,0.0
228,6,0,0.0
228,7,26.03,128.96
228,8,101.34,364.9
228,9,116.66,519.69
228,10,142.25,653.3
228,11,159.34,702.9
228,12,253.19,1232.75
228,13,351.47,1663.21
228,14,390.5,1612.83
228,15,603.16,2108.0
228,16,817.81,2592.69
228,17,764.06,1685.51
228,18,893.69,1492.76
228,19,1111.31,1595.34
228,20,1186.75,1372.64
228,21,1018.22,1306.12
228,22,1043.72,1323.75
228,23,1077,1529.73
228,24,1111.81,1602.12
228,25,1082.69,1382.58
229,1,0,0.0
229,2,0,0.0
229,3,0,0.0
229,4,0,0.0
229,5,0,0.0
229,6,0,0.0
229,7,1.97,5.76
229,8,6.59,21.61
229,9,13,32.54
229,10,16.72,25.77
229,11,17.66,17.71
229,12,30.69,40.29
229,13,22.83,25.18
229,14,33.62,40.4
229,15,53.86,89.98
229,16,71.48,158.48
229,17,125.97,292.93
229,18,137.17,312.39
229,19,237.31,545.31
229,20,308.79,514.51
229,21,340.9,435.95
229,22,418.59,461.17
229,23,585.66,597.3
229,24,684.41,778.18
229,25,688.52,918.5
230,1,0,0.0
230,2,0,0.0
230,3,0,0.0
230,4,0,0.0
230,5,0,0.0
230,6,0,0.0
230,7,0,0.0
230,8,0,0.0
230,9,0,0.0
230,10,0,0.0
230,11,0,0.0
230,12,0,0.0
230,13,3,1.41
230,14,15.5,10.61
230,15,26,33.94
230,16,39.5,51.62
230,17,51,57.98
230,18,49,52.33
230,19,62.5,68.59
230,20,82.5,75.66
230,21,91,74.95
230,22,90.5,75.66
230,23,58,43.84
230,24,40.5,6.36
230,25,56.5,45.96
231,1,0,0.0
231,2,0,0.0
231,3,0,0.0
231,4,0,0.0
231,5,0,0.0
231,6,0,0.0
231,7,54.72,240.25
231,8,85.25,351.68
231,9,99.69,458.85
231,10,83.31,327.31
231,11,83.59,333.02
231,12,101.25,373.76
231,13,107.59,417.12
231,14,113.72,405.71
231,15,125.66,356.44
231,16,143.62,351.66
231,17,174,378.35
231,18,198.5,376.53
231,19,220.78,403.5
231,20,238.56,384.12
231,21,226.66,350.79
231,22,235.25,354.21
231,23,244.31,365.73
231,24,252.84,384.27
231,25,281.72,413.66
232,1,0,0.0
232,2,0,0.0
232,3,0,0.0
232,4,0,0.0
232,5,0,0.0
232,6,0,0.0
232,7,0.23,1.18
232,8,0.62,2.08
232,9,0.31,1.05
232,10,5.58,6.57
232,11,8.92,14.8
232,12,18.31,22.38
232,13,24,28.88
232,14,22.46,28.16
232,15,18.27,23.42
232,16,20.31,30.61
232,17,27.23,45.28
232,18,51.04,96.09
232,19,72.92,165.51
232,20,84.35,208.46
232,21,92.73,183.08
232,22,121.19,236.28
232,23,195.92,383.0
232,24,322.77,615.05
232,25,547.35,1018.11
233,1,0,0.0
233,2,0,0.0
233,3,0,0.0
233,4,0,0.0
233,5,0,0.0
233,6,0,0.0
233,7,0,0.0
233,8,62.86,164.91
233,9,35.73,83.43
233,10,39.09,82.88
233,11,75,104.49
233,12,116.55,159.85
233,13,133.45,189.36
233,14,127.77,225.55
233,15,140.32,230.23
233,16,203.5,368.39
233,17,324.59,594.04
233,18,518.82,908.32
233,19,720.55,1247.11
233,20,734.59,1225.23
233,21,877.09,1258.46
233,22,928.68,1170.29
233,23,958.05,1125.06
233,24,940.09,1013.74
233,25,936.64,998.19
234,1,0,0.0
234,2,0,0.0
234,3,0,0.0
234,4,0,0.0
234,5,0,0.0
234,6,0,0.0
234,7,3.21,5.61
234,8,6.41,12.4
234,9,9.55,11.77
234,10,29.38,38.74
234,11,31.24,41.27
234,12,76.83,150.0
234,13,52.24,80.93
234,14,59.17,95.93
234,15,106.07,264.19
234,16,314.03,1062.28
234,17,473.38,1551.48
234,18,764,2317.8
234,19,1034.1,2493.39
234,20,1279.48,2505.42
234,21,1434.21,2661.42
234,22,1594.83,2784.27
234,23,1739.9,3233.87
234,24,1835.45,3365.91
234,25,2057.41,3623.08
235,1,0,0.0
235,2,0,0.0
235,3,0,0.0
235,4,0,0.0
235,5,0,0.0
235,6,0,0.0
235,7,0,0.0
235,8,0.5,0.71
235,9,0,0.0
235,10,0.5,0.71
235,11,0,0.0
235,12,8.5,12.02
235,13,6,5.66
235,14,17,12.73
235,15,21,26.87
235,16,40.5,53.03
235,17,25.5,21.92
235,18,41.5,41.72
235,19,68.5,77.07
235,20,78.5,70.0
235,21,86,67.88
235,22,96,83.44
235,23,94,94.75
235,24,70,48.08
235,25,67,60.81
236,1,0,0.0
236,2,0,0.0
236,3,0,0.0
236,4,0,0.0
236,5,0,0.0
236,6,0,0.0
236,7,13.69,53.71
236,8,13.16,41.88
236,9,26.12,90.51
236,10,30.9,89.25
236,11,29.55,79.58
236,12,26.08,59.94
236,13,27.69,70.8
236,14,21.2,55.95
236,15,24.24,54.1
236,16,31.86,68.51
236,17,50.78,101.59
236,18,89.12,162.38
236,19,100.31,180.81
236,20,109.88,216.91
236,21,107.08,201.37
236,22,120.69,205.37
236,23,143.67,242.98
236,24,174.84,276.46
236,25,212.69,354.77
237,1,0,0.0
237,2,0,0.0
237,3,0,0.0
237,4,0,0.0
237,5,0,0.0
237,6,0,0.0
237,7,54.75,240.25
237,8,85.69,351.58
237,9,99.75,458.84
237,10,83.62,327.23
237,11,83.72,332.99
237,12,101.47,373.7
237,13,107.69,417.09
237,14,113.81,405.68
237,15,125.91,356.35
237,16,143.84,351.57
237,17,175.81,377.65
237,18,201.5,375.29
237,19,226.09,401.63
237,20,244.56,381.95
237,21,230.97,348.85
237,22,239.56,352.11
237,23,249.22,363.55
237,24,255.97,382.67
237,25,284.56,412.09
238,1,0,0.0
238,2,0,0.0
238,3,0,0.0
238,4,0,0.0
238,5,0,0.0
238,6,0,0.0
238,7,5.38,8.95
238,8,3.41,3.44
238,9,15.14,11.88
238,10,32.22,26.43
238,11,30.38,16.51
238,12,33.05,22.47
238,13,38.92,25.29
238,14,30.97,19.06
238,15,38.03,34.44
238,16,65.19,67.94
238,17,95.43,123.81
238,18,266.24,316.11
238,19,302.97,380.59
238,20,484.46,537.55
238,21,566.22,526.33
238,22,692.73,583.18
238,23,478,395.09
238,24,346.03,319.35
238,25,343.16,283.89
239,1,0,0.0
239,2,0,0.0
239,3,0,0.0
239,4,0,0.0
239,5,0,0.0
239,6,0,0.0
239,7,0,0.0
239,8,62.73,164.96
239,9,35.73,83.43
239,10,39.14,82.86
239,11,74.59,104.77
239,12,115.41,160.34
239,13,129.68,190.78
239,14,125.14,226.48
239,15,137.59,230.43
239,16,198.36,369.87
239,17,316.5,596.18
239,18,516.14,908.77
239,19,714.68,1248.77
239,20,720.32,1229.27
239,21,871.09,1259.78
239,22,919.05,1174.01
239,23,973.91,1124.27
239,24,934.77,1015.89
239,25,923.18,1004.56
240,1,0,0.0
240,2,0,0.0
240,3,0,0.0
240,4,0,0.0
240,5,0,0.0
240,6,0,0.0
240,7,13.69,53.71
240,8,13.16,41.88
240,9,26.08,90.52
240,10,30.96,89.23
240,11,29.75,79.53
240,12,26.16,59.92
240,13,27.51,70.85
240,14,21.24,55.94
240,15,24.33,54.06
240,16,31.65,68.55
240,17,50.59,101.66
240,18,88.45,162.61
240,19,100,180.89
240,20,110.75,216.71
240,21,108.04,201.12
240,22,120.75,205.37
240,23,143.35,243.02
240,24,173.63,276.69
240,25,213.12,354.69
241,1,0,0.0
241,2,0,0.0
241,3,0,0.0
241,4,0,0.0
241,5,0,0.0
241,6,0,0.0
241,7,18.28,49.63
241,8,27.91,62.89
241,9,38.44,72.23
241,10,55.28,69.83
241,11,58.19,73.49
241,12,52.88,86.22
241,13,62.91,101.27
241,14,65.56,89.22
241,15,73.5,98.86
241,16,78.75,81.44
241,17,129.62,166.37
241,18,147.31,198.38
241,19,210.56,300.53
241,20,246.72,314.77
241,21,250.91,279.28
241,22,268.81,280.69
241,23,288.47,336.9
241,24,294.12,414.15
241,25,327.78,447.25
242,1,0,0.0
242,2,0,0.0
242,3,0,0.0
242,4,0,0.0
242,5,0,0.0
242,6,0,0.0
242,7,3.1,5.54
242,8,4.69,7.7
242,9,9.45,11.67
242,10,28.86,38.83
242,11,32.21,41.54
242,12,77.28,149.9
242,13,54.17,81.3
242,14,63.76,97.26
242,15,109.83,264.01
242,16,330,1061.74
242,17,499.86,1552.69
242,18,800.24,2317.35
242,19,1058.66,2492.36
242,20,1292.07,2504.23
242,21,1439.34,2660.84
242,22,1587.03,2783.99
242,23,1732.69,3234.19
242,24,1832,3365.71
242,25,2070.21,3623.96
243,1,0,0.0
243,2,0,0.0
243,3,0,0.0
243,4,0,0.0
243,5,0,0.0
243,6,0,0.0
243,7,0.25,0.87
243,8,0.58,1.73
243,9,1.17,2.33
243,10,11.17,18.84
243,11,31.92,40.23
243,12,31.75,23.57
243,13,31.58,48.72
243,14,31.42,25.37
243,15,35.25,30.98
243,16,18.92,27.34
243,17,19.17,30.57
243,18,53.83,90.07
243,19,111.92,183.39
243,20,99.25,130.07
243,21,137,177.03
243,22,179.67,282.66
243,23,173.83,208.13
243,24,259,300.02
243,25,338.75,323.09
244,1,0,0
244,2,0,0
244,3,0,0
244,4,0,0
244,5,0,0
244,6,0,0
244,7,0,0
244,8,0,0
244,9,0,0
244,10,0,0
244,11,0,0
244,12,0,0
244,13,0,0
244,14,0,0
244,15,0,0
244,16,0,0
244,17,0,0
244,18,0,0
244,19,0,0
244,20,0,0
244,21,0,0
244,22,0,0
244,23,0,0
244,24,0,0
244,25,0,0
245,1,0,0.0
245,2,0,0.0
245,3,0,0.0
245,4,0,0.0
245,5,0,0.0
245,6,0,0.0
245,7,1.93,5.77
245,8,6.62,21.6
245,9,13.24,32.48
245,10,18.34,26.16
245,11,18.07,18.05
245,12,33,40.68
245,13,27.55,33.56
245,14,36,40.44
245,15,59.21,91.32
245,16,76.93,159.36
245,17,135.21,293.18
245,18,143.86,311.49
245,19,252.1,544.49
245,20,325.59,512.83
245,21,369.38,439.98
245,22,445.1,459.84
245,23,634.14,606.81
245,24,769.76,840.48
245,25,767.48,958.67
246,1,0,0.0
246,2,0,0.0
246,3,0,0.0
246,4,0,0.0
246,5,0,0.0
246,6,0,0.0
246,7,1.35,5.83
246,8,1.78,4.59
246,9,2.65,5.05
246,10,5.74,6.55
246,11,10.61,16.32
246,12,18.87,24.35
246,13,29.48,29.16
246,14,13.61,23.68
246,15,12.35,13.8
246,16,17.04,25.68
246,17,39.61,40.76
246,18,72.87,77.33
246,19,105.04,166.62
246,20,170.7,195.06
246,21,227.91,271.34
246,22,220.13,259.14
246,23,267.26,363.91
246,24,339.7,386.07
246,25,542.65,715.72
247,1,0,0.0
247,2,0,0.0
247,3,0,0.0
247,4,0,0.0
247,5,0,0.0
247,6,0,0.0
247,7,8.27,21.65
247,8,11.96,29.72
247,9,11.86,15.45
247,10,23.39,21.96
247,11,22.3,19.35
247,12,31.76,34.13
247,13,40.5,49.7
247,14,53.96,70.87
247,15,59.09,102.81
247,16,67.12,108.25
247,17,113.96,174.17
247,18,158.62,216.54
247,19,223.01,318.55
247,20,335.76,391.75
247,21,383.73,543.28
247,22,424.73,613.06
247,23,429.14,611.84
247,24,490.64,639.35
247,25,537.53,752.62
248,1,0,0.0
248,2,0,0.0
248,3,0,0.0
248,4,0,0.0
248,5,0,0.0
248,6,0,0.0
248,7,54.78,240.24
248,8,85.56,351.61
248,9,99.5,458.89
248,10,83.62,327.23
248,11,83.72,332.99
248,12,101.44,373.71
248,13,107.69,417.09
248,14,113.69,405.72
248,15,125.88,356.36
248,16,143.66,351.65
248,17,175.81,377.65
248,18,201.5,375.29
248,19,225.84,401.77
248,20,244.53,381.97
248,21,230.38,349.23
248,22,238.62,352.72
248,23,247.91,364.35
248,24,254.06,383.75
248,25,282.12,413.47
249,1,0,0.0
249,2,0,0.0
249,3,0,0.0
249,4,0,0.0
249,5,0,0.0
249,6,0,0.0
249,7,13.63,53.72
249,8,12.96,41.92
249,9,25.71,90.57
249,10,30.57,89.31
249,11,29.57,79.58
249,12,25.63,60.0
249,13,27,70.89
249,14,20.45,55.95
249,15,24.04,54.15
249,16,31.67,68.54
249,17,50.53,101.68
249,18,87.98,162.68
249,19,99.73,180.93
249,20,110.98,216.62
249,21,108.08,201.11
249,22,121.96,205.16
249,23,144.53,242.76
249,24,174.75,276.49
249,25,213.59,354.57
250,1,0,0.0
250,2,0,0.0
250,3,0,0.0
250,4,0,0.0
250,5,0,0.0
250,6,0,0.0
250,7,0.14,0.38
250,8,0.14,0.38
250,9,0.43,0.79
250,10,2.86,2.12
250,11,10.43,8.87
250,12,64.29,72.01
250,13,42.14,83.75
250,14,20.14,18.65
250,15,20,10.5
250,16,26.86,17.1
250,17,54.71,44.54
250,18,80.29,48.27
250,19,148.29,106.18
250,20,188.29,157.6
250,21,106.71,95.25
250,22,128.86,117.53
250,23,186.43,188.72
250,24,321.43,318.51
250,25,466.71,521.08
251,1,0,0.0
251,2,0,0.0
251,3,0,0.0
251,4,0,0.0
251,5,0,0.0
251,6,0,0.0
251,7,0.23,1.18
251,8,0.62,2.08
251,9,0.31,1.05
251,10,5.58,6.57
251,11,8.81,14.86
251,12,18.19,22.47
251,13,24,28.88
251,14,22.46,28.16
251,15,18.31,23.39
251,16,21.19,30.33
251,17,28.19,44.96
251,18,50.81,96.18
251,19,74,165.16
251,20,85.42,208.12
251,21,92.19,183.33
251,22,121.62,236.09
251,23,196.77,382.7
251,24,321.85,615.35
251,25,540.65,1020.31
252,1,0,0.0
252,2,0,0.0
252,3,0,0.0
252,4,0,0.0
252,5,0,0.0
252,6,0,0.0
252,7,1.43,5.82
252,8,1.7,4.61
252,9,2.61,5.07
252,10,5.7,6.58
252,11,9.61,16.23
252,12,17.09,24.15
252,13,27.83,29.43
252,14,13.61,23.68
252,15,12.96,14.31
252,16,15.13,24.57
252,17,36.04,39.25
252,18,71.48,77.52
252,19,101.87,167.16
252,20,179.48,197.9
252,21,216.22,269.78
252,22,203.43,250.84
252,23,240.83,337.6
252,24,327.09,385.81
252,25,532.22,718.97
253,1,0,0.0
253,2,0,0.0
253,3,0,0.0
253,4,0,0.0
253,5,0,0.0
253,6,0,0.0
253,7,13.39,53.74
253,8,12.61,41.86
253,9,25.8,90.57
253,10,30.75,89.29
253,11,29.53,79.59
253,12,26.12,59.93
253,13,27.55,70.84
253,14,21.1,55.98
253,15,23.8,54.16
253,16,31.96,68.48
253,17,50.65,101.64
253,18,88.1,162.67
253,19,99.63,180.94
253,20,110.49,216.79
253,21,106.88,201.39
253,22,121.82,205.2
253,23,143.43,243.01
253,24,173.04,276.7
253,25,212.53,354.79
254,1,0,0.0
254,2,0,0.0
254,3,0,0.0
254,4,0,0.0
254,5,0,0.0
254,6,0,0.0
254,7,26.16,128.94
254,8,112.59,367.31
254,9,117.34,519.55
254,10,142.47,653.25
254,11,160.22,702.72
254,12,253.75,1232.64
254,13,352.81,1662.94
254,14,394.44,1612.01
254,15,610.84,2106.29
254,16,824.91,2590.83
254,17,769.25,1683.74
254,18,896.03,1491.6
254,19,1121.72,1590.22
254,20,1212.41,1361.22
254,21,1058.09,1296.02
254,22,1098.12,1321.01
254,23,1132.06,1526.4
254,24,1182.34,1605.68
254,25,1167.41,1409.74
255,1,0,0.0
255,2,0,0.0
255,3,0,0.0
255,4,0,0.0
255,5,0,0.0
255,6,0,0.0
255,7,3.34,5.6
255,8,6.59,12.37
255,9,9.86,11.9
255,10,29.34,38.75
255,11,32.93,41.29
255,12,78.21,149.56
255,13,53.69,81.34
255,14,62.03,97.55
255,15,107.45,264.32
255,16,324.45,1062.77
255,17,490.28,1553.88
255,18,775.03,2319.53
255,19,1040.83,2493.85
255,20,1279.14,2505.42
255,21,1424.72,2661.67
255,22,1593.48,2784.27
255,23,1733.97,3234.17
255,24,1844.93,3365.9
255,25,2075.34,3623.92
256,1,0,0.0
256,2,0,0.0
256,3,0,0.0
256,4,0,0.0
256,5,0,0.0
256,6,0,0.0
256,7,1.97,5.76
256,8,6.62,21.6
256,9,13.28,32.46
256,10,18.31,26.18
256,11,18.41,18.11
256,12,32.66,40.88
256,13,27.24,33.71
256,14,35.93,40.5
256,15,58.52,91.69
256,16,77.24,159.23
256,17,134.97,293.28
256,18,143.07,311.83
256,19,251.07,544.95
256,20,319.76,515.34
256,21,363.03,444.02
256,22,434.45,466.05
256,23,624.86,614.27
256,24,759.55,847.45
256,25,754.24,966.15
257,1,0,0.0
257,2,0,0.0
257,3,0,0.0
257,4,0,0.0
257,5,0,0.0
257,6,0,0.0
257,7,18.06,49.7
257,8,27.66,62.98
257,9,38.66,72.13
257,10,55.12,69.93
257,11,58,73.61
257,12,52.91,86.21
257,13,62.12,101.51
257,14,60.59,87.04
257,15,65.06,90.33
257,16,75.19,80.58
257,17,128.41,166.89
257,18,145.34,199.29
257,19,205.97,301.95
257,20,242.19,316.67
257,21,245.94,281.84
257,22,260.97,283.29
257,23,279.25,339.22
257,24,295.41,413.46
257,25,326,448.07
258,1,0,0.0
258,2,0,0.0
258,3,0,0.0
258,4,0,0.0
258,5,0,0.0
258,6,0,0.0
258,7,124.24,506.06
258,8,232.38,794.65
258,9,307.21,1016.03
258,10,484.03,1791.21
258,11,527.18,1720.47
258,12,520.68,1609.22
258,13,631.26,1808.78
258,14,690.44,1798.83
258,15,897.53,2273.55
258,16,1193.94,2868.19
258,17,1359.53,3138.08
258,18,1586.21,3515.67
258,19,1906.97,4172.28
258,20,1897.38,3646.45
258,21,2071.35,3464.58
258,22,2365.68,3418.65
258,23,2526.53,3839.07
258,24,2678.29,4117.04
258,25,3464.5,4865.3
259,1,0,0.0
259,2,0,0.0
259,3,0,0.0
259,4,0,0.0
259,5,0,0.0
259,6,0,0.0
259,7,0,0.0
259,8,0,0.0
259,9,0,0.0
259,10,0,0.0
259,11,1.4,3.78
259,12,8.4,17.48
259,13,1.9,3.57
259,14,5.1,9.57
259,15,13.3,24.75
259,16,12.8,27.0
259,17,13.2,16.43
259,18,8.4,13.14
259,19,17.9,37.13
259,20,24.2,58.58
259,21,24.2,37.23
259,22,37,95.99
259,23,16.3,42.31
259,24,18.9,49.66
259,25,19,42.31
260,1,0,0.0
260,2,0,0.0
260,3,0,0.0
260,4,0,0.0
260,5,0,0.0
260,6,0,0.0
260,7,26.12,128.94
260,8,111.84,367.52
260,9,116.97,519.63
260,10,142.09,653.33
260,11,160.16,702.74
260,12,253.28,1232.74
260,13,351.69,1663.17
260,14,392.34,1612.49
260,15,608.97,2106.8
260,16,818.25,2592.59
260,17,769.34,1683.7
260,18,878.31,1497.27
260,19,1107.34,1596.67
260,20,1194.34,1370.97
260,21,1033.94,1307.1
260,22,1074.31,1331.56
260,23,1107.69,1536.19
260,24,1160.81,1615.76
260,25,1148.47,1418.75
261,1,0,0.0
261,2,0,0.0
261,3,0,0.0
261,4,0,0.0
261,5,0,0.0
261,6,0,0.0
261,7,13.69,53.71
261,8,13.16,41.88
261,9,26.12,90.51
261,10,30.86,89.26
261,11,29.61,79.57
261,12,26.02,59.96
261,13,27.71,70.79
261,14,21.22,55.94
261,15,24.33,54.06
261,16,32.12,68.41
261,17,50.92,101.52
261,18,89.45,162.21
261,19,101.18,180.44
261,20,111.45,216.41
261,21,108.33,201.0
261,22,122.2,205.08
261,23,145.51,242.31
261,24,176.2,275.87
261,25,214.8,354.1
262,1,0,0.0
262,2,0,0.0
262,3,0,0.0
262,4,0,0.0
262,5,0,0.0
262,6,0,0.0
262,7,0,0.0
262,8,0.5,0.71
262,9,0,0.0
262,10,0.5,0.71
262,11,0,0.0
262,12,8.5,12.02
262,13,7,4.24
262,14,24.5,2.12
262,15,45,7.07
262,16,77,1.41
262,17,66.5,36.06
262,18,78.5,10.61
262,19,117,8.49
262,20,132,5.66
262,21,139,7.07
262,22,149.5,7.78
262,23,125,50.91
262,24,74.5,41.72
262,25,99.5,14.85
263,1,0,0.0
263,2,0,0.0
263,3,0,0.0
263,4,0,0.0
263,5,0,0.0
263,6,0,0.0
263,7,7.53,12.94
263,8,8.95,9.58
263,9,15,23.26
263,10,23.53,29.69
263,11,40.42,29.4
263,12,57.63,42.2
263,13,73.16,67.78
263,14,49.79,41.44
263,15,59.32,64.04
263,16,66.42,67.86
263,17,98.74,122.61
263,18,158.32,217.74
263,19,212.47,256.57
263,20,189.84,282.28
263,21,179.16,202.59
263,22,189.42,192.8
263,23,206.63,239.47
263,24,229.16,281.2
263,25,304.26,457.8
264,1,0,0.0
264,2,0,0.0
264,3,0,0.0
264,4,0,0.0
264,5,0,0.0
264,6,0,0.0
264,7,1.43,5.82
264,8,1.7,4.61
264,9,2.65,5.05
264,10,5.78,6.52
264,11,10.61,16.32
264,12,18.78,24.41
264,13,29.7,28.94
264,14,13.61,23.68
264,15,13.57,14.17
264,16,17.13,25.64
264,17,39.96,40.48
264,18,74.04,76.68
264,19,106.39,165.93
264,20,181.74,197.05
264,21,230.74,269.81
264,22,224.22,257.02
264,23,276.3,361.52
264,24,341.74,385.14
264,25,540.22,716.82
265,1,0,0.0
265,2,0,0.0
265,3,0,0.0
265,4,0,0.0
265,5,0,0.0
265,6,0,0.0
265,7,18.28,49.63
265,8,27.84,62.92
265,9,37.72,72.4
265,10,47.06,57.97
265,11,57.16,73.95
265,12,52.75,86.28
265,13,63.06,101.19
265,14,65.59,89.2
265,15,73.69,98.77
265,16,78.97,81.32
265,17,130.03,166.12
265,18,147.28,198.4
265,19,210.53,300.54
265,20,246.88,314.66
265,21,248.28,281.01
265,22,267.78,281.46
265,23,288.22,337.08
265,24,293.56,414.4
265,25,325.44,448.29
266,1,0,0.0
266,2,0,0.0
266,3,0,0.0
266,4,0,0.0
266,5,0,0.0
266,6,0,0.0
266,7,0.23,1.18
266,8,0.27,1.19
266,9,0.31,1.05
266,10,5.58,6.57
266,11,8.88,14.82
266,12,17.88,22.62
266,13,22.69,29.09
266,14,21.12,28.37
266,15,16.85,23.3
266,16,19.73,30.41
266,17,27.46,45.26
266,18,46.96,95.38
266,19,66.77,163.76
266,20,75.62,205.46
266,21,82.04,179.61
266,22,109.23,232.87
266,23,171.54,369.09
266,24,292.38,604.45
266,25,495.96,1003.23
267,1,0,0.0
267,2,0,0.0
267,3,0,0.0
267,4,0,0.0
267,5,0,0.0
267,6,0,0.0
267,7,5.51,8.9
267,8,3.38,3.43
267,9,15.16,11.86
267,10,31.62,26.36
267,11,30.7,16.72
267,12,33.41,22.52
267,13,39.05,25.16
267,14,32.08,19.99
267,15,39.68,34.47
267,16,65.16,67.94
267,17,94.65,124.0
267,18,260.76,317.63
267,19,298.84,381.57
267,20,480.73,538.58
267,21,551.73,525.28
267,22,672.65,576.85
267,23,459.92,386.41
267,24,337.62,318.36
267,25,335.49,283.01
268,1,0,0.0
268,2,0,0.0
268,3,0,0.0
268,4,0,0.0
268,5,0,0.0
268,6,0,0.0
268,7,0,0.0
268,8,0.1,0.32
268,9,0,0.0
268,10,0.1,0.32
268,11,1.3,1.95
268,12,0.6,0.84
268,13,1,1.63
268,14,-0.1,0.32
268,15,0.4,0.7
268,16,2.2,3.91
268,17,10.7,31.43
268,18,22.7,61.53
268,19,22.9,60.23
268,20,22.4,46.22
268,21,16.7,31.53
268,22,26.9,44.93
268,23,51.6,106.77
268,24,40.4,88.9
268,25,60.3,118.34
269,1,0,0.0
269,2,0,0.0
269,3,0,0.0
269,4,0,0.0
269,5,0,0.0
269,6,0,0.0
269,7,35.17,49.24
269,8,31.42,37.51
269,9,24.67,25.63
269,10,16.25,11.91
269,11,33.83,27.14
269,12,46.83,30.46
269,13,79.33,51.11
269,14,155.58,124.35
269,15,251.08,161.7
269,16,375.33,240.85
269,17,699.67,330.1
269,18,1180.58,575.82
269,19,3097.5,1335.29
269,20,4388.17,2047.54
269,21,4828.5,1727.95
269,22,4626.58,1388.76
269,23,4569,1357.53
269,24,5000.58,1312.24
269,25,5366.08,1438.33
270,1,0,0.0
270,2,0,0.0
270,3,0,0.0
270,4,0,0.0
270,5,0,0.0
270,6,0,0.0
270,7,0,0.0
270,8,0.1,0.32
270,9,0,0.0
270,10,0.1,0.32
270,11,1.3,1.95
270,12,0.6,0.84
270,13,1,1.63
270,14,-0.1,0.32
270,15,0.4,0.7
270,16,2.1,3.96
270,17,10.7,31.43
270,18,22.7,61.53
270,19,22.1,60.51
270,20,21.6,46.56
270,21,16.5,31.64
270,22,26.8,45.0
270,23,51.1,107.01
270,24,46.6,88.39
270,25,61.2,118.04
271,1,0,0.0
271,2,0,0.0
271,3,0,0.0
271,4,0,0.0
271,5,0,0.0
271,6,0,0.0
271,7,0,0.0
271,8,0,0.0
271,9,0,0.0
271,10,0,0.0
271,11,0.12,0.45
271,12,1.71,6.1
271,13,1.79,5.64
271,14,1.96,4.58
271,15,1.75,4.14
271,16,3.42,9.89
271,17,3.42,10.15
271,18,12.79,44.19
271,19,19.83,65.24
271,20,21.38,42.73
271,21,15.38,23.17
271,22,20.83,29.92
271,23,22.5,34.2
271,24,25.92,41.24
271,25,42.46,72.35
272,1,0,0.0
272,2,0,0.0
272,3,0,0.0
272,4,0,0.0
272,5,0,0.0
272,6,0,0.0
272,7,0,0.0
272,8,0,0.0
272,9,0,0.0
272,10,0.1,0.32
272,11,0.7,1.06
272,12,0.4,0.7
272,13,0.6,1.26
272,14,-0.1,0.32
272,15,0.3,0.67
272,16,1.2,2.82
272,17,0.7,1.89
272,18,3.1,5.97
272,19,3.5,3.92
272,20,7.7,15.06
272,21,6.5,10.07
272,22,16.1,35.2
272,23,17.8,32.96
272,24,18.8,29.59
272,25,25.1,35.07
273,1,0,0.0
273,2,0,0.0
273,3,0,0.0
273,4,0,0.0
273,5,0,0.0
273,6,0,0.0
273,7,0,0.0
273,8,0,0.0
273,9,0,0.0
273,10,0,0.0
