districtid,weekid,cases
285,20,95
285,21,64
285,22,74
285,23,192
285,24,184
285,25,261
286,1,0
286,2,0
286,3,0
286,4,0
286,5,0
286,6,0
286,7,25
286,8,17
286,9,1
286,10,0
286,11,0
286,12,2
286,13,2
286,14,14
286,15,28
286,16,17
286,17,48
286,18,60
286,19,68
286,20,175
286,21,183
286,22,168
286,23,606
286,24,334
286,25,274
287,1,0
287,2,0
287,3,0
287,4,0
287,5,0
287,6,0
287,7,54
287,8,54
287,9,8
287,10,9
287,11,46
287,12,59
287,13,49
287,14,85
287,15,60
287,16,21
287,17,17
287,18,47
287,19,56
287,20,78
287,21,142
287,22,154
287,23,172
287,24,183
287,25,365
288,1,0
288,2,0
288,3,0
288,4,0
288,5,0
288,6,0
288,7,1
288,8,0
288,9,7
288,10,23
288,11,0
288,12,6
288,13,8
288,14,11
288,15,80
288,16,63
288,17,99
288,18,253
288,19,388
288,20,537
288,21,685
288,22,812
288,23,917
288,24,1082
288,25,1327
289,1,0
289,2,0
289,3,0
289,4,0
289,5,0
289,6,0
289,7,0
289,8,0
289,9,0
289,10,13
289,11,19
289,12,9
289,13,8
289,14,5
289,15,9
289,16,9
289,17,43
289,18,58
289,19,59
289,20,40
289,21,143
289,22,98
289,23,58
289,24,137
289,25,211
290,1,0
290,2,0
290,3,0
290,4,0
290,5,0
290,6,0
290,7,0
290,8,0
290,9,0
290,10,4
290,11,16
290,12,41
290,13,23
290,14,107
290,15,236
290,16,22
290,17,144
290,18,71
290,19,245
290,20,601
290,21,394
290,22,376
290,23,328
290,24,224
290,25,128
291,1,0
291,2,0
291,3,0
291,4,0
291,5,0
291,6,0
291,7,0
291,8,9
291,9,0
291,10,4
291,11,5
291,12,10
291,13,19
291,14,6
291,15,19
291,16,35
291,17,40
291,18,106
291,19,51
291,20,103
291,21,233
291,22,240
291,23,251
291,24,226
291,25,300
292,1,0
292,2,0
292,3,0
292,4,0
292,5,0
292,6,0
292,7,42
292,8,52
292,9,44
292,10,47
292,11,51
292,12,140
292,13,58
292,14,89
292,15,77
292,16,83
292,17,156
292,18,197
292,19,198
292,20,253
292,21,198
292,22,213
292,23,201
292,24,228
292,25,270
293,1,0
293,2,0
293,3,0
293,4,0
293,5,0
293,6,0
293,7,0
293,8,0
293,9,0
293,10,1
293,11,5
293,12,1
293,13,13
293,14,20
293,15,13
293,16,7
293,17,11
293,18,34
293,19,34
293,20,117
293,21,63
293,22,121
293,23,100
293,24,87
293,25,86
294,1,0
294,2,0
294,3,0
294,4,0
294,5,0
294,6,0
294,7,2
294,8,116
294,9,159
294,10,64
294,11,63
294,12,193
294,13,81
294,14,175
294,15,342
294,16,871
294,17,1568
294,18,1646
294,19,2914
294,20,2478
294,21,1961
294,22,1816
294,23,1629
294,24,1378
294,25,1088
295,1,0
295,2,0
295,3,0
295,4,0
295,5,0
295,6,0
295,7,0
295,8,20
295,9,5
295,10,19
295,11,12
295,12,19
295,13,12
295,14,7
295,15,0
295,16,14
295,17,32
295,18,99
295,19,146
295,20,84
295,21,70
295,22,214
295,23,75
295,24,304
295,25,145
296,1,0
296,2,0
296,3,0
296,4,0
296,5,0
296,6,0
296,7,0
296,8,0
296,9,0
296,10,4
296,11,1
296,12,5
296,13,0
296,14,12
296,15,7
296,16,12
296,17,7
296,18,17
296,19,16
296,20,16
296,21,20
296,22,25
296,23,77
296,24,53
296,25,171
297,1,0
297,2,0
297,3,0
297,4,0
297,5,0
297,6,0
297,7,42
297,8,67
297,9,33
297,10,75
297,11,75
297,12,214
297,13,290
297,14,456
297,15,703
297,16,574
297,17,701
297,18,677
297,19,613
297,20,691
297,21,540
297,22,540
297,23,592
297,24,729
297,25,957
298,1,0
298,2,0
298,3,0
298,4,0
298,5,0
298,6,0
298,7,0
298,8,0
298,9,2
298,10,33
298,11,32
298,12,36
298,13,25
298,14,38
298,15,21
298,16,73
298,17,104
298,18,398
298,19,702
298,20,739
298,21,581
298,22,903
298,23,403
298,24,440
298,25,335
299,1,0
299,2,0
299,3,0
299,4,0
299,5,0
299,6,0
299,7,10
299,8,64
299,9,47
299,10,47
299,11,69
299,12,108
299,13,198
299,14,217
299,15,515
299,16,690
299,17,993
299,18,886
299,19,639
299,20,564
299,21,664
299,22,682
299,23,675
299,24,908
299,25,1039
300,1,0
300,2,0
300,3,0
300,4,0
300,5,0
300,6,0
300,7,0
300,8,1
300,9,20
300,10,50
300,11,27
300,12,53
300,13,28
300,14,74
300,15,66
300,16,40
300,17,25
300,18,100
300,19,239
300,20,455
300,21,426
300,22,400
300,23,416
300,24,329
300,25,325
301,1,0
301,2,0
301,3,0
301,4,0
301,5,0
301,6,0
301,7,0
301,8,1
301,9,19
301,10,21
301,11,1
301,12,2
301,13,3
301,14,3
301,15,16
301,16,16
301,17,41
301,18,53
301,19,110
301,20,118
301,21,109
301,22,189
301,23,109
301,24,136
301,25,99
302,1,0
302,2,0
302,3,0
302,4,0
302,5,0
302,6,0
302,7,0
302,8,0
302,9,9
302,10,6
302,11,1
302,12,4
302,13,32
302,14,4
302,15,30
302,16,16
302,17,16
302,18,92
302,19,57
302,20,342
302,21,425
302,22,143
302,23,83
302,24,478
302,25,593
303,1,0
303,2,3
303,3,4
303,4,0
303,5,0
303,6,0
303,7,0
303,8,0
303,9,13
303,10,35
303,11,15
303,12,197
303,13,256
303,14,231
303,15,374
303,16,556
303,17,684
303,18,1116
303,19,1202
303,20,1507
303,21,2013
303,22,3133
303,23,2451
303,24,2763
303,25,3902
304,1,0
304,2,0
304,3,0
304,4,0
304,5,0
304,6,0
304,7,1
304,8,0
304,9,0
304,10,0
304,11,0
304,12,0
304,13,0
304,14,0
304,15,8
304,16,2
304,17,10
304,18,15
304,19,57
304,20,56
304,21,420
304,22,63
304,23,57
304,24,94
304,25,133
305,1,0
305,2,0
305,3,0
305,4,0
305,5,0
305,6,0
305,7,1
305,8,0
305,9,0
305,10,4
305,11,25
305,12,57
305,13,14
305,14,15
305,15,20
305,16,42
305,17,89
305,18,130
305,19,221
305,20,240
305,21,162
305,22,122
305,23,149
305,24,189
305,25,267
306,1,0
306,2,0
306,3,0
306,4,0
306,5,0
306,6,0
306,7,2
306,8,8
306,9,13
306,10,15
306,11,24
306,12,19
306,13,28
306,14,19
306,15,27
306,16,19
306,17,38
306,18,48
306,19,122
306,20,374
306,21,398
306,22,329
306,23,517
306,24,449
306,25,337
307,1,0
307,2,0
307,3,0
307,4,0
307,5,0
307,6,0
307,7,0
307,8,0
307,9,0
307,10,38
307,11,22
307,12,7
307,13,1
307,14,32
307,15,4
307,16,54
307,17,50
307,18,16
307,19,10
307,20,80
307,21,201
307,22,251
307,23,225
307,24,399
307,25,742
308,1,0
308,2,0
308,3,0
308,4,0
308,5,0
308,6,0
308,7,6
308,8,0
308,9,14
308,10,57
308,11,20
308,12,23
308,13,23
308,14,55
308,15,36
308,16,58
308,17,115
308,18,169
308,19,116
308,20,334
308,21,382
308,22,480
308,23,396
308,24,325
308,25,341
309,1,0
309,2,0
309,3,0
309,4,0
309,5,0
309,6,0
309,7,3
309,8,1
309,9,9
309,10,25
309,11,38
309,12,50
309,13,27
309,14,69
309,15,76
309,16,113
309,17,184
309,18,368
309,19,494
309,20,765
309,21,1042
309,22,1776
309,23,1887
309,24,1809
309,25,1820
310,1,0
310,2,0
310,3,0
310,4,0
310,5,0
310,6,0
310,7,0
310,8,0
310,9,0
310,10,10
310,11,11
310,12,16
310,13,51
310,14,6
310,15,21
310,16,4
310,17,11
310,18,20
310,19,51
310,20,158
310,21,61
310,22,92
310,23,136
310,24,107
310,25,257
311,1,0
311,2,0
311,3,0
311,4,0
311,5,0
311,6,0
311,7,0
311,8,1
311,9,0
311,10,1
311,11,0
311,12,5
311,13,3
311,14,2
311,15,2
311,16,8
311,17,7
311,18,21
311,19,11
311,20,16
311,21,15
311,22,50
311,23,72
311,24,81
311,25,77
312,1,0
312,2,0
312,3,0
312,4,0
312,5,0
312,6,0
312,7,94
312,8,68
312,9,37
312,10,13
312,11,52
312,12,78
312,13,56
312,14,130
312,15,361
312,16,567
312,17,1197
312,18,1677
312,19,4912
312,20,6213
312,21,5168
312,22,4712
312,23,4336
312,24,4785
312,25,4762
313,1,0
313,2,0
313,3,0
313,4,0
313,5,0
313,6,0
313,7,4
313,8,110
313,9,7
313,10,8
313,11,7
313,12,11
313,13,18
313,14,10
313,15,32
313,16,34
313,17,45
313,18,20
313,19,56
313,20,231
313,21,250
313,22,247
313,23,269
313,24,850
313,25,547
314,1,0
314,2,0
314,3,0
314,4,0
314,5,0
314,6,0
314,7,12
314,8,79
314,9,51
314,10,69
314,11,415
314,12,1015
314,13,1433
314,14,1182
314,15,763
314,16,759
314,17,919
314,18,846
314,19,897
314,20,675
314,21,482
314,22,551
314,23,673
314,24,821
314,25,1336
315,1,0
315,2,0
315,3,0
315,4,0
315,5,0
315,6,0
315,7,1
315,8,12
315,9,31
315,10,44
315,11,28
315,12,66
315,13,65
315,14,35
315,15,48
315,16,130
315,17,424
315,18,690
315,19,372
315,20,352
315,21,507
315,22,515
315,23,675
315,24,893
315,25,1322
316,1,0
316,2,0
316,3,0
316,4,0
316,5,0
316,6,0
316,7,0
316,8,2
316,9,4
316,10,52
316,11,47
316,12,14
316,13,10
316,14,35
316,15,72
316,16,27
316,17,7
316,18,7
316,19,14
316,20,14
316,21,40
316,22,60
316,23,54
316,24,44
316,25,135
317,1,0
317,2,0
317,3,0
317,4,0
317,5,0
317,6,0
317,7,0
317,8,1
317,9,1
317,10,2
317,11,2
317,12,3
317,13,31
317,14,26
317,15,4
317,16,17
317,17,18
317,18,55
317,19,41
317,20,115
317,21,51
317,22,63
317,23,64
317,24,93
317,25,112
318,1,0
318,2,0
318,3,0
318,4,0
318,5,0
318,6,0
318,7,0
318,8,0
318,9,3
318,10,0
318,11,16
318,12,0
318,13,4
318,14,14
318,15,12
318,16,21
318,17,48
318,18,17
318,19,41
318,20,35
318,21,19
318,22,38
318,23,58
318,24,60
318,25,46
319,1,0
319,2,0
319,3,0
319,4,0
319,5,0
319,6,0
319,7,10
319,8,21
319,9,15
319,10,20
319,11,54
319,12,24
319,13,60
319,14,190
319,15,160
319,16,98
319,17,207
319,18,88
319,19,104
319,20,187
319,21,132
319,22,86
319,23,69
319,24,127
319,25,184
320,1,0
320,2,0
320,3,0
320,4,0
320,5,0
320,6,0
320,7,3
320,8,0
320,9,0
320,10,0
320,11,0
320,12,0
320,13,8
320,14,13
320,15,4
320,16,11
320,17,25
320,18,58
320,19,49
320,20,34
320,21,21
320,22,38
320,23,77
320,24,76
320,25,75
321,1,0
321,2,0
321,3,0
321,4,0
321,5,0
321,6,0
321,7,0
321,8,0
321,9,11
321,10,20
321,11,17
321,12,46
321,13,47
321,14,35
321,15,33
321,16,39
321,17,47
321,18,210
321,19,277
321,20,335
321,21,273
321,22,262
321,23,337
321,24,462
321,25,387
322,1,0
322,2,0
322,3,0
322,4,0
322,5,0
322,6,0
322,7,0
322,8,0
322,9,0
322,10,7
322,11,37
322,12,57
322,13,96
322,14,55
322,15,54
322,16,5
322,17,29
322,18,135
322,19,621
322,20,355
322,21,526
322,22,951
322,23,620
322,24,899
322,25,978
323,1,0
323,2,0
323,3,0
323,4,0
323,5,0
323,6,0
323,7,0
323,8,0
323,9,20
323,10,65
323,11,73
323,12,45
323,13,33
323,14,50
323,15,42
323,16,150
323,17,176
323,18,188
323,19,666
323,20,773
323,21,1027
323,22,1139
323,23,1349
323,24,1771
323,25,2175
324,1,0
324,2,0
324,3,0
324,4,0
324,5,0
324,6,0
324,7,2
324,8,3
324,9,11
324,10,2
324,11,6
324,12,8
324,13,29
324,14,47
324,15,55
324,16,27
324,17,9
324,18,19
324,19,24
324,20,27
324,21,57
324,22,41
324,23,61
324,24,150
324,25,109
325,1,0
325,2,0
325,3,0
325,4,0
325,5,0
325,6,0
325,7,0
325,8,2
325,9,1
325,10,3
325,11,8
325,12,8
325,13,2
325,14,15
325,15,18
325,16,95
325,17,137
325,18,115
325,19,308
325,20,331
325,21,722
325,22,643
325,23,841
325,24,882
325,25,946
326,1,0
326,2,0
326,3,0
326,4,0
326,5,0
326,6,0
326,7,0
326,8,0
326,9,21
326,10,17
326,11,28
326,12,47
326,13,16
326,14,31
326,15,26
326,16,13
326,17,43
326,18,147
326,19,101
326,20,154
326,21,217
326,22,174
326,23,203
326,24,413
326,25,429
327,1,0
327,2,0
327,3,0
327,4,0
327,5,0
327,6,0
327,7,29
327,8,21
327,9,8
327,10,46
327,11,37
327,12,57
327,13,30
327,14,16
327,15,10
327,16,26
327,17,49
327,18,50
327,19,121
327,20,47
327,21,200
327,22,223
327,23,221
327,24,240
327,25,272
328,1,0
328,2,0
328,3,0
328,4,0
328,5,0
328,6,0
328,7,0
328,8,0
328,9,0
328,10,8
328,11,19
328,12,51
328,13,35
328,14,67
328,15,30
328,16,50
328,17,163
328,18,182
328,19,173
328,20,184
328,21,159
328,22,170
328,23,256
328,24,619
328,25,644
329,1,0
329,2,0
329,3,0
329,4,0
329,5,0
329,6,0
329,7,0
329,8,59
329,9,75
329,10,45
329,11,65
329,12,299
329,13,131
329,14,82
329,15,143
329,16,231
329,17,332
329,18,484
329,19,792
329,20,758
329,21,980
329,22,883
329,23,1157
329,24,885
329,25,946
330,1,0
330,2,0
330,3,0
330,4,0
330,5,0
330,6,0
330,7,3
330,8,1
330,9,1
330,10,0
330,11,0
330,12,0
330,13,0
330,14,4
330,15,0
330,16,0
330,17,9
330,18,41
330,19,44
330,20,76
330,21,81
330,22,65
330,23,90
330,24,88
330,25,85
331,1,0
331,2,0
331,3,0
331,4,0
331,5,0
331,6,0
331,7,35
331,8,48
331,9,2
331,10,10
331,11,14
331,12,18
331,13,3
331,14,18
331,15,16
331,16,15
331,17,8
331,18,64
331,19,193
331,20,95
331,21,73
331,22,203
331,23,173
331,24,492
331,25,383
332,1,0
332,2,0
332,3,0
332,4,0
332,5,0
332,6,0
332,7,0
332,8,291
332,9,183
332,10,198
332,11,231
332,12,400
332,13,300
332,14,358
332,15,441
332,16,529
332,17,815
332,18,1090
332,19,1547
332,20,1550
332,21,1538
332,22,1459
332,23,1184
332,24,978
332,25,916
333,1,0
333,2,0
333,3,0
333,4,0
333,5,0
333,6,0
333,7,4
333,8,0
333,9,1
333,10,1
333,11,7
333,12,16
333,13,10
333,14,13
333,15,28
333,16,22
333,17,70
333,18,140
333,19,248
333,20,238
333,21,229
333,22,201
333,23,228
333,24,220
333,25,166
334,1,0
334,2,0
334,3,0
334,4,0
334,5,0
334,6,0
334,7,369
334,8,235
334,9,598
334,10,555
334,11,498
334,12,291
334,13,307
334,14,259
334,15,287
334,16,235
334,17,366
334,18,730
334,19,803
334,20,739
334,21,895
334,22,1247
334,23,1377
334,24,1488
334,25,1860
335,1,0
335,2,0
335,3,0
335,4,0
335,5,0
335,6,0
335,7,33
335,8,27
335,9,56
335,10,24
335,11,34
335,12,35
335,13,39
335,14,28
335,15,51
335,16,44
335,17,88
335,18,234
335,19,220
335,20,345
335,21,448
335,22,502
335,23,711
335,24,854
335,25,906
336,1,0
336,2,0
336,3,0
336,4,0
336,5,0
336,6,0
336,7,0
336,8,5
336,9,0
336,10,25
336,11,36
336,12,21
336,13,56
336,14,36
336,15,89
336,16,49
336,17,72
336,18,103
336,19,128
336,20,109
336,21,129
336,22,166
336,23,263
336,24,416
336,25,516
337,1,0
337,2,0
337,3,0
337,4,0
337,5,0
337,6,0
337,7,153
337,8,235
337,9,320
337,10,221
337,11,224
337,12,227
337,13,317
337,14,292
337,15,426
337,16,256
337,17,379
337,18,425
337,19,520
337,20,744
337,21,806
337,22,858
337,23,1363
337,24,1686
337,25,2146
338,1,0
338,2,0
338,3,0
338,4,0
338,5,0
338,6,0
338,7,1
338,8,0
338,9,12
338,10,17
338,11,10
338,12,0
338,13,7
338,14,16
338,15,10
338,16,8
338,17,3
338,18,8
338,19,33
338,20,37
338,21,45
338,22,38
338,23,32
338,24,64
338,25,97
339,1,0
339,2,0
339,3,0
339,4,0
339,5,0
339,6,0
339,7,30
339,8,7
339,9,66
339,10,118
339,11,20
339,12,53
339,13,17
339,14,32
339,15,44
339,16,136
339,17,258
339,18,154
339,19,135
339,20,200
339,21,275
339,22,279
339,23,737
339,24,1073
339,25,699
340,1,0
340,2,0
340,3,0
340,4,0
340,5,0
340,6,0
340,7,42
340,8,55
340,9,32
340,10,6
340,11,28
340,12,29
340,13,53
340,14,213
340,15,150
340,16,148
340,17,353
340,18,429
340,19,321
340,20,474
340,21,616
340,22,746
340,23,1284
340,24,1037
340,25,1524
341,1,0
341,2,0
341,3,0
341,4,0
341,5,0
341,6,0
341,7,3
341,8,26
341,9,10
341,10,2
341,11,1
341,12,6
341,13,49
341,14,38
341,15,29
341,16,36
341,17,5
341,18,33
341,19,27
341,20,183
341,21,325
341,22,136
341,23,166
341,24,164
341,25,247
342,1,0
342,2,0
342,3,0
342,4,0
342,5,0
342,6,0
342,7,27
342,8,87
342,9,117
342,10,153
342,11,204
342,12,356
342,13,670
342,14,550
342,15,716
342,16,1127
342,17,1575
342,18,1565
342,19,1759
342,20,2174
342,21,3009
342,22,3231
342,23,4083
342,24,4651
342,25,4657
343,1,0
343,2,0
343,3,0
343,4,0
343,5,0
343,6,0
343,7,6
343,8,4
343,9,9
343,10,33
343,11,65
343,12,58
343,13,81
343,14,102
343,15,110
343,16,213
343,17,223
343,18,392
343,19,420
343,20,244
343,21,388
343,22,652
343,23,791
343,24,393
343,25,737
344,1,0
344,2,0
344,3,0
344,4,0
344,5,0
344,6,0
344,7,0
344,8,7
344,9,62
344,10,80
344,11,13
344,12,6
344,13,25
344,14,30
344,15,51
344,16,77
344,17,203
344,18,207
344,19,272
344,20,130
344,21,76
344,22,55
344,23,18
344,24,28
344,25,35
345,1,0
345,2,0
345,3,0
345,4,0
345,5,0
345,6,0
345,7,0
345,8,-1
345,9,0
345,10,0
345,11,9
345,12,16
345,13,161
345,14,95
345,15,44
345,16,59
345,17,120
345,18,221
345,19,343
345,20,284
345,21,389
345,22,408
345,23,568
345,24,672
345,25,722
346,1,0
346,2,0
346,3,0
346,4,0
346,5,0
346,6,0
346,7,0
346,8,5
346,9,8
346,10,33
346,11,58
346,12,70
346,13,67
346,14,42
346,15,16
346,16,63
346,17,85
346,18,111
346,19,239
346,20,299
346,21,391
346,22,394
346,23,355
346,24,641
346,25,1999
347,1,0
347,2,0
347,3,0
347,4,0
347,5,0
347,6,0
347,7,0
347,8,22
347,9,11
347,10,12
347,11,8
347,12,7
347,13,15
347,14,41
347,15,73
347,16,76
347,17,77
347,18,88
347,19,136
347,20,198
347,21,288
347,22,327
347,23,455
347,24,622
347,25,820
348,1,0
348,2,0
348,3,0
348,4,0
348,5,0
348,6,0
348,7,2
348,8,0
348,9,0
348,10,0
348,11,0
348,12,0
348,13,26
348,14,0
348,15,0
348,16,0
348,17,3
348,18,11
348,19,7
348,20,51
348,21,52
348,22,34
348,23,73
348,24,92
348,25,146
349,1,0
349,2,0
349,3,0
349,4,0
349,5,0
349,6,0
349,7,0
349,8,0
349,9,12
349,10,15
349,11,7
349,12,11
349,13,6
349,14,5
349,15,19
349,16,19
349,17,70
349,18,157
349,19,232
349,20,310
349,21,208
349,22,188
349,23,142
349,24,125
349,25,177
350,1,0
350,2,0
350,3,0
350,4,0
350,5,0
350,6,0
350,7,0
350,8,0
350,9,5
350,10,10
350,11,0
350,12,40
350,13,70
350,14,80
350,15,23
350,16,21
350,17,31
350,18,55
350,19,70
350,20,54
350,21,65
350,22,63
350,23,130
350,24,249
350,25,608
351,1,0
351,2,0
351,3,0
351,4,0
351,5,0
351,6,0
351,7,0
351,8,0
351,9,0
351,10,1
351,11,15
351,12,59
351,13,8
351,14,21
351,15,60
351,16,25
351,17,1
351,18,14
351,19,15
351,20,6
351,21,42
351,22,36
351,23,71
351,24,46
351,25,139
352,1,0
352,2,0
352,3,0
352,4,0
352,5,0
352,6,0
352,7,3
352,8,0
352,9,18
352,10,97
352,11,46
352,12,95
352,13,140
352,14,68
352,15,35
352,16,52
352,17,99
352,18,182
352,19,473
352,20,658
352,21,668
352,22,309
352,23,331
352,24,315
352,25,336
353,1,0
353,2,0
353,3,0
353,4,0
353,5,0
353,6,0
353,7,3
353,8,1
353,9,22
353,10,79
353,11,38
353,12,33
353,13,11
353,14,29
353,15,16
353,16,24
353,17,56
353,18,95
353,19,298
353,20,218
353,21,306
353,22,584
353,23,285
353,24,172
353,25,203
354,1,0
354,2,0
354,3,0
354,4,0
354,5,0
354,6,0
354,7,0
354,8,1
354,9,6
354,10,5
354,11,1
354,12,0
354,13,1
354,14,1
354,15,0
354,16,4
354,17,23
354,18,24
354,19,52
354,20,24
354,21,63
354,22,64
354,23,134
354,24,187
354,25,152
355,1,0
355,2,0
355,3,0
355,4,0
355,5,0
355,6,0
355,7,40
355,8,34
355,9,16
355,10,1
355,11,6
355,12,10
355,13,19
355,14,54
355,15,55
355,16,93
355,17,136
355,18,157
355,19,136
355,20,66
355,21,75
355,22,84
355,23,70
355,24,124
355,25,233
356,1,0
356,2,0
356,3,0
356,4,0
356,5,0
356,6,0
356,7,10
356,8,7
356,9,1
356,10,11
356,11,190
356,12,77
356,13,16
356,14,23
356,15,10
356,16,0
356,17,5
356,18,13
356,19,48
356,20,130
356,21,194
356,22,174
356,23,171
356,24,180
356,25,514
357,1,0
357,2,0
357,3,0
357,4,0
357,5,0
357,6,0
357,7,9
357,8,11
357,9,10
357,10,1
357,11,6
357,12,10
357,13,28
357,14,23
357,15,47
357,16,88
357,17,294
357,18,525
357,19,807
357,20,462
357,21,390
357,22,361
357,23,611
357,24,581
357,25,500
358,1,0
358,2,0
358,3,0
358,4,0
358,5,0
358,6,0
358,7,0
358,8,0
358,9,3
358,10,0
358,11,3
358,12,0
358,13,5
358,14,8
358,15,0
358,16,0
358,17,6
358,18,3
358,19,0
358,20,2
358,21,30
358,22,76
358,23,41
358,24,61
358,25,52
359,1,0
359,2,0
359,3,0
359,4,0
359,5,0
359,6,0
359,7,2
359,8,0
359,9,0
359,10,3
359,11,2
359,12,1
359,13,7
359,14,6
359,15,59
359,16,48
359,17,37
359,18,47
359,19,61
359,20,44
359,21,68
359,22,126
359,23,257
359,24,363
359,25,453
360,1,0
360,2,0
360,3,0
360,4,0
360,5,0
360,6,0
360,7,0
360,8,0
360,9,12
360,10,31
360,11,39
360,12,34
360,13,56
360,14,72
360,15,47
360,16,53
360,17,64
360,18,44
360,19,34
360,20,93
360,21,71
360,22,61
360,23,168
360,24,82
360,25,128
361,1,0
361,2,0
361,3,0
361,4,0
361,5,0
361,6,0
361,7,0
361,8,15
361,9,3
361,10,6
361,11,1
361,12,11
361,13,31
361,14,15
361,15,16
361,16,19
361,17,31
361,18,22
361,19,31
361,20,82
361,21,54
361,22,46
361,23,63
361,24,85
361,25,290
362,1,0
362,2,0
362,3,0
362,4,0
362,5,0
362,6,0
362,7,241
362,8,257
362,9,131
362,10,196
362,11,287
362,12,286
362,13,389
362,14,226
362,15,268
362,16,303
362,17,715
362,18,865
362,19,1299
362,20,1187
362,21,920
362,22,976
362,23,1320
362,24,1598
362,25,1278
363,1,0
363,2,0
363,3,0
363,4,0
363,5,0
363,6,0
363,7,0
363,8,2
363,9,3
363,10,21
363,11,3
363,12,3
363,13,11
363,14,14
363,15,23
363,16,77
363,17,113
363,18,268
363,19,184
363,20,189
363,21,245
363,22,166
363,23,187
363,24,191
363,25,206
364,1,0
364,2,0
364,3,0
364,4,0
364,5,0
364,6,0
364,7,0
364,8,6
364,9,0
364,10,7
364,11,6
364,12,10
364,13,59
364,14,3
364,15,5
364,16,14
364,17,1
364,18,25
364,19,36
364,20,35
364,21,23
364,22,15
364,23,39
364,24,77
364,25,197
365,1,0
365,2,0
365,3,0
365,4,0
365,5,0
365,6,0
365,7,13
365,8,5
365,9,2
365,10,12
365,11,31
365,12,23
365,13,38
365,14,10
365,15,14
365,16,46
365,17,14
365,18,84
365,19,14
365,20,218
365,21,156
365,22,306
365,23,175
365,24,74
365,25,112
366,1,0
366,2,0
366,3,0
366,4,0
366,5,0
366,6,0
366,7,0
366,8,0
366,9,3
366,10,0
366,11,13
366,12,25
366,13,14
366,14,9
366,15,12
366,16,32
366,17,19
366,18,40
366,19,45
366,20,52
366,21,73
366,22,120
366,23,188
366,24,359
366,25,374
367,1,0
367,2,0
367,3,0
367,4,0
367,5,0
367,6,0
367,7,17
367,8,12
367,9,27
367,10,42
367,11,118
367,12,367
367,13,262
367,14,277
367,15,204
367,16,233
367,17,427
367,18,650
367,19,1038
367,20,1817
367,21,1618
367,22,1393
367,23,1399
367,24,1413
367,25,1393
368,1,0
368,2,0
368,3,0
368,4,0
368,5,0
368,6,0
368,7,0
368,8,0
368,9,0
368,10,11
368,11,7
368,12,7
368,13,14
368,14,23
368,15,6
368,16,6
368,17,3
368,18,6
368,19,26
368,20,126
368,21,226
368,22,250
368,23,337
368,24,180
368,25,323
369,1,0
369,2,0
369,3,0
369,4,0
369,5,0
369,6,0
369,7,0
369,8,0
369,9,0
369,10,0
369,11,0
369,12,4
369,13,29
369,14,10
369,15,2
369,16,4
369,17,0
369,18,7
369,19,14
369,20,16
369,21,34
369,22,157
369,23,114
369,24,57
369,25,75
370,1,0
370,2,0
370,3,0
370,4,0
370,5,0
370,6,0
370,7,3
370,8,46
370,9,23
370,10,43
370,11,128
370,12,15
370,13,66
370,14,36
370,15,186
370,16,571
370,17,600
370,18,461
370,19,754
370,20,869
370,21,587
370,22,463
370,23,438
370,24,495
370,25,989
371,1,0
371,2,0
371,3,0
371,4,0
371,5,0
371,6,0
371,7,0
371,8,0
371,9,0
371,10,0
371,11,0
371,12,0
371,13,0
371,14,0
371,15,0
371,16,0
371,17,0
371,18,0
371,19,1
371,20,0
371,21,0
371,22,0
371,23,2
371,24,0
371,25,0
372,1,0
372,2,0
372,3,0
372,4,0
372,5,0
372,6,0
372,7,22
372,8,73
372,9,66
372,10,80
372,11,123
372,12,118
372,13,172
372,14,423
372,15,588
372,16,721
372,17,814
372,18,1301
372,19,2277
372,20,2588
372,21,2038
372,22,2154
372,23,1713
372,24,1661
372,25,1175
373,1,0
373,2,0
373,3,0
373,4,0
373,5,0
373,6,0
373,7,0
373,8,0
373,9,0
373,10,5
373,11,8
373,12,12
373,13,42
373,14,80
373,15,30
373,16,9
373,17,7
373,18,13
373,19,147
373,20,219
373,21,268
373,22,459
373,23,479
373,24,348
373,25,240
374,1,0
374,2,0
374,3,0
374,4,0
374,5,0
374,6,0
374,7,0
374,8,3
374,9,12
374,10,29
374,11,30
374,12,26
374,13,33
374,14,32
374,15,81
374,16,32
374,17,20
374,18,26
374,19,60
374,20,79
374,21,52
374,22,55
374,23,94
374,24,128
374,25,234
375,1,0
375,2,0
375,3,0
375,4,0
375,5,0
375,6,0
375,7,0
375,8,1
375,9,16
375,10,6
375,11,27
375,12,36
375,13,51
375,14,43
375,15,47
375,16,17
375,17,76
375,18,59
375,19,140
375,20,343
375,21,205
375,22,204
375,23,187
375,24,167
375,25,143
376,1,0
376,2,0
376,3,0
376,4,0
376,5,0
376,6,0
376,7,5
376,8,0
376,9,3
376,10,45
376,11,64
376,12,32
376,13,39
376,14,41
376,15,69
376,16,155
376,17,127
376,18,179
376,19,292
376,20,228
376,21,254
376,22,339
376,23,596
376,24,829
376,25,816
377,1,0
377,2,0
377,3,0
377,4,0
377,5,0
377,6,0
377,7,1
377,8,2
377,9,4
377,10,2
377,11,11
377,12,10
377,13,13
377,14,9
377,15,6
377,16,11
377,17,9
377,18,28
377,19,47
377,20,124
377,21,129
377,22,191
377,23,227
377,24,210
377,25,256
378,1,0
378,2,0
378,3,0
378,4,0
378,5,0
378,6,0
378,7,57
378,8,67
378,9,20
