districtid,monthid,statemean,statestdev
600,2,7.38,11.54
600,3,80.62,71.6
600,4,138.62,184.2
600,5,475.48,593.55
600,6,1747.57,1785.24
600,7,352,304.68
601,1,0,0.0
601,2,4.54,13.06
601,3,78.45,77.16
601,4,206.28,277.12
601,5,827.72,1037.21
601,6,1945.26,2614.7
601,7,395.11,547.69
602,1,0,0.0
602,2,1.22,5.42
602,3,22.65,27.12
602,4,77.43,83.54
602,5,376.91,440.06
602,6,1279.09,1396.17
602,7,342,584.79
603,1,0,0.0
603,2,3.92,6.91
603,3,89.51,51.55
603,4,163.35,90.72
603,5,1070.32,1270.97
603,6,2233.7,1932.54
603,7,250.27,215.47
604,1,0,0.0
604,2,71.35,283.93
604,3,1665.68,5762.1
604,4,3133.03,8117.12
604,5,7183.88,15338.82
604,6,10587.91,16396.39
604,7,2572.15,3755.69
605,1,0,0.0
605,2,10.49,45.15
605,3,106.76,312.88
605,4,107.67,248.99
605,5,354.14,639.27
605,6,623.78,1043.18
605,7,153.43,250.35
606,1,0,0.0
606,2,12.41,30.82
606,3,192.91,262.45
606,4,280.78,376.43
606,5,747.09,943.93
606,6,1227.44,1415.12
606,7,237.28,330.69
607,1,0,0.0
607,2,10.49,45.15
607,3,106.96,312.82
607,4,107.84,248.92
607,5,352.24,639.73
607,6,622.86,1043.4
607,7,152.51,250.5
608,1,0,0.0
608,2,10.49,45.15
608,3,107.14,312.76
608,4,107.69,248.98
608,5,356.57,638.24
608,6,626.57,1042.22
608,7,154.43,249.99
609,1,0,0.0
609,2,0,0.0
609,3,0,0.0
609,4,21.43,15.02
609,5,34.86,68.92
609,6,84.57,134.96
609,7,7.29,13.33
610,1,0,0.0
610,2,10.43,45.16
610,3,107.04,312.8
610,4,107.69,248.98
610,5,356.04,638.5
610,6,621,1043.74
610,7,152.24,250.51
611,1,0,0.0
611,2,7.38,11.54
611,3,80.95,71.63
611,4,155.71,190.65
611,5,494.24,589.69
611,6,1784,1764.24
611,7,355.33,301.84
612,1,0,0.0
612,2,4.57,13.06
612,3,78.95,76.91
612,4,206.91,276.94
612,5,825.85,1037.28
612,6,1929.55,2616.84
612,7,388.93,548.27
613,1,0,0.0
613,2,10.49,45.15
613,3,107.12,312.77
613,4,106.88,249.23
613,5,352.61,639.66
613,6,627.2,1041.95
613,7,154.63,249.89
614,1,0,0.0
614,2,4.57,13.06
614,3,78.99,76.88
614,4,206.92,276.94
614,5,833.51,1035.36
614,6,1950.69,2612.29
614,7,393.82,548.25
615,1,0,0.0
615,2,3.97,6.89
615,3,88.84,51.64
615,4,165.49,89.07
615,5,1097.19,1266.99
615,6,2275.11,1925.53
615,7,254.68,214.0
616,1,0,0.0
616,2,4,6.88
616,3,91.16,49.85
616,4,164.81,89.81
616,5,1102.49,1263.58
616,6,2294.43,1910.3
616,7,254.76,213.94
617,1,0,0.0
617,2,10.49,45.15
617,3,106.98,312.82
617,4,106.71,249.27
617,5,353.76,639.38
617,6,625.49,1042.64
617,7,154.1,250.13
618,1,0,0.0
618,2,0,0.0
618,3,0.12,0.45
618,4,7.79,18.21
618,5,58.25,158.47
618,6,104.54,128.89
618,7,33.25,60.79
619,1,0,0.0
619,2,0,0.0
619,3,25.64,36.02
619,4,53.73,59.01
619,5,135.09,159.89
619,6,307.18,222.16
619,7,77.36,63.73
620,1,0,0.0
620,2,2.14,4.33
620,3,90,87.89
620,4,409.59,785.48
620,5,3700.79,9190.28
620,6,7300.79,13166.65
620,7,1561.62,2790.26
621,1,0,0.0
621,2,10.49,45.15
621,3,107.02,312.8
621,4,107.41,249.08
621,5,352.2,639.74
621,6,617.69,1043.89
621,7,150.37,250.15
622,1,0,0.0
622,2,4.32,9.01
622,3,91.37,87.68
622,4,234.26,197.66
622,5,642.11,831.34
622,6,898.16,1038.39
622,7,237.26,365.32
623,1,0,0.0
623,2,4.57,13.06
623,3,78.92,76.93
623,4,207.93,276.42
623,5,836.04,1033.77
623,6,1952.05,2611.54
623,7,395.41,547.53
624,1,0,0.0
624,2,0,0.0
624,3,0.12,0.45
624,4,7.79,18.21
624,5,58.21,158.49
624,6,103.42,129.6
624,7,33.42,60.7
625,1,0,0.0
625,2,4.57,13.06
625,3,77.7,77.08
625,4,206.42,277.09
625,5,829.85,1036.82
625,6,1939.54,2616.31
625,7,394.61,547.94
626,1,0,0.0
626,2,10.49,45.15
626,3,106.9,312.84
626,4,107.8,248.94
626,5,355.8,638.62
626,6,626.1,1042.41
626,7,154.78,249.81
627,1,0,0.0
627,2,12.38,30.83
627,3,187,264.38
627,4,272.53,377.77
627,5,734.12,950.17
627,6,1189.19,1423.23
627,7,233.72,331.81
628,1,0,0
628,2,0,0
628,3,0,0
628,4,0,0
628,5,0,0
628,6,0,0
628,7,0,0
629,1,0,0.0
629,2,1.22,5.42
629,3,22.3,27.32
629,4,65.91,61.08
629,5,376.43,440.3
629,6,1295.61,1389.29
629,7,352.17,581.34
630,1,0,0.0
630,2,71.41,283.92
630,3,1679.21,5758.69
630,4,3143.82,8113.32
630,5,7261.74,15308.72
630,6,10857.74,16307.66
630,7,2672.09,3740.5
631,1,0,0.0
631,2,10.49,45.15
631,3,106.96,312.82
631,4,107.82,248.93
631,5,355.69,638.67
631,6,625.2,1042.74
631,7,154.27,250.06
632,1,0,0.0
632,2,0.14,0.38
632,3,37.57,61.47
632,4,80.71,48.37
632,5,434.57,308.67
632,6,867.71,835.87
632,7,380.43,414.24
633,1,0,0.0
633,2,0,0.0
633,3,26.27,35.62
633,4,53.45,59.12
633,5,119.91,151.19
633,6,272.27,208.74
633,7,69.55,60.89
634,1,0,0.0
634,2,12.41,30.82
634,3,188.31,264.34
634,4,273.06,377.87
634,5,737.84,949.0
634,6,1223.44,1417.62
634,7,237.78,330.42
635,1,0,0.0
635,2,2.05,5.43
635,3,81.9,162.16
635,4,588.76,1159.68
635,5,959.71,1211.92
635,6,1371.52,982.07
635,7,438.05,297.91
636,1,0,0.0
636,2,3.84,6.9
636,3,90.11,51.18
636,4,164.65,89.96
636,5,1099.03,1265.91
636,6,2247.95,1934.04
636,7,251.7,215.38
637,1,0,0.0
637,2,4.57,13.06
637,3,78.96,76.9
637,4,208.04,276.35
637,5,831.35,1036.34
637,6,1937.81,2616.61
637,7,392.31,548.61
638,1,0,0.0
638,2,13,67.37
638,3,577.5,2436.55
638,4,1921.5,7620.78
638,5,4272.72,7251.33
638,6,4939.41,6291.52
638,7,821.56,973.21
639,1,0,0.0
639,2,4,6.88
639,3,90.05,51.23
639,4,157.86,85.81
639,5,1078.95,1272.11
639,6,2266.32,1929.92
639,7,254,214.46
640,1,0,0.0
640,2,0,0.0
640,3,24.55,36.35
640,4,49.36,58.73
640,5,96.91,84.67
640,6,250.45,153.7
640,7,64.91,52.31
641,1,0,0.0
641,2,69.91,284.16
641,3,1656.65,5763.75
641,4,3097.71,8125.91
641,5,7075.59,15356.94
641,6,10577.74,16396.59
641,7,2606.15,3761.29
642,1,0,0.0
642,2,4.57,13.06
642,3,79.12,76.76
642,4,207.89,276.45
642,5,830.59,1036.6
642,6,1944.61,2614.93
642,7,393.92,548.21
643,1,0,0.0
643,2,1.81,5.4
643,3,74.14,161.43
643,4,545.14,1160.31
643,5,891.76,1208.93
643,6,1347.62,984.84
643,7,427.14,297.03
644,1,0,0.0
644,2,0,0.0
644,3,221.68,449.57
644,4,552.14,909.59
644,5,2160.91,3993.09
644,6,3928.45,4934.08
644,7,638.73,752.79
645,1,0,0.0
645,2,0,0.0
645,3,1.5,2.27
645,4,2.4,3.24
645,5,76.7,192.39
645,6,153,281.92
645,7,54,104.16
646,1,0,0.0
646,2,0.14,0.38
646,3,43.57,60.14
646,4,135.86,171.61
646,5,485,293.97
646,6,889.57,824.16
646,7,378.57,415.06
647,1,0,0.0
647,2,0,0.0
647,3,1.2,2.25
647,4,2,3.27
647,5,77.1,192.22
647,6,153.8,281.48
647,7,54.8,103.73
648,1,0,0.0
648,2,0,0.0
648,3,1.5,2.27
648,4,2.4,3.24
648,5,77.2,192.17
648,6,154.4,281.12
648,7,54.7,103.79
649,1,0,0.0
649,2,7.38,11.54
649,3,81.95,71.5
649,4,154.48,191.38
649,5,497.29,587.76
649,6,1770.33,1774.18
649,7,347.57,307.12
650,1,0,0.0
650,2,25.33,36.14
650,3,135.08,96.57
650,4,760,376.43
650,5,9944.08,4641.01
650,6,23027.5,7382.63
650,7,4122.67,1257.87
651,1,0,0.0
651,2,4.58,9.08
651,3,86.37,84.33
651,4,231.21,191.09
651,5,474.42,300.8
651,6,676.42,576.59
651,7,201.63,349.1
652,1,0,0.0
652,2,1.38,3.77
652,3,62.07,84.22
652,4,175.34,210.85
652,5,853.72,1689.34
652,6,2450.07,2531.83
652,7,566.28,723.96
653,1,0,0.0
653,2,0.12,0.59
653,3,17.42,18.04
653,4,90.62,93.6
653,5,239.54,504.79
653,6,838.23,1629.72
653,7,444.77,820.07
654,1,0,0.0
654,2,4.57,13.06
654,3,78.09,77.19
654,4,206.84,276.97
654,5,830.54,1036.62
654,6,1940.69,2616.06
654,7,394.01,548.18
655,1,0,0.0
655,2,1.24,3.75
655,3,60.72,84.82
655,4,171.62,212.46
655,5,814.93,1694.49
655,6,2365.97,2551.76
655,7,561.76,725.48
656,1,0,0.0
656,2,4,6.88
656,3,89.43,51.58
656,4,162.24,90.8
656,5,1089.86,1270.28
656,6,2265.38,1930.3
656,7,250.11,215.46
657,1,0,0.0
657,2,0,0.0
657,3,17.23,18.2
657,4,90.19,93.97
657,5,240.85,504.29
657,6,846.19,1627.23
657,7,440.62,821.83
658,1,0,0.0
658,2,31.44,148.89
658,3,355.56,1610.98
658,4,392.78,1536.91
658,5,641.66,1021.66
658,6,854.5,1088.43
658,7,162.41,211.19
659,1,0,0.0
659,2,34.19,149.1
659,3,385.84,1613.9
659,4,489.81,1614.16
659,5,879.34,1687.57
659,6,1079.41,1610.35
659,7,202.75,300.12
660,1,0,0.0
660,2,0.12,0.59
660,3,17.08,18.29
660,4,89.12,94.68
660,5,235.62,505.72
660,6,837.62,1629.87
660,7,439.54,822.19
661,1,0,0.0
661,2,34.19,149.1
661,3,386.84,1613.67
661,4,493,1613.27
661,5,894.66,1682.9
661,6,1087.19,1606.33
661,7,203.44,299.81
662,1,0,0.0
662,2,6.86,11.47
662,3,78.1,70.21
662,4,155.62,190.71
662,5,494.57,589.5
662,6,1784.29,1764.01
662,7,351.52,305.01
663,1,0,0.0
663,2,0,0.0
663,3,0.12,0.45
663,4,7.71,18.25
663,5,56.75,158.84
663,6,100.04,130.2
663,7,31.62,61.04
664,1,0,0.0
664,2,0.5,1.17
664,3,64.42,79.59
664,4,136.25,122.92
664,5,350.08,438.08
664,6,1001,1143.98
664,7,323.5,331.71
665,1,0,0
665,2,0,0
665,3,0,0
665,4,0,0
665,5,0,0
665,6,0,0
665,7,0,0
666,1,0,0.0
666,2,65.41,283.16
666,3,1425.94,5631.13
666,4,2324.44,6827.11
666,5,5627.53,12728.09
666,6,9728.88,15592.02
666,7,2437.35,3621.86
667,1,0,0.0
667,2,13,67.37
667,3,577.06,2436.66
667,4,1916.78,7621.83
667,5,4267.22,7252.94
667,6,4871.47,6315.22
667,7,805.22,979.77
668,1,0,0.0
668,2,13,67.37
668,3,576.12,2436.87
668,4,1909.47,7623.25
668,5,4203.91,7261.25
668,6,4753.16,6296.96
668,7,814.53,977.18
669,1,0,0.0
669,2,12.94,67.38
669,3,550.31,2437.8
669,4,1837.91,7624.57
669,5,4026.41,7183.85
669,6,4650.56,6219.33
669,7,786.19,975.68
670,1,0,0.0
670,2,2.08,2.4
670,3,56,40.76
670,4,232.54,101.85
670,5,1145.38,317.78
670,6,3132.08,1670.18
670,7,579.62,267.28
671,1,0,0.0
671,2,13,67.37
671,3,577.62,2436.52
671,4,1915.25,7622.15
671,5,4300.41,7241.05
671,6,4933,6294.82
671,7,810.66,978.63
672,1,0,0.0
672,2,13,67.37
672,3,571.94,2437.65
672,4,1905.59,7623.91
672,5,4146.47,7252.51
672,6,4857.72,6316.98
672,7,818.47,975.17
673,1,0,0.0
673,2,2.23,2.31
673,3,55.46,40.87
673,4,218,98.83
673,5,1393.62,923.51
673,6,3751,2757.59
673,7,665.69,440.39
674,1,0,0.0
674,2,10.49,45.15
674,3,107.04,312.8
674,4,107.27,249.13
674,5,351.94,639.78
674,6,628.24,1041.46
674,7,154.33,250.03
675,1,0,0.0
675,2,0,0.0
675,3,0.12,0.45
675,4,7.67,18.26
675,5,56.38,158.87
675,6,101.62,130.21
675,7,30.21,60.33
676,1,0,0.0
676,2,13,67.37
676,3,576.94,2436.68
676,4,1909.5,7623.25
676,5,4230.84,7260.01
676,6,4888.03,6311.75
676,7,810.28,978.74
677,1,0,0.0
677,2,13,67.37
677,3,569.03,2438.05
677,4,1914.28,7622.34
677,5,4201.09,7261.18
677,6,4857,6317.04
677,7,806.41,979.61
678,1,0,0.0
678,2,13,67.37
678,3,578.09,2436.41
678,4,1925.94,7619.71
678,5,4317.44,7232.93
678,6,4934.47,6294.08
678,7,808.62,979.18
679,1,0,0.0
679,2,13,67.37
679,3,565.5,2438.38
679,4,1884,7626.34
679,5,4206.97,7261.28
679,6,4854.5,6317.24
679,7,796.53,979.47
680,1,0,0.0
680,2,11.81,30.87
680,3,192.34,262.83
680,4,282.28,375.52
680,5,747.69,943.5
680,6,1225.16,1416.59
680,7,236.19,331.17
681,1,0,0.0
681,2,0,0.0
681,3,4.1,8.9
681,4,34.2,51.8
681,5,121.3,178.8
681,6,223.6,410.77
681,7,17.7,32.42
682,1,0,0.0
682,2,2.07,4.35
682,3,90.62,87.48
682,4,411.86,784.54
682,5,3702.03,9189.97
682,6,7387.72,13152.83
682,7,1564.72,2790.16
683,1,0,0.0
683,2,12.31,30.86
683,3,176.28,256.27
683,4,278.72,377.34
683,5,731.19,950.74
683,6,1202.16,1424.41
683,7,235.81,331.31
684,1,0,0.0
684,2,0.25,0.87
684,3,64.58,79.62
684,4,149.75,136.0
684,5,275.75,392.36
684,6,844.58,1042.9
684,7,292.58,318.28
685,1,0,0.0
685,2,4.79,9.01
685,3,94.05,86.96
685,4,254.58,214.57
685,5,667.42,823.81
685,6,892.74,1041.52
685,7,231.53,367.72
686,1,0,0.0
686,2,2.14,4.33
686,3,85.17,86.37
686,4,378.9,778.17
686,5,3645.66,9198.5
686,6,7278.1,13167.32
686,7,1582.38,2787.56
687,1,0,0.0
687,2,9.86,45.07
687,3,96.75,307.12
687,4,104.22,249.06
687,5,350.94,639.88
687,6,618.78,1043.9
687,7,152.25,250.51
688,1,0,0.0
688,2,10.49,45.15
688,3,107.04,312.8
688,4,107.86,248.91
688,5,356.43,638.31
688,6,628.94,1041.1
688,7,154.82,249.79
689,1,0,0.0
689,2,0,0.0
689,3,24.45,36.36
689,4,50.18,59.11
689,5,137.45,159.5
689,6,297.45,225.78
689,7,73.45,63.92
690,1,0,0.0
690,2,4.57,13.06
690,3,78.78,77.02
690,4,206.51,277.07
690,5,829.27,1036.96
690,6,1940.76,2616.05
690,7,393.59,548.32
691,1,0,0.0
691,2,0.14,0.38
691,3,44.14,59.71
691,4,144.29,169.1
691,5,506.14,261.88
691,6,877.14,831.5
691,7,385,411.9
692,1,0,0.0
692,2,0,0.0
692,3,0.12,0.45
692,4,7.79,18.21
692,5,58.33,158.44
692,6,105,128.52
692,7,33.42,60.7
693,1,0,0.0
693,2,0,0.0
693,3,0.12,0.45
693,4,7.75,18.23
693,5,57.38,158.73
693,6,103.38,129.62
693,7,33.04,60.89
694,1,0,0.0
694,2,0,0.0
694,3,0.12,0.45
694,4,7.79,18.21
694,5,58.17,158.5
694,6,99.42,130.06
694,7,32.71,61.0
695,1,0,0.0
695,2,0.12,0.59
695,3,16.65,18.35
695,4,89.62,94.39
695,5,235.62,505.72
695,6,837.85,1629.81
695,7,443.65,820.6
696,1,0,0.0
696,2,0,0.0
696,3,222.77,449.43
696,4,586.55,907.81
696,5,2307.82,4002.28
696,6,4157.5,4914.67
696,7,670.32,747.01
697,1,0,0.0
697,2,2.14,4.33
697,3,89,88.25
697,4,408.21,785.95
697,5,3690.14,9192.67
697,6,7430.38,13139.51
697,7,1586.28,2786.51
698,1,0,0.0
698,2,0.5,1.17
698,3,69.08,78.45
698,4,160.75,132.04
698,5,348.08,439.25
698,6,997.17,1145.24
698,7,329.42,329.57
699,1,0,0.0
699,2,32.47,149.17
699,3,363.44,1613.61
699,4,454.81,1609.86
699,5,824.62,1665.41
699,6,981.19,1549.83
699,7,186.19,291.24
700,1,0,0.0
700,2,3.97,6.89
700,3,89.7,51.46
700,4,163.73,90.58
700,5,1078.03,1272.1
700,6,2247.81,1934.05
700,7,254.62,214.04
701,1,0,0.0
701,2,34.19,149.1
701,3,385.94,1613.88
701,4,489.59,1614.21
701,5,883.72,1686.72
701,6,1081.34,1609.47
701,7,204,299.51
702,1,0,0.0
702,2,4.24,12.86
702,3,77.51,76.97
702,4,204.15,276.92
702,5,806.53,1022.93
702,6,1885.5,2584.41
702,7,383.15,544.0
703,1,0,0.0
703,2,13,67.37
703,3,577.53,2436.55
703,4,1888.47,7626.01
703,5,4196.38,7260.99
703,6,4838.72,6317.73
703,7,804.06,979.89
704,1,0,0.0
704,2,10.49,45.15
704,3,106.9,312.84
704,4,107.57,249.03
704,5,352.1,639.75
704,6,618.71,1043.9
704,7,152.78,250.48
705,1,0,0.0
705,2,2,4.33
705,3,88.79,88.29
705,4,404.48,786.85
705,5,3668.34,9196.36
705,6,7397.41,13150.18
705,7,1596.59,2782.93
706,1,0,0.0
706,2,12.91,67.38
706,3,568.38,2438.12
706,4,1910.88,7623.0
706,5,4250.06,7257.05
706,6,4877.62,6314.1
706,7,800.84,979.95
707,1,0,0.0
707,2,13,67.37
707,3,575.31,2437.04
707,4,1916.44,7621.9
707,5,4108.72,7238.31
707,6,4840.69,6317.74
707,7,812.28,978.09
708,1,0,0.0
708,2,25.42,36.08
708,3,130.08,101.23
708,4,726.58,422.33
708,5,9634.42,4743.55
708,6,22325.75,7481.33
708,7,4086.67,1282.62
709,1,0,0.0
709,2,25.5,36.02
709,3,134.58,97.21
709,4,752.08,391.47
709,5,10149.25,4404.94
709,6,23136.92,7281.2
709,7,4136.75,1244.04
710,1,0,0.0
710,2,71.44,283.91
710,3,1679.76,5758.52
710,4,3149.09,8111.28
710,5,7260.91,15309.12
710,6,10864.29,16303.5
710,7,2667.09,3743.54
711,1,0,0.0
711,2,71.41,283.92
711,3,1679.94,5758.47
711,4,3146.53,8112.29
711,5,7251.74,15313.39
711,6,10851.88,16311.3
711,7,2672.09,3740.5
712,1,0,0.0
712,2,2.23,2.31
712,3,57.23,40.08
712,4,239.15,92.34
712,5,1433.92,893.63
712,6,3915.38,2632.53
712,7,708.15,414.24
713,1,0,0.0
713,2,3.86,6.9
713,3,90.32,50.98
713,4,162.86,90.82
713,5,1075.84,1271.96
713,6,2248.14,1934.03
713,7,250.81,215.48
714,1,0,0.0
714,2,0,0.0
714,3,1.2,2.25
714,4,2.1,3.31
714,5,74.8,193.06
714,6,121.7,277.68
714,7,48.4,105.07
715,1,0,0.0
715,2,25.08,36.31
715,3,133,98.97
715,4,688.67,426.14
715,5,9543.42,4718.79
715,6,22420.17,7522.37
715,7,3988.67,1276.75
716,1,0,0.0
716,2,0,0.0
716,3,1.5,2.27
716,4,1.9,3.18
716,5,75.8,192.73
716,6,153.7,281.53
716,7,54.1,104.11
717,1,0,0.0
717,2,0,0.0
717,3,0.12,0.45
717,4,7,18.12
717,5,57.38,158.73
717,6,91.5,121.22
717,7,31.92,61.08
718,1,0,0.0
718,2,0,0.0
718,3,1.4,2.32
718,4,2.4,3.24
718,5,76.9,192.3
718,6,149.1,283.71
718,7,54.7,103.79
719,1,0,0.0
719,2,0,0.0
719,3,0.12,0.45
719,4,7.71,18.25
719,5,57.08,158.79
719,6,100.54,130.26
719,7,28.83,58.79
720,1,0,0.0
720,2,1.22,5.42
720,3,22.17,27.36
720,4,78.78,83.2
720,5,371.87,441.99
720,6,1269.04,1397.94
720,7,339.83,584.95
721,1,0,0.0
721,2,0.14,0.38
721,3,42,61.02
721,4,134,171.64
721,5,372.57,202.75
721,6,556.86,99.09
721,7,223.71,46.22
722,1,0,0.0
722,2,0,0.0
722,3,4.3,8.82
722,4,36,51.17
722,5,122.6,177.93
722,6,224.1,410.5
722,7,17.8,32.37
723,1,0,0.0
723,2,24.25,36.67
723,3,133,98.97
723,4,694.67,428.72
723,5,9908.33,4667.86
723,6,22966.25,7428.84
723,7,4008.5,1286.51
724,1,0,0.0
724,2,2.14,4.33
724,3,81.72,79.91
724,4,391.38,785.66
724,5,3705.76,9189.03
724,6,7422.79,13142.19
724,7,1593.69,2784.06
725,1,0,0.0
725,2,2.05,5.43
725,3,82.14,162.05
725,4,588.81,1159.66
725,5,964.43,1208.86
725,6,1354.1,985.42
725,7,433.67,298.66
726,1,0,0.0
726,2,70.53,284.09
726,3,1678.62,5758.86
726,4,3144.74,8112.98
726,5,7246.76,15315.62
726,6,10817.94,16330.89
726,7,2659.68,3747.62
727,1,0,0.0
727,2,0,0.0
727,3,4.3,8.82
727,4,36.5,50.86
727,5,122.5,178.0
727,6,215.5,414.22
727,7,17.8,32.37
