Date,State,District,Cases
2020-08-15 00:00:00,UP,387,9
2020-08-16 00:00:00,UP,387,5
2020-08-17 00:00:00,UP,387,6
2020-08-18 00:00:00,UP,387,0
2020-08-19 00:00:00,UP,387,10
2020-08-20 00:00:00,UP,387,26
2020-08-21 00:00:00,UP,387,24
2020-08-22 00:00:00,UP,387,18
2020-08-23 00:00:00,UP,387,19
2020-08-24 00:00:00,UP,387,12
2020-08-25 00:00:00,UP,387,32
2020-08-26 00:00:00,UP,387,29
2020-08-27 00:00:00,UP,387,11
2020-08-28 00:00:00,UP,387,15
2020-08-29 00:00:00,UP,387,20
2020-08-30 00:00:00,UP,387,30
2020-08-31 00:00:00,UP,387,10
2020-09-01 00:00:00,UP,387,17
2020-09-02 00:00:00,UP,387,37
2020-09-03 00:00:00,UP,387,27
2020-09-04 00:00:00,UP,387,11
2020-09-05 00:00:00,UP,387,34
2020-03-15 00:00:00,UP,480,0
2020-03-16 00:00:00,UP,480,0
2020-03-17 00:00:00,UP,480,0
2020-03-18 00:00:00,UP,480,0
2020-03-19 00:00:00,UP,480,0
2020-03-20 00:00:00,UP,480,0
2020-03-21 00:00:00,UP,480,0
2020-03-22 00:00:00,UP,480,0
2020-03-23 00:00:00,UP,480,0
2020-03-24 00:00:00,UP,480,0
2020-03-25 00:00:00,UP,480,0
2020-03-26 00:00:00,UP,480,0
2020-03-27 00:00:00,UP,480,0
2020-03-28 00:00:00,UP,480,0
2020-03-29 00:00:00,UP,480,0
2020-03-30 00:00:00,UP,480,0
2020-03-31 00:00:00,UP,480,0
2020-04-01 00:00:00,UP,480,0
2020-04-02 00:00:00,UP,480,0
2020-04-03 00:00:00,UP,480,0
2020-04-04 00:00:00,UP,480,0
2020-04-05 00:00:00,UP,480,0
2020-04-06 00:00:00,UP,480,0
2020-04-07 00:00:00,UP,480,0
2020-04-08 00:00:00,UP,480,0
2020-04-09 00:00:00,UP,480,0
2020-04-10 00:00:00,UP,480,0
2020-04-11 00:00:00,UP,480,0
2020-04-12 00:00:00,UP,480,0
2020-04-13 00:00:00,UP,480,0
2020-04-14 00:00:00,UP,480,0
2020-04-15 00:00:00,UP,480,0
2020-04-16 00:00:00,UP,480,0
2020-04-17 00:00:00,UP,480,0
2020-04-18 00:00:00,UP,480,0
2020-04-19 00:00:00,UP,480,0
2020-04-20 00:00:00,UP,480,0
2020-04-21 00:00:00,UP,480,0
2020-04-22 00:00:00,UP,480,0
2020-04-23 00:00:00,UP,480,0
2020-04-24 00:00:00,UP,480,0
2020-04-25 00:00:00,UP,480,0
2020-04-26 00:00:00,UP,480,0
2020-04-27 00:00:00,UP,480,3
2020-04-28 00:00:00,UP,480,5
2020-04-29 00:00:00,UP,480,0
2020-04-30 00:00:00,UP,480,1
2020-05-01 00:00:00,UP,480,0
2020-05-02 00:00:00,UP,480,3
2020-05-03 00:00:00,UP,480,2
2020-05-04 00:00:00,UP,480,1
2020-05-05 00:00:00,UP,480,0
2020-05-06 00:00:00,UP,480,0
2020-05-07 00:00:00,UP,480,1
2020-05-08 00:00:00,UP,480,3
2020-05-09 00:00:00,UP,480,6
2020-05-10 00:00:00,UP,480,0
2020-05-11 00:00:00,UP,480,0
2020-05-12 00:00:00,UP,480,2
2020-05-13 00:00:00,UP,480,7
2020-05-14 00:00:00,UP,480,16
2020-05-15 00:00:00,UP,480,0
2020-05-16 00:00:00,UP,480,1
2020-05-17 00:00:00,UP,480,7
2020-05-18 00:00:00,UP,480,-1
2020-05-19 00:00:00,UP,480,11
2020-05-20 00:00:00,UP,480,1
2020-05-21 00:00:00,UP,480,3
2020-05-22 00:00:00,UP,480,2
2020-05-23 00:00:00,UP,480,6
2020-05-24 00:00:00,UP,480,2
2020-05-25 00:00:00,UP,480,5
2020-05-26 00:00:00,UP,480,-1
2020-05-27 00:00:00,UP,480,13
2020-05-28 00:00:00,UP,480,1
2020-05-29 00:00:00,UP,480,10
2020-05-30 00:00:00,UP,480,12
2020-05-31 00:00:00,UP,480,4
2020-06-01 00:00:00,UP,480,7
2020-06-02 00:00:00,UP,480,4
2020-06-03 00:00:00,UP,480,0
2020-06-04 00:00:00,UP,480,6
2020-06-05 00:00:00,UP,480,5
2020-06-06 00:00:00,UP,480,4
2020-06-07 00:00:00,UP,480,12
2020-06-08 00:00:00,UP,480,6
2020-06-09 00:00:00,UP,480,4
2020-06-10 00:00:00,UP,480,0
2020-06-11 00:00:00,UP,480,12
2020-06-12 00:00:00,UP,480,-4
2020-06-13 00:00:00,UP,480,11
2020-06-14 00:00:00,UP,480,0
2020-06-15 00:00:00,UP,480,14
2020-06-16 00:00:00,UP,480,4
2020-06-17 00:00:00,UP,480,17
2020-06-18 00:00:00,UP,480,16
2020-06-19 00:00:00,UP,480,1
2020-06-20 00:00:00,UP,480,13
2020-06-21 00:00:00,UP,480,20
2020-06-22 00:00:00,UP,480,7
2020-06-23 00:00:00,UP,480,6
2020-06-24 00:00:00,UP,480,3
2020-06-25 00:00:00,UP,480,1
2020-06-26 00:00:00,UP,480,18
2020-06-27 00:00:00,UP,480,11
2020-06-28 00:00:00,UP,480,9
2020-06-29 00:00:00,UP,480,12
2020-06-30 00:00:00,UP,480,7
2020-07-01 00:00:00,UP,480,20
2020-07-02 00:00:00,UP,480,3
2020-07-03 00:00:00,UP,480,28
2020-07-04 00:00:00,UP,480,5
2020-07-05 00:00:00,UP,480,11
2020-07-06 00:00:00,UP,480,31
2020-07-07 00:00:00,UP,480,36
2020-07-08 00:00:00,UP,480,11
2020-07-09 00:00:00,UP,480,24
2020-07-10 00:00:00,UP,480,45
2020-07-11 00:00:00,UP,480,17
2020-07-12 00:00:00,UP,480,28
2020-07-13 00:00:00,UP,480,56
2020-07-14 00:00:00,UP,480,26
2020-07-15 00:00:00,UP,480,31
2020-07-16 00:00:00,UP,480,59
2020-07-17 00:00:00,UP,480,4
2020-07-18 00:00:00,UP,480,47
2020-07-19 00:00:00,UP,480,-1
2020-07-20 00:00:00,UP,480,22
2020-07-21 00:00:00,UP,480,90
2020-07-22 00:00:00,UP,480,29
2020-07-23 00:00:00,UP,480,61
2020-07-24 00:00:00,UP,480,35
2020-07-25 00:00:00,UP,480,49
2020-07-26 00:00:00,UP,480,103
2020-07-27 00:00:00,UP,480,32
2020-07-28 00:00:00,UP,480,109
2020-07-29 00:00:00,UP,480,140
2020-07-30 00:00:00,UP,480,125
2020-07-31 00:00:00,UP,480,62
2020-08-01 00:00:00,UP,480,156
2020-08-02 00:00:00,UP,480,87
2020-08-03 00:00:00,UP,480,82
2020-08-04 00:00:00,UP,480,33
2020-08-05 00:00:00,UP,480,82
2020-08-06 00:00:00,UP,480,40
2020-08-07 00:00:00,UP,480,51
2020-08-08 00:00:00,UP,480,60
2020-08-09 00:00:00,UP,480,53
2020-08-10 00:00:00,UP,480,64
2020-08-11 00:00:00,UP,480,78
2020-08-12 00:00:00,UP,480,97
2020-08-13 00:00:00,UP,480,90
2020-08-14 00:00:00,UP,480,70
2020-08-15 00:00:00,UP,480,107
2020-08-16 00:00:00,UP,480,58
2020-08-17 00:00:00,UP,480,98
2020-08-18 00:00:00,UP,480,103
2020-08-19 00:00:00,UP,480,103
2020-08-20 00:00:00,UP,480,92
2020-08-21 00:00:00,UP,480,123
2020-08-22 00:00:00,UP,480,157
2020-08-23 00:00:00,UP,480,147
2020-08-24 00:00:00,UP,480,129
2020-08-25 00:00:00,UP,480,134
2020-08-26 00:00:00,UP,480,255
2020-08-27 00:00:00,UP,480,146
2020-08-28 00:00:00,UP,480,149
2020-08-29 00:00:00,UP,480,154
2020-08-30 00:00:00,UP,480,152
2020-08-31 00:00:00,UP,480,160
2020-09-01 00:00:00,UP,480,115
2020-09-02 00:00:00,UP,480,126
2020-09-03 00:00:00,UP,480,135
2020-09-04 00:00:00,UP,480,104
2020-09-05 00:00:00,UP,480,126
2020-03-15 00:00:00,UP,378,0
2020-03-16 00:00:00,UP,378,0
2020-03-17 00:00:00,UP,378,0
2020-03-18 00:00:00,UP,378,0
2020-03-19 00:00:00,UP,378,0
2020-03-20 00:00:00,UP,378,0
2020-03-21 00:00:00,UP,378,0
2020-03-22 00:00:00,UP,378,0
2020-03-23 00:00:00,UP,378,0
2020-03-24 00:00:00,UP,378,0
2020-03-25 00:00:00,UP,378,0
2020-03-26 00:00:00,UP,378,0
2020-03-27 00:00:00,UP,378,0
2020-03-28 00:00:00,UP,378,0
2020-03-29 00:00:00,UP,378,0
2020-03-30 00:00:00,UP,378,0
2020-03-31 00:00:00,UP,378,0
2020-04-01 00:00:00,UP,378,0
2020-04-02 00:00:00,UP,378,0
2020-04-03 00:00:00,UP,378,0
2020-04-04 00:00:00,UP,378,0
2020-04-05 00:00:00,UP,378,0
2020-04-06 00:00:00,UP,378,0
2020-04-07 00:00:00,UP,378,0
2020-04-08 00:00:00,UP,378,0
2020-04-09 00:00:00,UP,378,0
2020-04-10 00:00:00,UP,378,0
2020-04-11 00:00:00,UP,378,0
2020-04-12 00:00:00,UP,378,0
2020-04-13 00:00:00,UP,378,0
2020-04-14 00:00:00,UP,378,0
2020-04-15 00:00:00,UP,378,0
2020-04-16 00:00:00,UP,378,0
2020-04-17 00:00:00,UP,378,0
2020-04-18 00:00:00,UP,378,0
2020-04-19 00:00:00,UP,378,0
2020-04-20 00:00:00,UP,378,0
2020-04-21 00:00:00,UP,378,0
2020-04-22 00:00:00,UP,378,0
2020-04-23 00:00:00,UP,378,0
2020-04-24 00:00:00,UP,378,0
2020-04-25 00:00:00,UP,378,0
2020-04-26 00:00:00,UP,378,0
2020-04-27 00:00:00,UP,378,27
2020-04-28 00:00:00,UP,378,8
2020-04-29 00:00:00,UP,378,2
2020-04-30 00:00:00,UP,378,3
2020-05-01 00:00:00,UP,378,12
2020-05-02 00:00:00,UP,378,5
2020-05-03 00:00:00,UP,378,29
2020-05-04 00:00:00,UP,378,10
2020-05-05 00:00:00,UP,378,10
2020-05-06 00:00:00,UP,378,16
2020-05-07 00:00:00,UP,378,0
2020-05-08 00:00:00,UP,378,2
2020-05-09 00:00:00,UP,378,0
2020-05-10 00:00:00,UP,378,7
2020-05-11 00:00:00,UP,378,1
2020-05-12 00:00:00,UP,378,5
2020-05-13 00:00:00,UP,378,1
2020-05-14 00:00:00,UP,378,4
2020-05-15 00:00:00,UP,378,0
2020-05-16 00:00:00,UP,378,2
2020-05-17 00:00:00,UP,378,2
2020-05-18 00:00:00,UP,378,1
2020-05-19 00:00:00,UP,378,0
2020-05-20 00:00:00,UP,378,1
2020-05-21 00:00:00,UP,378,5
2020-05-22 00:00:00,UP,378,0
2020-05-23 00:00:00,UP,378,4
2020-05-24 00:00:00,UP,378,1
2020-05-25 00:00:00,UP,378,7
2020-05-26 00:00:00,UP,378,2
2020-05-27 00:00:00,UP,378,0
2020-05-28 00:00:00,UP,378,2
2020-05-29 00:00:00,UP,378,26
2020-05-30 00:00:00,UP,378,2
2020-05-31 00:00:00,UP,378,2
2020-06-01 00:00:00,UP,378,3
2020-06-02 00:00:00,UP,378,16
2020-06-03 00:00:00,UP,378,1
2020-06-04 00:00:00,UP,378,29
2020-06-05 00:00:00,UP,378,48
2020-06-06 00:00:00,UP,378,32
2020-06-07 00:00:00,UP,378,18
2020-06-08 00:00:00,UP,378,24
2020-06-09 00:00:00,UP,378,15
2020-06-10 00:00:00,UP,378,5
2020-06-11 00:00:00,UP,378,44
2020-06-12 00:00:00,UP,378,32
2020-06-13 00:00:00,UP,378,50
2020-06-14 00:00:00,UP,378,19
2020-06-15 00:00:00,UP,378,19
2020-06-16 00:00:00,UP,378,35
2020-06-17 00:00:00,UP,378,13
2020-06-18 00:00:00,UP,378,54
2020-06-19 00:00:00,UP,378,45
2020-06-20 00:00:00,UP,378,55
2020-06-21 00:00:00,UP,378,36
2020-06-22 00:00:00,UP,378,10
2020-06-23 00:00:00,UP,378,15
2020-06-24 00:00:00,UP,378,27
2020-06-25 00:00:00,UP,378,20
2020-06-26 00:00:00,UP,378,17
2020-06-27 00:00:00,UP,378,21
2020-06-28 00:00:00,UP,378,29
2020-06-29 00:00:00,UP,378,39
2020-06-30 00:00:00,UP,378,18
2020-07-01 00:00:00,UP,378,23
2020-07-02 00:00:00,UP,378,26
2020-07-03 00:00:00,UP,378,44
2020-07-04 00:00:00,UP,378,44
2020-07-05 00:00:00,UP,378,50
2020-07-06 00:00:00,UP,378,67
2020-07-07 00:00:00,UP,378,40
2020-07-08 00:00:00,UP,378,58
2020-07-09 00:00:00,UP,378,41
2020-07-10 00:00:00,UP,378,68
2020-07-11 00:00:00,UP,378,55
2020-07-12 00:00:00,UP,378,60
2020-07-13 00:00:00,UP,378,81
2020-07-14 00:00:00,UP,378,97
2020-07-15 00:00:00,UP,378,88
2020-07-16 00:00:00,UP,378,51
2020-07-17 00:00:00,UP,378,141
2020-07-18 00:00:00,UP,378,79
2020-07-19 00:00:00,UP,378,166
2020-07-20 00:00:00,UP,378,174
2020-07-21 00:00:00,UP,378,230
2020-07-22 00:00:00,UP,378,132
2020-07-23 00:00:00,UP,378,182
2020-07-24 00:00:00,UP,378,189
2020-07-25 00:00:00,UP,378,173
2020-07-26 00:00:00,UP,378,200
2020-07-27 00:00:00,UP,378,248
2020-07-28 00:00:00,UP,378,267
2020-07-29 00:00:00,UP,378,259
2020-07-30 00:00:00,UP,378,206
2020-07-31 00:00:00,UP,378,321
2020-08-01 00:00:00,UP,378,312
2020-08-02 00:00:00,UP,378,500
2020-08-03 00:00:00,UP,378,414
2020-08-04 00:00:00,UP,378,260
2020-08-05 00:00:00,UP,378,418
2020-08-06 00:00:00,UP,378,421
2020-08-07 00:00:00,UP,378,392
2020-08-08 00:00:00,UP,378,254
2020-08-09 00:00:00,UP,378,326
2020-08-10 00:00:00,UP,378,273
2020-08-11 00:00:00,UP,378,248
2020-08-12 00:00:00,UP,378,231
2020-08-13 00:00:00,UP,378,363
2020-08-14 00:00:00,UP,378,289
2020-08-15 00:00:00,UP,378,250
2020-08-16 00:00:00,UP,378,403
2020-08-17 00:00:00,UP,378,430
2020-08-18 00:00:00,UP,378,260
2020-08-19 00:00:00,UP,378,415
2020-08-20 00:00:00,UP,378,348
2020-08-21 00:00:00,UP,378,236
2020-08-22 00:00:00,UP,378,100
2020-08-23 00:00:00,UP,378,327
2020-08-24 00:00:00,UP,378,268
2020-08-25 00:00:00,UP,378,285
2020-08-26 00:00:00,UP,378,316
2020-08-27 00:00:00,UP,378,280
2020-08-28 00:00:00,UP,378,296
2020-08-29 00:00:00,UP,378,302
2020-08-30 00:00:00,UP,378,304
2020-08-31 00:00:00,UP,378,251
2020-09-01 00:00:00,UP,378,365
2020-09-02 00:00:00,UP,378,388
2020-09-03 00:00:00,UP,378,366
2020-09-04 00:00:00,UP,378,382
2020-09-05 00:00:00,UP,378,364
2020-03-15 00:00:00,UP,141,0
2020-03-16 00:00:00,UP,141,0
2020-03-17 00:00:00,UP,141,0
2020-03-18 00:00:00,UP,141,0
2020-03-19 00:00:00,UP,141,0
2020-03-20 00:00:00,UP,141,0
2020-03-21 00:00:00,UP,141,0
2020-03-22 00:00:00,UP,141,0
2020-03-23 00:00:00,UP,141,0
2020-03-24 00:00:00,UP,141,0
2020-03-25 00:00:00,UP,141,0
2020-03-26 00:00:00,UP,141,0
2020-03-27 00:00:00,UP,141,0
2020-03-28 00:00:00,UP,141,0
2020-03-29 00:00:00,UP,141,0
2020-03-30 00:00:00,UP,141,0
2020-03-31 00:00:00,UP,141,0
2020-04-01 00:00:00,UP,141,0
2020-04-02 00:00:00,UP,141,0
2020-04-03 00:00:00,UP,141,0
2020-04-04 00:00:00,UP,141,0
2020-04-05 00:00:00,UP,141,0
2020-04-06 00:00:00,UP,141,0
2020-04-07 00:00:00,UP,141,0
2020-04-08 00:00:00,UP,141,0
2020-04-09 00:00:00,UP,141,0
2020-04-10 00:00:00,UP,141,0
2020-04-11 00:00:00,UP,141,0
2020-04-12 00:00:00,UP,141,0
2020-04-13 00:00:00,UP,141,0
2020-04-14 00:00:00,UP,141,0
2020-04-15 00:00:00,UP,141,0
2020-04-16 00:00:00,UP,141,0
2020-04-17 00:00:00,UP,141,0
2020-04-18 00:00:00,UP,141,0
2020-04-19 00:00:00,UP,141,0
2020-04-20 00:00:00,UP,141,0
2020-04-21 00:00:00,UP,141,0
2020-04-22 00:00:00,UP,141,0
2020-04-23 00:00:00,UP,141,0
2020-04-24 00:00:00,UP,141,0
2020-04-25 00:00:00,UP,141,0
2020-04-26 00:00:00,UP,141,0
2020-04-27 00:00:00,UP,141,0
2020-04-28 00:00:00,UP,141,0
2020-04-29 00:00:00,UP,141,0
2020-04-30 00:00:00,UP,141,0
2020-05-01 00:00:00,UP,141,0
2020-05-02 00:00:00,UP,141,5
2020-05-03 00:00:00,UP,141,0
2020-05-04 00:00:00,UP,141,1
2020-05-05 00:00:00,UP,141,0
2020-05-06 00:00:00,UP,141,0
2020-05-07 00:00:00,UP,141,0
2020-05-08 00:00:00,UP,141,2
2020-05-09 00:00:00,UP,141,5
2020-05-10 00:00:00,UP,141,2
2020-05-11 00:00:00,UP,141,1
2020-05-12 00:00:00,UP,141,1
2020-05-13 00:00:00,UP,141,0
2020-05-14 00:00:00,UP,141,9
2020-05-15 00:00:00,UP,141,2
2020-05-16 00:00:00,UP,141,0
2020-05-17 00:00:00,UP,141,8
2020-05-18 00:00:00,UP,141,6
2020-05-19 00:00:00,UP,141,11
2020-05-20 00:00:00,UP,141,1
2020-05-21 00:00:00,UP,141,3
2020-05-22 00:00:00,UP,141,2
2020-05-23 00:00:00,UP,141,0
2020-05-24 00:00:00,UP,141,2
2020-05-25 00:00:00,UP,141,3
2020-05-26 00:00:00,UP,141,1
2020-05-27 00:00:00,UP,141,2
2020-05-28 00:00:00,UP,141,2
2020-05-29 00:00:00,UP,141,3
2020-05-30 00:00:00,UP,141,4
2020-05-31 00:00:00,UP,141,0
2020-06-01 00:00:00,UP,141,2
2020-06-02 00:00:00,UP,141,1
2020-06-03 00:00:00,UP,141,2
2020-06-04 00:00:00,UP,141,0
2020-06-05 00:00:00,UP,141,5
2020-06-06 00:00:00,UP,141,5
2020-06-07 00:00:00,UP,141,0
2020-06-08 00:00:00,UP,141,5
2020-06-09 00:00:00,UP,141,1
2020-06-10 00:00:00,UP,141,0
2020-06-11 00:00:00,UP,141,2
2020-06-12 00:00:00,UP,141,3
2020-06-13 00:00:00,UP,141,0
2020-06-14 00:00:00,UP,141,0
2020-06-15 00:00:00,UP,141,0
2020-06-16 00:00:00,UP,141,0
2020-06-17 00:00:00,UP,141,5
2020-06-18 00:00:00,UP,141,-2
2020-06-19 00:00:00,UP,141,3
2020-06-20 00:00:00,UP,141,0
2020-06-21 00:00:00,UP,141,0
2020-06-22 00:00:00,UP,141,4
2020-06-23 00:00:00,UP,141,0
2020-06-24 00:00:00,UP,141,0
2020-06-25 00:00:00,UP,141,2
2020-06-26 00:00:00,UP,141,0
2020-06-27 00:00:00,UP,141,0
2020-06-28 00:00:00,UP,141,0
2020-06-29 00:00:00,UP,141,1
2020-06-30 00:00:00,UP,141,0
2020-07-01 00:00:00,UP,141,1
2020-07-02 00:00:00,UP,141,2
2020-07-03 00:00:00,UP,141,2
2020-07-04 00:00:00,UP,141,0
2020-07-05 00:00:00,UP,141,5
2020-07-06 00:00:00,UP,141,2
2020-07-07 00:00:00,UP,141,7
2020-07-08 00:00:00,UP,141,1
2020-07-09 00:00:00,UP,141,4
2020-07-10 00:00:00,UP,141,13
2020-07-11 00:00:00,UP,141,5
2020-07-12 00:00:00,UP,141,0
2020-07-13 00:00:00,UP,141,3
2020-07-14 00:00:00,UP,141,4
2020-07-15 00:00:00,UP,141,4
2020-07-16 00:00:00,UP,141,19
2020-07-17 00:00:00,UP,141,5
2020-07-18 00:00:00,UP,141,3
2020-07-19 00:00:00,UP,141,4
2020-07-20 00:00:00,UP,141,3
2020-07-21 00:00:00,UP,141,6
2020-07-22 00:00:00,UP,141,32
2020-07-23 00:00:00,UP,141,10
2020-07-24 00:00:00,UP,141,20
2020-07-25 00:00:00,UP,141,3
2020-07-26 00:00:00,UP,141,24
2020-07-27 00:00:00,UP,141,49
2020-07-28 00:00:00,UP,141,27
2020-07-29 00:00:00,UP,141,47
2020-07-30 00:00:00,UP,141,50
2020-07-31 00:00:00,UP,141,31
2020-08-01 00:00:00,UP,141,15
2020-08-02 00:00:00,UP,141,55
2020-08-03 00:00:00,UP,141,62
2020-08-04 00:00:00,UP,141,34
2020-08-05 00:00:00,UP,141,81
2020-08-06 00:00:00,UP,141,69
2020-08-07 00:00:00,UP,141,83
2020-08-08 00:00:00,UP,141,47
2020-08-09 00:00:00,UP,141,68
2020-08-10 00:00:00,UP,141,52
2020-08-11 00:00:00,UP,141,33
2020-08-12 00:00:00,UP,141,47
2020-08-13 00:00:00,UP,141,71
2020-08-14 00:00:00,UP,141,48
2020-08-15 00:00:00,UP,141,44
2020-08-16 00:00:00,UP,141,52
2020-08-17 00:00:00,UP,141,34
2020-08-18 00:00:00,UP,141,44
2020-08-19 00:00:00,UP,141,51
2020-08-20 00:00:00,UP,141,50
2020-08-21 00:00:00,UP,141,46
2020-08-22 00:00:00,UP,141,67
2020-08-23 00:00:00,UP,141,65
2020-08-24 00:00:00,UP,141,51
2020-08-25 00:00:00,UP,141,56
2020-08-26 00:00:00,UP,141,41
2020-08-27 00:00:00,UP,141,40
2020-08-28 00:00:00,UP,141,75
2020-08-29 00:00:00,UP,141,32
2020-08-30 00:00:00,UP,141,33
2020-08-31 00:00:00,UP,141,26
2020-09-01 00:00:00,UP,141,33
2020-09-02 00:00:00,UP,141,29
2020-09-03 00:00:00,UP,141,42
2020-09-04 00:00:00,UP,141,21
2020-09-05 00:00:00,UP,141,61
2020-03-15 00:00:00,UP,654,0
2020-03-16 00:00:00,UP,654,0
2020-03-17 00:00:00,UP,654,0
2020-03-18 00:00:00,UP,654,0
2020-03-19 00:00:00,UP,654,0
2020-03-20 00:00:00,UP,654,0
2020-03-21 00:00:00,UP,654,0
2020-03-22 00:00:00,UP,654,0
2020-03-23 00:00:00,UP,654,0
2020-03-24 00:00:00,UP,654,0
2020-03-25 00:00:00,UP,654,0
2020-03-26 00:00:00,UP,654,0
2020-03-27 00:00:00,UP,654,0
2020-03-28 00:00:00,UP,654,0
2020-03-29 00:00:00,UP,654,0
2020-03-30 00:00:00,UP,654,0
2020-03-31 00:00:00,UP,654,0
2020-04-01 00:00:00,UP,654,0
2020-04-02 00:00:00,UP,654,0
2020-04-03 00:00:00,UP,654,0
2020-04-04 00:00:00,UP,654,0
2020-04-05 00:00:00,UP,654,0
2020-04-06 00:00:00,UP,654,0
2020-04-07 00:00:00,UP,654,0
2020-04-08 00:00:00,UP,654,0
2020-04-09 00:00:00,UP,654,0
2020-04-10 00:00:00,UP,654,0
2020-04-11 00:00:00,UP,654,0
2020-04-12 00:00:00,UP,654,0
2020-04-13 00:00:00,UP,654,0
2020-04-14 00:00:00,UP,654,0
2020-04-15 00:00:00,UP,654,0
2020-04-16 00:00:00,UP,654,0
2020-04-17 00:00:00,UP,654,0
2020-04-18 00:00:00,UP,654,0
2020-04-19 00:00:00,UP,654,0
2020-04-20 00:00:00,UP,654,0
2020-04-21 00:00:00,UP,654,0
2020-04-22 00:00:00,UP,654,0
2020-04-23 00:00:00,UP,654,0
2020-04-24 00:00:00,UP,654,0
2020-04-25 00:00:00,UP,654,0
2020-04-26 00:00:00,UP,654,0
2020-04-27 00:00:00,UP,654,0
2020-04-28 00:00:00,UP,654,0
2020-04-29 00:00:00,UP,654,0
2020-04-30 00:00:00,UP,654,0
2020-05-01 00:00:00,UP,654,0
2020-05-02 00:00:00,UP,654,0
2020-05-03 00:00:00,UP,654,0
2020-05-04 00:00:00,UP,654,0
2020-05-05 00:00:00,UP,654,0
2020-05-06 00:00:00,UP,654,0
2020-05-07 00:00:00,UP,654,1
2020-05-08 00:00:00,UP,654,0
2020-05-09 00:00:00,UP,654,0
2020-05-10 00:00:00,UP,654,1
2020-05-11 00:00:00,UP,654,0
2020-05-12 00:00:00,UP,654,0
2020-05-13 00:00:00,UP,654,4
2020-05-14 00:00:00,UP,654,5
2020-05-15 00:00:00,UP,654,0
2020-05-16 00:00:00,UP,654,6
2020-05-17 00:00:00,UP,654,0
2020-05-18 00:00:00,UP,654,7
2020-05-19 00:00:00,UP,654,1
2020-05-20 00:00:00,UP,654,0
2020-05-21 00:00:00,UP,654,14
2020-05-22 00:00:00,UP,654,0
2020-05-23 00:00:00,UP,654,18
2020-05-24 00:00:00,UP,654,0
2020-05-25 00:00:00,UP,654,2
2020-05-26 00:00:00,UP,654,6
2020-05-27 00:00:00,UP,654,0
2020-05-28 00:00:00,UP,654,0
2020-05-29 00:00:00,UP,654,8
2020-05-30 00:00:00,UP,654,4
2020-05-31 00:00:00,UP,654,8
2020-06-01 00:00:00,UP,654,2
2020-06-02 00:00:00,UP,654,0
2020-06-03 00:00:00,UP,654,0
2020-06-04 00:00:00,UP,654,1
2020-06-05 00:00:00,UP,654,6
2020-06-06 00:00:00,UP,654,3
2020-06-07 00:00:00,UP,654,0
2020-06-08 00:00:00,UP,654,2
2020-06-09 00:00:00,UP,654,2
2020-06-10 00:00:00,UP,654,1
2020-06-11 00:00:00,UP,654,3
2020-06-12 00:00:00,UP,654,6
2020-06-13 00:00:00,UP,654,0
2020-06-14 00:00:00,UP,654,9
2020-06-15 00:00:00,UP,654,3
2020-06-16 00:00:00,UP,654,15
2020-06-17 00:00:00,UP,654,1
2020-06-18 00:00:00,UP,654,3
2020-06-19 00:00:00,UP,654,20
2020-06-20 00:00:00,UP,654,4
2020-06-21 00:00:00,UP,654,2
2020-06-22 00:00:00,UP,654,2
2020-06-23 00:00:00,UP,654,4
2020-06-24 00:00:00,UP,654,3
2020-06-25 00:00:00,UP,654,2
2020-06-26 00:00:00,UP,654,2
2020-06-27 00:00:00,UP,654,3
2020-06-28 00:00:00,UP,654,5
2020-06-29 00:00:00,UP,654,6
2020-06-30 00:00:00,UP,654,1
2020-07-01 00:00:00,UP,654,4
2020-07-02 00:00:00,UP,654,0
2020-07-03 00:00:00,UP,654,3
2020-07-04 00:00:00,UP,654,-4
2020-07-05 00:00:00,UP,654,8
2020-07-06 00:00:00,UP,654,3
2020-07-07 00:00:00,UP,654,1
2020-07-08 00:00:00,UP,654,3
2020-07-09 00:00:00,UP,654,4
2020-07-10 00:00:00,UP,654,3
2020-07-11 00:00:00,UP,654,3
2020-07-12 00:00:00,UP,654,10
2020-07-13 00:00:00,UP,654,16
2020-07-14 00:00:00,UP,654,1
2020-07-15 00:00:00,UP,654,21
2020-07-16 00:00:00,UP,654,42
2020-07-17 00:00:00,UP,654,49
2020-07-18 00:00:00,UP,654,14
2020-07-19 00:00:00,UP,654,8
2020-07-20 00:00:00,UP,654,43
2020-07-21 00:00:00,UP,654,1
2020-07-22 00:00:00,UP,654,22
2020-07-23 00:00:00,UP,654,35
2020-07-24 00:00:00,UP,654,4
2020-07-25 00:00:00,UP,654,21
2020-07-26 00:00:00,UP,654,7
2020-07-27 00:00:00,UP,654,29
2020-07-28 00:00:00,UP,654,31
2020-07-29 00:00:00,UP,654,52
2020-07-30 00:00:00,UP,654,28
2020-07-31 00:00:00,UP,654,47
2020-08-01 00:00:00,UP,654,57
2020-08-02 00:00:00,UP,654,51
2020-08-03 00:00:00,UP,654,14
2020-08-04 00:00:00,UP,654,36
2020-08-05 00:00:00,UP,654,30
2020-08-06 00:00:00,UP,654,58
2020-08-07 00:00:00,UP,654,51
2020-08-08 00:00:00,UP,654,64
2020-08-09 00:00:00,UP,654,30
2020-08-10 00:00:00,UP,654,161
2020-08-11 00:00:00,UP,654,90
2020-08-12 00:00:00,UP,654,63
2020-08-13 00:00:00,UP,654,43
