districtid,monthid,neighborhoodzscore,statezscore
250,6,-1.14,-0.47
250,7,10.31,-0.1
251,1,0.0,0.0
251,2,0.0,-0.2
251,3,-0.76,-0.79
251,4,-0.72,-0.91
251,5,-0.54,-0.41
251,6,-0.52,-0.35
251,7,-0.43,-0.23
252,1,0.0,0.0
252,2,-0.45,-0.23
252,3,1.91,1.14
252,4,1.75,0.46
252,5,0.17,-0.02
252,6,1.23,0.98
252,7,-0.58,-0.14
253,1,0.0,0.0
253,2,-0.34,0.04
253,3,-0.41,-0.1
253,4,-0.45,-0.2
253,5,-0.48,-0.21
253,6,-0.42,-0.12
253,7,-0.4,-0.09
254,1,0.0,0.0
254,2,-0.55,-0.19
254,3,-0.82,-0.23
254,4,-0.76,-0.24
254,5,-0.86,-0.5
254,6,-1.18,-0.72
254,7,-1.21,-0.67
255,1,0.0,0.0
255,2,-0.54,-0.49
255,3,-0.42,-0.61
255,4,5.04,-0.13
255,5,2.28,0.01
255,6,0.86,-0.0
255,7,0.45,-0.06
256,1,0.0,0.0
256,2,-0.54,-0.37
256,3,-0.79,-0.52
256,4,-0.85,-0.54
256,5,-1.07,-0.37
256,6,-0.5,-0.43
256,7,-0.64,-0.35
257,1,0.0,0.0
257,2,-0.36,-0.17
257,3,-0.65,-0.55
257,4,0.16,0.96
257,5,-0.46,-0.2
257,6,0.57,-0.16
257,7,-0.14,-0.33
258,1,0.0,0.0
258,2,-0.57,-0.25
258,3,-0.37,-0.27
258,4,-0.04,-0.27
258,5,-0.26,-0.34
258,6,-0.24,-0.36
258,7,-0.03,-0.35
259,1,-0.57,0.0
259,2,-0.58,0.0
259,3,-0.55,4.61
259,4,-0.59,0.57
259,5,-0.56,3.91
259,6,-0.56,4.63
259,7,-0.57,2.26
260,1,0.0,0.0
260,2,-0.58,-0.19
260,3,0.01,-0.21
260,4,-0.32,-0.21
260,5,-0.21,-0.27
260,6,0.3,-0.18
260,7,1.06,-0.22
261,1,0.0,0.0
261,2,-0.41,-0.23
261,3,-0.47,-0.28
261,4,-0.64,-0.39
261,5,-0.54,-0.55
261,6,-0.48,-0.5
261,7,-0.62,-0.46
262,1,0.0,0.0
262,2,0.0,0.0
262,3,0.0,-0.71
262,4,0.0,-10.13
262,5,0.0,-10.19
262,6,0.0,-3.84
262,7,0.0,-13.23
263,1,0.0,0.0
263,2,-0.41,-0.53
263,3,-0.83,-1.07
263,4,-0.65,-0.9
263,5,-0.34,-0.58
263,6,-0.7,-0.72
263,7,-0.66,-0.45
264,1,0.0,0.0
264,2,-0.6,-0.23
264,3,-0.65,-0.77
264,4,-0.9,-0.91
264,5,-1.01,-0.63
264,6,-0.59,-0.55
264,7,-0.56,-0.48
265,1,0.0,0.0
265,2,-1.1,-0.4
265,3,0.92,0.67
265,4,0.3,-0.54
265,5,-0.37,-0.62
265,6,0.02,-0.55
265,7,0.71,-0.38
266,1,0.0,0.0
266,2,0.0,-0.2
266,3,-0.6,-0.38
266,4,0.26,0.78
266,5,-0.09,0.63
266,6,0.1,1.08
266,7,0.06,1.08
267,1,0.0,0.0
267,2,-1.09,-0.58
267,3,1.35,0.06
267,4,-0.35,-0.48
267,5,0.24,-0.06
267,6,1.45,0.85
267,7,0.71,0.62
268,1,0.0,0.0
268,2,0.0,0.0
268,3,-0.99,-0.66
268,4,-0.5,-0.74
268,5,-0.68,-0.4
268,6,-0.16,-0.23
268,7,0.06,-0.3
269,1,-0.45,0.0
269,2,-0.44,-0.61
269,3,-0.27,0.4
269,4,-0.35,0.56
269,5,0.29,2.83
269,6,0.64,3.22
269,7,0.35,2.26
270,1,-0.7,0.0
270,2,-0.71,0.0
270,3,-0.71,-0.66
270,4,-0.71,-0.39
270,5,-0.71,-0.31
270,6,-0.71,-0.45
270,7,-0.71,-0.39
271,1,0.0,0.0
271,2,0.0,0.0
271,3,-0.44,-0.27
271,4,-0.69,-0.43
271,5,-0.38,-0.12
271,6,-0.12,0.61
271,7,-0.51,-0.33
272,1,0.0,0.0
272,2,0.0,0.0
272,3,13.5,5.04
272,4,3.57,4.53
272,5,14.25,22.52
272,6,18.29,8.52
272,7,6.99,10.07
273,1,-0.44,0.0
273,2,-0.45,0.0
273,3,-0.45,-0.27
273,4,-0.44,0.14
273,5,-0.44,0.03
273,6,-0.44,1.03
273,7,-0.45,-0.17
274,1,0.0,0.0
274,2,0.0,-0.23
274,3,10.96,4.31
274,4,2.77,3.11
274,5,7.31,3.32
274,6,3.59,3.66
274,7,1.91,2.07
275,1,0.0,0.0
275,2,-0.71,-0.97
275,3,-0.05,-0.81
275,4,-0.34,-0.23
275,5,-0.05,0.28
275,6,-0.0,0.23
275,7,-0.06,0.62
276,1,0.0,0.0
276,2,-0.51,-0.19
276,3,-0.5,-0.24
276,4,-0.37,-0.24
276,5,-0.55,-0.52
276,6,-0.2,-0.39
276,7,-0.23,-0.26
277,1,0.0,0.0
277,2,-0.51,-0.27
277,3,-0.55,-0.66
277,4,-0.82,-0.36
277,5,-0.74,-0.61
277,6,-0.52,-0.53
277,7,-0.5,-0.46
278,1,0.0,0.0
278,2,-0.5,-0.35
278,3,-0.44,-0.38
278,4,0.6,0.14
278,5,0.19,-0.42
278,6,2.25,-0.2
278,7,0.83,-0.17
279,1,-0.5,0.0
279,2,-0.5,1.2
279,3,-0.5,1.6
279,4,-0.46,3.02
279,5,-0.39,5.16
279,6,-0.39,3.63
279,7,-0.45,1.92
280,1,0.0,0.0
280,2,1.3,-0.38
280,3,0.47,-0.37
280,4,-0.6,-0.58
280,5,-0.46,-0.52
280,6,-0.82,-0.51
280,7,0.3,-0.15
281,1,0.0,0.0
281,2,-0.54,-0.35
281,3,0.27,-0.56
281,4,-0.13,-0.29
281,5,-0.79,-0.51
281,6,-0.38,-0.43
281,7,-0.41,-0.41
282,1,0.0,0.0
282,2,-0.41,-0.38
282,3,-0.67,-0.42
282,4,-0.25,-0.42
282,5,-0.44,-0.62
282,6,-0.3,-0.79
282,7,-0.29,-0.92
283,1,0.0,0.0
283,2,-0.81,-0.66
283,3,-0.42,-0.37
283,4,-0.95,-0.48
283,5,-0.88,-0.45
283,6,-0.92,-0.56
283,7,-1.22,-0.92
284,1,0.0,0.0
284,2,-0.38,-0.35
284,3,0.02,-0.36
284,4,-0.26,-0.45
284,5,-0.32,-0.47
284,6,-0.34,-0.43
284,7,-0.39,-0.45
285,1,0.0,0.0
285,2,-0.71,-0.66
285,3,0.55,-0.52
285,4,-0.3,-0.58
285,5,-0.11,-0.54
285,6,-0.14,-0.65
285,7,0.69,-0.52
286,1,0.0,0.0
286,2,-0.9,-0.56
286,3,-0.7,-0.58
286,4,-0.35,-0.54
286,5,-0.09,-0.29
286,6,0.13,-0.17
286,7,-0.46,-0.58
287,1,0.0,0.0
287,2,0.08,1.86
287,3,0.16,1.11
287,4,0.18,0.14
287,5,-1.28,-0.61
287,6,-0.63,-0.46
287,7,0.15,-0.22
288,1,0.0,0.0
288,2,-0.38,-0.25
288,3,-0.27,-0.69
288,4,-0.43,-0.34
288,5,-0.75,-0.27
288,6,-0.82,-0.26
288,7,-0.64,-0.23
289,1,-0.35,0.0
289,2,-0.35,-0.25
289,3,-0.34,-0.29
289,4,-0.36,-0.38
289,5,-0.35,-0.46
289,6,-0.37,-0.63
289,7,-0.44,-0.68
290,1,0.0,0.0
290,2,-0.5,-0.37
290,3,-0.37,-0.29
290,4,0.22,1.14
290,5,-0.74,0.09
290,6,-0.9,-0.38
290,7,-0.71,-0.64
291,1,0.0,0.0
291,2,-0.69,-0.53
291,3,-0.9,-0.9
291,4,-1.52,-0.97
291,5,-0.54,-0.41
291,6,-0.46,0.16
291,7,-0.12,0.03
292,1,0.0,0.0
292,2,-0.39,-0.07
292,3,-0.41,-0.1
292,4,-0.38,-0.06
292,5,-0.24,-0.03
292,6,-0.17,-0.07
292,7,-0.1,-0.05
293,1,0.0,0.0
293,2,0.0,-0.4
293,3,-1.54,-0.71
293,4,-0.49,-0.62
293,5,-0.56,-0.6
293,6,-0.56,-0.56
293,7,-0.84,-0.57
294,1,0.0,0.0
294,2,-0.6,-0.37
294,3,10.39,7.21
294,4,2.87,5.43
294,5,2.82,13.17
294,6,0.16,2.24
294,7,-0.43,0.18
295,1,0.0,0.0
295,2,-0.45,-0.23
295,3,0.21,1.35
295,4,-0.58,-0.42
295,5,-0.35,-0.06
295,6,-0.4,-0.38
295,7,-1.23,-0.48
296,1,0.0,0.0
296,2,0.0,-0.2
296,3,-0.79,-0.67
296,4,-0.47,-0.57
296,5,-0.45,-0.37
296,6,-0.53,-0.4
296,7,-0.48,-0.35
297,1,-0.38,0.0
297,2,-0.37,1.54
297,3,-0.35,3.35
297,4,-0.35,8.38
297,5,-0.32,2.08
297,6,-0.33,0.32
297,7,-0.33,0.62
298,1,0.0,0.0
298,2,-0.6,-0.58
298,3,0.28,-0.32
298,4,0.35,-0.36
298,5,2.32,0.64
298,6,2.19,0.16
298,7,1.12,-0.06
299,1,-0.45,0.0
299,2,-0.45,-0.04
299,3,-0.44,2.57
299,4,-0.43,4.45
299,5,-0.35,2.54
299,6,-0.33,0.58
299,7,-0.39,0.61
300,1,0.0,0.0
300,2,-0.64,-0.35
300,3,0.75,0.51
300,4,0.39,0.0
300,5,-0.33,-0.02
300,6,-0.23,-0.09
300,7,-0.24,-0.3
301,1,0.0,0.0
301,2,0.0,-0.23
301,3,1.88,-0.21
301,4,-0.63,-0.29
301,5,-0.31,-0.35
301,6,-0.05,-0.29
301,7,-0.34,-0.44
302,1,0.0,0.0
302,2,-0.51,-0.23
302,3,-0.69,-0.22
302,4,-0.21,-0.03
302,5,0.16,0.29
302,6,0.3,0.03
302,7,1.26,0.19
303,1,0.0,0.0
303,2,-0.4,0.0
303,3,-0.04,0.0
303,4,109.0,0.0
303,5,2.13,0.0
303,6,1.72,0.0
303,7,2.36,0.0
304,1,0.0,0.0
304,2,-0.44,-0.23
304,3,-0.73,-0.81
304,4,-0.66,-0.88
304,5,-0.55,-0.58
304,6,-0.36,-0.41
304,7,-0.52,-0.49
305,1,0.0,0.0
305,2,0.0,0.0
305,3,-0.34,-0.08
305,4,-0.26,-0.07
305,5,1.91,0.8
305,6,3.17,-0.15
305,7,-0.54,-0.41
306,1,0.0,0.0
306,2,0.0,-0.27
306,3,-0.68,-0.23
306,4,-0.11,-0.38
306,5,0.07,-0.29
306,6,0.53,-0.03
306,7,-0.07,-0.27
307,1,0.0,0.0
307,2,-0.5,-0.25
307,3,2.82,-0.28
307,4,-0.26,-0.38
307,5,-0.43,-0.46
307,6,0.88,-0.59
307,7,0.57,-0.53
308,1,0.0,0.0
308,2,2.38,0.31
308,3,1.09,0.04
308,4,-0.35,-0.18
308,5,-1.13,-0.31
308,6,-1.14,-0.25
308,7,-0.72,-0.04
309,1,0.0,0.0
309,2,2.19,-0.19
309,3,0.43,-0.0
309,4,4.88,0.21
309,5,5.08,0.92
309,6,6.89,2.07
309,7,7.52,1.75
310,1,0.0,0.0
310,2,-0.38,-0.23
310,3,0.16,-0.03
310,4,-0.2,0.23
310,5,-0.22,-0.34
310,6,-0.3,-0.51
310,7,-0.38,-0.45
311,1,0.0,0.0
311,2,-0.43,-0.23
311,3,-0.49,-0.33
311,4,-0.46,-0.38
311,5,-0.46,-0.47
311,6,-0.57,-0.35
311,7,-0.8,-0.47
312,1,-0.58,0.0
312,2,-0.51,1.61
312,3,-0.48,0.83
312,4,-0.55,0.39
312,5,-0.23,0.86
312,6,-0.31,-0.22
312,7,-0.52,-0.31
313,1,0.0,0.0
313,2,-0.45,-0.38
313,3,0.13,0.77
313,4,-0.59,-0.37
313,5,-0.25,-0.34
313,6,1.25,0.11
313,7,0.26,-0.03
314,1,-0.41,0.0
314,2,-0.41,0.2
314,3,-0.31,9.51
314,4,-0.27,5.85
314,5,-0.29,2.81
314,6,-0.31,1.71
314,7,-0.26,2.71
315,1,0.0,0.0
315,2,0.0,-0.23
315,3,2.19,0.04
315,4,0.82,0.58
315,5,3.02,2.6
315,6,12.62,2.52
315,7,8.48,3.41
316,1,0.0,0.0
316,2,0.0,0.0
316,3,2.32,3.98
316,4,0.77,1.7
316,5,-0.92,-0.51
316,6,-0.34,-0.17
316,7,-0.35,-0.04
317,1,0.0,0.0
317,2,-0.47,-0.35
317,3,-0.82,-0.95
317,4,-0.41,-0.49
317,5,-0.56,-0.59
317,6,-0.54,-0.61
317,7,-0.6,-0.65
318,1,0.0,0.0
318,2,-0.33,-0.4
318,3,-0.74,-0.66
318,4,-1.05,-0.66
318,5,-0.62,-0.64
318,6,-1.03,-0.72
318,7,-1.73,-0.67
319,1,0.0,0.0
319,2,-1.11,-0.27
319,3,-0.58,0.58
319,4,-0.52,1.05
319,5,-0.87,-0.21
319,6,-1.44,-0.56
319,7,-1.35,-0.48
320,1,0.0,0.0
320,2,-0.43,-0.21
320,3,-0.73,-0.34
320,4,-0.4,-0.32
320,5,-0.84,-0.29
320,6,-1.85,-0.38
320,7,-0.93,-0.35
321,1,0.0,0.0
321,2,-0.46,-0.35
321,3,-0.37,-0.4
321,4,-0.29,-0.09
321,5,-0.37,0.02
321,6,-0.49,-0.18
321,7,-0.46,-0.18
322,1,0.0,0.0
322,2,-1.48,-0.43
322,3,-0.36,-0.06
322,4,0.18,0.76
322,5,1.77,2.25
322,6,1.65,2.85
322,7,0.46,1.39
323,1,0.0,0.0
323,2,-1.1,-0.49
323,3,0.9,0.82
323,4,0.26,-0.21
323,5,-0.22,-0.21
323,6,0.1,-0.11
323,7,0.17,0.05
324,1,0.0,0.0
324,2,-0.59,-0.35
324,3,-0.63,-0.71
324,4,-0.6,-0.23
324,5,-1.57,-0.72
324,6,-0.93,-0.61
324,7,-1.14,-0.6
325,1,0.0,0.0
325,2,-0.6,-0.49
325,3,-1.03,-0.88
325,4,-0.68,-0.39
325,5,-1.03,-0.31
325,6,-0.91,-0.31
325,7,-1.32,-0.29
326,1,0.0,0.0
326,2,-0.38,-0.23
326,3,1.54,1.94
326,4,0.82,0.54
326,5,-0.47,0.13
326,6,-0.38,-0.01
326,7,-0.51,-0.21
327,1,0.0,0.0
327,2,-0.12,-0.23
327,3,1.85,-0.27
327,4,-0.1,-0.37
327,5,-1.2,-0.46
327,6,-0.92,-0.61
327,7,-1.1,-0.66
328,1,0.0,0.0
328,2,0.0,-0.38
328,3,2.02,-0.27
328,4,-0.16,-0.34
328,5,1.06,-0.19
328,6,1.46,0.03
328,7,2.52,0.2
329,1,0.0,0.0
329,2,0.0,0.0
329,3,-0.07,0.16
329,4,-0.08,0.17
329,5,-0.2,0.04
329,6,-0.23,0.05
329,7,-0.26,0.08
330,1,0.0,0.0
330,2,-0.15,-0.16
330,3,-1.13,-0.34
330,4,-1.57,-0.42
330,5,-0.3,-0.3
330,6,0.24,-0.27
330,7,-0.53,-0.32
331,1,0.0,0.0
331,2,0.0,-0.29
331,3,0.56,0.41
331,4,-0.48,-0.51
331,5,-0.02,-0.22
331,6,-0.16,-0.4
331,7,-0.03,-0.15
332,1,0.0,0.0
332,2,0.0,0.0
332,3,0.57,1.82
332,4,0.2,1.3
332,5,-0.16,0.74
332,6,-0.5,0.35
332,7,-0.74,-0.01
333,1,0.0,0.0
333,2,1.67,0.89
333,3,-0.63,-1.29
333,4,-1.49,-1.72
333,5,-1.04,-0.8
333,6,-1.32,-1.12
333,7,-0.93,-1.46
334,1,0.0,0.0
334,2,22.5,21.15
334,3,7.87,12.26
334,4,19.6,5.94
334,5,20.71,4.19
334,6,22.44,6.81
334,7,18.29,6.4
335,1,0.0,0.0
335,2,0.0,0.36
335,3,16.28,0.16
335,4,20.81,0.23
335,5,11.38,0.71
335,6,21.41,2.36
335,7,11.9,2.03
336,1,0.0,0.0
336,2,0.0,-0.37
336,3,-3.85,0.1
336,4,-0.2,0.29
336,5,-0.49,-0.25
336,6,-0.9,-0.51
336,7,-0.86,-0.27
337,1,0.0,0.0
337,2,8.43,3.38
337,3,7.94,4.45
337,4,7.43,3.33
337,5,0.98,1.54
337,6,3.2,3.57
337,7,8.03,6.61
338,1,0.0,0.0
338,2,-0.57,-0.37
338,3,-0.66,-0.58
338,4,-0.93,-0.66
338,5,-1.35,-0.71
338,6,-1.19,-0.73
338,7,-0.84,-0.48
339,1,0.0,0.0
339,2,13.23,8.58
339,3,4.23,2.29
339,4,0.36,0.36
339,5,0.27,-0.06
339,6,0.07,0.06
339,7,-0.19,0.0
340,1,0.0,0.0
340,2,0.03,0.35
340,3,2.09,1.13
340,4,1.4,2.04
340,5,1.05,1.98
340,6,0.76,1.53
340,7,3.26,3.56
341,1,0.0,0.0
341,2,0.73,-0.19
341,3,0.5,-0.5
341,4,0.23,-0.23
341,5,-0.45,-0.58
341,6,-0.07,-0.4
341,7,-0.16,-0.41
342,1,0.0,0.0
342,2,0.03,-0.18
342,3,0.4,-0.19
342,4,1.14,-0.03
342,5,1.07,0.02
342,6,1.31,0.38
342,7,1.55,0.19
343,1,0.0,0.0
343,2,-0.59,-0.25
343,3,-0.51,-0.27
343,4,-0.53,-0.33
343,5,-0.56,-0.38
343,6,-0.7,-0.51
343,7,-0.63,-0.56
344,1,0.0,0.0
344,2,-0.45,-0.4
344,3,-0.06,-0.1
344,4,-0.61,-0.38
344,5,0.09,0.1
344,6,-1.36,-0.7
344,7,-1.81,-0.67
345,1,0.0,0.0
345,2,0.0,0.0
345,3,-0.45,-0.5
345,4,0.62,-0.26
345,5,0.52,-0.34
345,6,0.45,-0.37
345,7,0.24,-0.17
346,1,0.0,0.0
346,2,-0.5,-0.53
346,3,5.65,0.22
346,4,1.35,-0.2
346,5,2.22,0.1
346,6,29.72,1.43
346,7,37.17,9.6
347,1,0.0,0.0
347,2,-0.5,-0.23
347,3,1.43,-0.21
347,4,1.57,-0.2
347,5,0.05,-0.22
347,6,0.7,0.57
347,7,1.15,1.42
348,1,0.0,0.0
348,2,0.0,0.16
348,3,-0.86,-0.85
348,4,-0.96,-0.65
348,5,-1.57,-0.74
348,6,-1.39,-0.7
348,7,-1.2,-0.48
349,1,0.0,0.0
349,2,-0.48,-0.58
349,3,-0.45,-1.01
349,4,-1.05,-1.42
349,5,0.77,-0.26
349,6,-1.91,-0.81
349,7,-0.29,-0.56
350,1,0.0,0.0
350,2,0.0,-0.2
350,3,-0.64,-0.1
350,4,0.5,1.5
350,5,0.06,-0.04
350,6,-0.33,-0.1
350,7,-0.14,0.04
351,1,0.0,0.0
351,2,-0.41,-0.2
351,3,1.0,0.87
351,4,0.16,0.77
351,5,-0.66,-0.41
351,6,-0.75,-0.38
351,7,-0.55,-0.41
352,1,0.0,0.0
352,2,-0.06,-0.12
352,3,3.01,1.27
352,4,2.2,0.54
352,5,0.44,0.55
352,6,-0.43,-0.07
352,7,-0.49,-0.26
353,1,0.0,0.0
353,2,0.0,-0.13
353,3,0.73,1.3
353,4,-0.55,-0.77
353,5,-0.72,-0.36
353,6,-0.59,-0.42
353,7,-0.54,-0.51
354,1,0.0,0.0
354,2,-0.73,-0.23
354,3,-0.57,-0.3
354,4,-0.83,-0.42
354,5,-0.85,-0.37
354,6,0.13,-0.11
354,7,-0.74,-0.22
355,1,-0.38,0.0
355,2,-0.36,11.27
355,3,-0.39,-0.04
355,4,-0.41,-0.36
355,5,-0.42,-0.32
355,6,-0.45,-1.02
355,7,-0.43,-0.93
356,1,0.0,0.0
356,2,0.27,-0.07
356,3,1.71,0.14
356,4,0.56,-0.45
356,5,-0.31,-0.6
356,6,0.04,-0.22
356,7,0.55,0.37
357,1,0.0,0.0
357,2,6.03,-0.04
357,3,0.94,-0.59
357,4,1.78,-0.18
357,5,23.37,1.24
357,6,5.38,0.09
357,7,2.63,-0.1
358,1,0.0,0.0
358,2,-0.41,0.0
358,3,-1.01,-0.5
358,4,-2.3,-0.64
358,5,-1.41,-0.59
358,6,-1.88,-0.81
358,7,-1.69,-0.88
359,1,0.0,0.0
359,2,0.0,-0.09
359,3,-0.73,-0.67
359,4,0.02,-0.36
359,5,-0.58,-0.38
359,6,-1.73,-0.59
359,7,-1.12,-0.33
360,1,0.0,0.0
360,2,-0.5,-0.4
360,3,-0.03,-0.38
360,4,-0.69,-0.12
360,5,-1.86,-0.52
360,6,-0.8,-0.57
360,7,-1.67,-0.4
361,1,0.0,0.0
361,2,-0.71,-0.38
361,3,-0.63,-0.35
361,4,-0.82,-0.44
361,5,-1.26,-0.65
361,6,-1.21,-1.1
361,7,-1.11,-0.86
362,1,0.0,0.0
362,2,33.06,7.31
362,3,4.44,3.97
362,4,4.54,3.07
362,5,4.78,4.69
362,6,4.93,3.45
362,7,8.46,2.56
363,1,0.0,0.0
363,2,-0.5,-0.23
363,3,0.07,-0.22
363,4,0.05,-0.26
363,5,0.31,-0.06
363,6,-0.22,-0.1
363,7,-0.29,-0.2
364,1,0.0,0.0
364,2,0.0,-0.2
364,3,-0.28,0.13
364,4,0.32,-0.02
364,5,-0.11,-0.28
364,6,-0.35,-0.4
364,7,-0.2,-0.34
365,1,0.0,0.0
365,2,-0.37,0.02
365,3,-0.24,-0.54
365,4,-0.36,-0.7
365,5,-1.28,-0.62
365,6,-1.52,-0.79
365,7,-2.31,-0.77
366,1,0.0,0.0
366,2,-0.5,-0.38
366,3,-1.63,-0.4
366,4,-0.85,-0.43
366,5,-0.92,-0.68
366,6,-0.66,-0.57
366,7,-0.88,-0.45
367,1,-0.41,0.0
367,2,-0.4,3.75
367,3,-0.44,1.73
367,4,-0.31,1.01
367,5,-0.33,0.03
367,6,-0.34,-0.07
367,7,-0.41,-0.2
368,1,0.0,0.0
368,2,-0.37,-0.37
368,3,-0.06,-0.52
368,4,-0.34,-0.59
368,5,-0.72,-0.42
368,6,-0.34,-0.51
368,7,-0.43,-0.48
369,1,0.0,0.0
369,2,0.0,0.0
369,3,-1.08,-0.51
369,4,-1.31,-0.6
369,5,-1.8,-0.58
369,6,-1.75,-0.78
369,7,-2.43,-0.83
370,1,0.0,0.0
370,2,1.56,-0.15
370,3,-0.0,-0.13
370,4,0.12,-0.17
370,5,0.5,-0.19
370,6,-0.57,-0.41
370,7,-0.33,-0.11
371,1,-0.41,0.0
371,2,-0.41,0.0
371,3,-0.41,-0.27
371,4,-0.41,-0.43
371,5,-0.42,-0.36
371,6,-0.41,-0.8
371,7,-0.42,-0.55
372,1,0.0,0.0
372,2,-0.41,-0.09
372,3,-0.45,-0.08
372,4,-0.44,-0.04
372,5,-0.34,0.41
372,6,-0.27,0.56
372,7,-0.54,-0.03
373,1,0.0,0.0
373,2,0.0,-0.37
373,3,-0.55,-0.58
373,4,-0.2,-0.03
373,5,-0.4,-0.29
373,6,-0.39,-0.29
373,7,-0.67,-0.56
374,1,0.0,0.0
374,2,-0.5,0.0
374,3,0.63,2.03
374,4,2.22,3.64
374,5,0.45,0.37
374,6,-0.29,0.51
374,7,0.43,1.87
375,1,0.0,0.0
375,2,-0.39,-0.35
375,3,-0.01,-0.34
375,4,-0.24,-0.1
375,5,-0.22,-0.21
375,6,-0.43,-0.43
375,7,-0.59,-0.54
376,1,0.0,0.0
376,2,1.79,0.89
376,3,2.17,1.94
376,4,1.72,0.14
376,5,0.48,-0.54
376,6,0.17,-0.59
376,7,0.56,-0.1
377,1,0.0,0.0
377,2,-0.42,-0.27
377,3,-0.6,-0.78
377,4,-0.69,-0.6
377,5,-0.53,-0.62
377,6,-0.42,-0.43
377,7,-0.34,-0.32
378,1,0.0,0.0
378,2,97.15,2.91
378,3,6.51,1.07
378,4,11.68,2.2
378,5,13.18,3.16
378,6,21.84,3.24
378,7,18.14,2.87
379,1,0.0,0.0
379,2,-0.71,-0.19
379,3,-0.64,-0.21
379,4,0.01,-0.21
379,5,-0.25,0.02
379,6,-0.59,0.0
379,7,-0.85,-0.27
380,1,0.0,0.0
380,2,-0.01,0.16
380,3,-1.28,-0.85
380,4,-0.55,-0.49
380,5,-0.74,-0.57
380,6,-0.48,-0.41
380,7,-0.53,-0.49
381,1,0.0,0.0
381,2,0.0,0.0
381,3,-20.42,-0.73
381,4,-1.74,-0.64
381,5,-1.33,-0.63
381,6,-29.11,-0.61
381,7,-20.5,-0.65
382,1,0.0,0.0
382,2,-0.48,-0.4
382,3,-0.78,-0.68
382,4,-0.67,-0.53
382,5,-0.57,-0.52
382,6,-0.88,-0.7
382,7,-1.62,-0.61
383,1,0.0,0.0
383,2,-0.31,0.0
383,3,-0.25,0.0
383,4,4.15,0.0
383,5,-0.95,0.0
383,6,-0.5,0.0
383,7,-0.92,0.0
384,1,0.0,0.0
384,2,-0.45,-0.38
384,3,0.69,-0.21
384,4,6.55,-0.28
384,5,1.38,-0.16
384,6,0.41,0.49
384,7,1.59,1.52
385,1,0.0,0.0
385,2,-0.45,-0.19
385,3,0.65,-0.22
385,4,-0.67,-0.25
385,5,-0.9,-0.55
385,6,-1.52,-0.62
385,7,-3.37,-0.62
386,1,0.0,0.0
386,2,0.8,0.89
386,3,0.29,1.19
386,4,-0.43,-0.54
386,5,-0.35,-0.21
386,6,0.03,-0.08
386,7,-0.2,0.19
387,1,0.0,0.0
387,2,-0.52,-0.35
387,3,-0.76,-0.83
387,4,-1.03,-0.54
387,5,-0.07,-0.48
387,6,-0.69,-0.58
387,7,-0.54,-0.49
388,1,0.0,0.0
388,2,0.0,-0.53
388,3,2.68,-0.22
388,4,0.59,-0.47
388,5,1.38,-0.45
388,6,-0.08,-0.49
388,7,0.68,-0.26
389,1,0.0,0.0
389,2,-0.44,-0.58
389,3,0.38,0.95
389,4,-0.19,0.47
389,5,-0.51,-0.27
389,6,1.33,0.67
389,7,-0.07,-0.09
390,1,0.0,0.0
390,2,-0.45,-0.23
390,3,-0.71,-0.34
390,4,-0.36,-0.36
390,5,-0.35,-0.35
390,6,-0.38,-0.28
390,7,-0.51,-0.42
391,1,0.0,0.0
391,2,-0.73,-0.35
391,3,-0.38,-0.42
391,4,-0.79,-0.62
391,5,-0.51,-0.57
391,6,-0.54,-0.52
391,7,-0.6,-0.53
392,1,0.0,0.0
392,2,-0.61,-0.37
392,3,-0.49,0.33
392,4,-0.73,-0.06
392,5,-1.0,-0.37
392,6,-0.76,-0.45
392,7,-0.69,-0.27
393,1,0.0,0.0
393,2,-0.52,-0.09
393,3,-0.64,-0.44
393,4,-0.12,-0.25
393,5,0.31,-0.13
393,6,-0.93,-0.5
393,7,-0.46,-0.25
394,1,0.0,0.0
394,2,-0.46,-0.58
394,3,0.6,1.39
394,4,-0.73,-0.18
394,5,-0.31,-0.23
394,6,-1.3,-0.58
394,7,-1.39,-0.71
395,1,0.0,0.0
395,2,1.66,-0.01
395,3,0.72,0.29
395,4,-0.47,-0.13
395,5,-0.21,-0.05
395,6,-0.46,-0.31
395,7,-0.52,-0.33
396,1,0.0,0.0
396,2,-0.37,-0.03
396,3,-0.56,-0.11
396,4,-0.46,0.18
396,5,-0.44,0.16
396,6,-0.42,0.21
396,7,-0.39,0.33
397,1,0.0,0.0
397,2,-0.44,-0.23
397,3,-0.42,-0.19
397,4,-0.45,-0.26
397,5,-0.47,-0.27
397,6,-0.63,-0.43
397,7,-0.72,-0.53
398,1,0.0,0.0
398,2,0.0,-0.09
398,3,-0.46,0.38
398,4,0.67,2.81
398,5,0.12,1.63
398,6,3.09,6.4
398,7,4.85,9.66
399,1,0.0,0.0
399,2,-0.5,-0.37
399,3,-0.78,-0.47
399,4,-0.71,-0.56
399,5,-1.33,-0.47
399,6,-0.55,-0.4
399,7,-0.6,-0.46
400,1,0.0,0.0
400,2,-0.45,-0.23
400,3,-0.88,-0.65
400,4,-0.89,-0.69
400,5,-0.64,-0.75
400,6,-0.52,-0.47
400,7,-0.45,-0.3
401,1,0.0,0.0
401,2,0.0,0.0
401,3,-0.84,-0.75
401,4,-0.58,-0.83
401,5,-0.52,-0.68
401,6,-0.84,-1.36
