districtid,monthid,neighborhoodzscore,statezscore
552,3,1.23,0.91
552,4,0.64,1.48
552,5,2.27,5.53
552,6,5.57,8.08
552,7,6.69,7.54
553,1,0.0,0.0
553,2,0.0,0.0
553,3,-0.25,-0.3
553,4,-0.79,-0.56
553,5,-0.21,-0.41
553,6,-0.81,-0.45
553,7,-0.9,-0.49
554,1,0.0,0.0
554,2,-0.5,0.0
554,3,-0.58,-0.33
554,4,-0.82,-0.38
554,5,-0.64,-0.28
554,6,0.14,0.15
554,7,0.53,0.17
555,1,0.0,0.0
555,2,-0.5,-0.37
555,3,-0.47,0.36
555,4,-1.36,-0.03
555,5,-0.81,-0.2
555,6,-0.88,0.15
555,7,-0.55,0.36
556,1,0.0,0.0
556,2,1.29,-0.43
556,3,-0.44,-0.1
556,4,0.55,0.56
556,5,0.04,-0.15
556,6,0.74,0.32
556,7,0.68,0.8
557,1,0.0,0.0
557,2,-0.33,0.0
557,3,-0.96,-0.5
557,4,-0.32,-0.56
557,5,-0.72,-0.55
557,6,-0.68,-0.62
557,7,-0.6,-0.54
558,1,0.0,0.0
558,2,-0.19,-0.27
558,3,-1.15,-0.66
558,4,-0.52,-0.52
558,5,-0.37,-0.39
558,6,-0.42,-0.4
558,7,-0.4,-0.31
559,1,-0.38,0.0
559,2,-0.43,-0.49
559,3,-0.22,1.57
559,4,-0.43,-0.17
559,5,-0.52,-0.21
559,6,-0.58,-0.19
559,7,-0.45,-0.21
560,1,0.0,0.0
560,2,-0.76,-0.2
560,3,-0.7,-0.11
560,4,-0.58,0.01
560,5,-0.56,0.35
560,6,-0.55,0.2
560,7,-0.52,0.32
561,1,0.0,0.0
561,2,-0.42,-0.2
561,3,-0.5,-0.21
561,4,-0.47,0.22
561,5,-0.48,-0.28
561,6,0.6,0.42
561,7,1.56,0.34
562,1,0.0,0.0
562,2,0.0,-0.2
562,3,-0.42,-0.44
562,4,2.58,2.75
562,5,12.65,18.15
562,6,8.66,14.69
562,7,8.6,12.37
563,1,0.0,0.0
563,2,0.29,0.38
563,3,-0.48,-0.3
563,4,-0.42,-0.26
563,5,-0.4,-0.2
563,6,-0.46,-0.28
563,7,-0.52,-0.32
564,1,0.0,0.0
564,2,-0.46,-0.23
564,3,-0.5,-0.31
564,4,-0.32,-0.09
564,5,-0.37,-0.23
564,6,-0.29,-0.08
564,7,-0.54,-0.37
565,1,0.0,0.0
565,2,3.93,-0.14
565,3,1.49,-0.21
565,4,1.66,-0.21
565,5,4.39,0.41
565,6,3.81,1.27
565,7,2.76,1.84
566,1,0.0,0.0
566,2,0.0,-0.2
566,3,0.55,1.05
566,4,3.87,1.74
566,5,1.68,0.42
566,6,0.86,0.35
566,7,1.58,0.74
567,1,0.0,0.0
567,2,-0.63,-0.53
567,3,-0.7,-0.8
567,4,-0.59,-0.85
567,5,0.46,-0.11
567,6,-0.56,-0.65
567,7,-0.46,-0.4
568,1,0.0,0.0
568,2,-1.23,-0.4
568,3,-0.77,-0.19
568,4,-0.5,-0.47
568,5,-0.64,-0.37
568,6,-1.4,-0.5
568,7,-0.74,-0.38
569,1,0.0,0.0
569,2,-0.57,-0.49
569,3,-0.77,-1.04
569,4,-0.37,-0.31
569,5,-0.43,-0.31
569,6,-0.42,-0.4
569,7,-0.47,-0.43
570,1,0.0,0.0
570,2,0.0,-0.15
570,3,-0.22,-0.21
570,4,1.54,-0.15
570,5,-0.72,-0.25
570,6,-1.6,-0.55
570,7,-0.89,-0.62
571,1,0.0,0.0
571,2,-0.54,-0.53
571,3,-0.22,-0.02
571,4,-0.51,-0.6
571,5,-0.16,-0.42
571,6,-0.95,-0.76
571,7,-1.08,-0.54
572,1,0.0,0.0
572,2,-0.5,-0.23
572,3,-0.31,0.12
572,4,0.4,0.23
572,5,-0.49,-0.23
572,6,-0.49,-0.02
572,7,-0.41,0.23
573,1,0.0,0.0
573,2,0.0,-0.04
573,3,2.21,1.0
573,4,0.22,-0.08
573,5,-0.7,-0.17
573,6,-0.35,0.15
573,7,-0.53,0.07
574,1,0.0,0.0
574,2,0.0,61.69
574,3,1.53,1.06
574,4,0.69,0.18
574,5,15.85,5.5
574,6,14.72,4.54
574,7,18.39,8.07
575,1,0.0,0.0
575,2,-0.58,-0.21
575,3,-0.55,-0.28
575,4,1.08,0.07
575,5,0.86,-0.15
575,6,0.54,-0.04
575,7,0.54,0.13
576,1,0.0,0.0
576,2,-0.91,-0.25
576,3,-0.4,-0.25
576,4,-0.46,-0.35
576,5,-0.67,-0.4
576,6,-1.33,-0.51
576,7,-1.48,-0.53
577,1,0.0,0.0
577,2,-0.6,-0.37
577,3,-1.94,-0.74
577,4,-0.72,-0.64
577,5,-0.55,-0.08
577,6,-0.34,0.69
577,7,-0.55,-0.24
578,1,0.0,0.0
578,2,0.08,-0.41
578,3,-0.89,-0.97
578,4,-1.05,-1.12
578,5,-1.21,-0.7
578,6,-0.43,-0.63
578,7,-0.46,-0.53
579,1,0.0,0.0
579,2,0.0,-0.19
579,3,-0.03,-0.23
579,4,-0.45,-0.34
579,5,-0.32,-0.12
579,6,-0.42,-0.22
579,7,-0.33,-0.07
580,1,0.0,0.0
580,2,-0.59,-0.38
580,3,-0.51,-0.36
580,4,-0.43,-0.26
580,5,-0.18,0.42
580,6,0.11,0.49
580,7,-0.16,-0.24
581,1,-0.5,0.0
581,2,-0.5,0.0
581,3,-0.5,-0.66
581,4,-0.5,-0.39
581,5,-0.51,0.1
581,6,-0.51,-0.14
581,7,-0.5,0.45
582,1,0.0,0.0
582,2,-0.5,-0.38
582,3,-0.52,-0.33
582,4,0.63,-0.02
582,5,0.56,-0.01
582,6,1.32,0.15
582,7,0.31,-0.31
583,1,0.0,0.0
583,2,4.66,5.04
583,3,4.3,1.47
583,4,1.02,-0.3
583,5,3.29,0.53
583,6,1.94,0.03
583,7,0.55,-0.35
584,1,0.0,0.0
584,2,0.0,-0.43
584,3,-1.05,-0.83
584,4,-0.57,-0.75
584,5,-1.47,-0.8
584,6,-1.46,-0.8
584,7,-0.92,-0.75
585,1,0.0,0.0
585,2,-0.45,-0.47
585,3,0.17,-0.23
585,4,-0.5,-0.62
585,5,-0.53,-0.6
585,6,-0.44,-0.64
585,7,-0.6,-0.81
586,1,-0.38,0.0
586,2,0.62,1.51
586,3,-0.58,-0.83
586,4,0.32,0.02
586,5,-0.17,0.17
586,6,0.6,0.69
586,7,0.54,1.42
587,1,0.0,0.0
587,2,0.87,-0.34
587,3,-0.31,0.31
587,4,-0.72,-0.87
587,5,-0.45,-0.69
587,6,0.81,0.11
587,7,0.72,1.1
588,1,0.0,0.0
588,2,-0.58,-0.23
588,3,-0.57,-0.18
588,4,-1.0,-0.26
588,5,-1.02,-0.38
588,6,-0.93,-0.5
588,7,-0.93,-0.48
589,1,0.0,0.0
589,2,-0.39,-0.23
589,3,22.4,0.2
589,4,13.06,0.36
589,5,0.95,-0.08
589,6,0.14,-0.15
589,7,-0.34,-0.21
590,1,0.0,0.0
590,2,2.38,0.12
590,3,0.22,-0.09
590,4,-0.4,-0.23
590,5,0.14,-0.19
590,6,1.24,0.35
590,7,0.66,0.7
591,1,0.0,0.0
591,2,-0.74,-0.58
591,3,-0.86,-0.48
591,4,-1.41,-0.6
591,5,-1.09,-0.46
591,6,0.9,0.2
591,7,0.58,0.32
592,1,0.0,0.0
592,2,0.0,-0.23
592,3,-1.21,-0.73
592,4,-1.02,-0.87
592,5,-0.92,-0.48
592,6,-1.1,-0.43
592,7,-0.95,-0.49
593,1,0.0,0.0
593,2,0.0,0.0
593,3,0.0,0.0
593,4,0.0,-0.08
593,5,0.0,-0.38
593,6,0.0,-0.63
593,7,0.0,-0.29
594,1,0.0,0.0
594,2,0.0,-0.18
594,3,1.1,-0.17
594,4,1.42,-0.17
594,5,1.19,-0.19
594,6,5.72,0.43
594,7,4.89,0.7
595,1,0.0,0.0
595,2,-0.67,-0.58
595,3,-0.74,-0.36
595,4,0.56,1.49
595,5,-0.43,-0.18
595,6,-0.46,-0.07
595,7,-0.44,-0.19
596,1,0.0,0.0
596,2,0.0,-0.53
596,3,-1.17,-0.65
596,4,-2.89,-0.74
596,5,-0.41,-0.46
596,6,-0.66,-0.59
596,7,-0.64,-0.4
597,1,0.0,0.0
597,2,-0.65,-0.37
597,3,-0.68,-0.63
597,4,-0.57,-0.61
597,5,0.0,-0.3
597,6,1.18,0.01
597,7,0.1,-0.23
598,1,0.0,0.0
598,2,-0.51,0.04
598,3,0.22,0.06
598,4,-0.04,0.13
598,5,-0.26,-0.18
598,6,-1.11,-0.52
598,7,-1.16,-0.53
599,1,0.0,0.0
599,2,-0.56,-0.24
599,3,-1.01,-0.28
599,4,-0.53,-0.35
599,5,-0.74,-0.34
599,6,0.38,0.02
599,7,1.82,0.48
600,1,0.0,0.0
600,2,-0.23,-0.38
600,3,1.14,0.13
600,4,1.02,1.39
600,5,-0.1,0.15
600,6,-0.36,-0.32
600,7,-0.61,-0.69
601,1,0.0,0.0
601,2,1.5,-0.19
601,3,-1.07,-0.25
601,4,-0.1,-0.2
601,5,-0.05,-0.11
601,6,-0.55,-0.36
601,7,-0.58,-0.52
602,1,0.0,0.0
602,2,-0.41,-0.23
602,3,-0.78,-0.69
602,4,-0.45,-0.04
602,5,-0.72,-0.5
602,6,-0.84,-0.26
602,7,-0.75,-0.11
603,1,0.0,0.0
603,2,-0.18,-0.13
603,3,-0.28,-0.38
603,4,-0.6,-0.3
603,5,-0.33,0.26
603,6,-0.26,0.24
603,7,-0.28,0.06
604,1,0.0,0.0
604,2,-0.6,-0.24
604,3,-0.46,-0.2
604,4,-0.58,-0.32
604,5,-0.54,-0.29
604,6,-0.42,-0.03
604,7,-0.32,0.32
605,1,0.0,0.0
605,2,-0.65,-0.23
605,3,0.31,-0.27
605,4,-0.39,-0.38
605,5,0.24,-0.32
605,6,0.06,-0.27
605,7,0.06,-0.25
606,1,0.0,0.0
606,2,-0.59,-0.4
606,3,-0.45,-0.69
606,4,0.07,-0.52
606,5,-0.59,-0.69
606,6,-0.41,-0.65
606,7,-0.43,-0.48
607,1,0.0,0.0
607,2,-0.52,-0.23
607,3,-0.39,-0.31
607,4,-0.49,-0.42
607,5,-0.34,-0.16
607,6,-0.33,-0.22
607,7,-0.16,-0.06
608,1,0.0,0.0
608,2,-0.64,-0.23
608,3,-0.58,-0.34
608,4,-0.51,-0.38
608,5,-0.55,-0.51
608,6,-0.46,-0.41
608,7,-0.45,-0.46
609,1,0.0,0.0
609,2,0.0,0.0
609,3,0.0,0.0
609,4,-1.42,-1.23
609,5,-0.68,-0.45
609,6,-0.66,-0.57
609,7,-0.6,-0.55
610,1,0.0,0.0
610,2,0.0,-0.16
610,3,-1.3,-0.32
610,4,0.0,-0.38
610,5,-0.36,-0.47
610,6,2.19,-0.13
610,7,1.5,-0.0
611,1,0.0,0.0
611,2,-0.64,-0.38
611,3,-0.25,0.03
611,4,-0.77,-0.63
611,5,-0.74,-0.55
611,6,-0.83,-0.78
611,7,-0.98,-0.94
612,1,0.0,0.0
612,2,-0.85,-0.35
612,3,-1.63,-0.74
612,4,-0.28,-0.36
612,5,0.17,0.03
612,6,0.25,0.09
612,7,1.39,0.33
613,1,0.0,0.0
613,2,-0.48,-0.23
613,3,-0.53,-0.33
613,4,-0.36,-0.22
613,5,0.22,-0.19
613,6,-1.09,-0.44
613,7,-1.27,-0.5
614,1,0.0,0.0
614,2,-0.83,-0.35
614,3,-1.91,-0.78
614,4,-1.62,-0.37
614,5,-1.76,-0.53
614,6,-1.12,-0.52
614,7,-1.12,-0.34
615,1,0.0,0.0
615,2,-0.2,-0.43
615,3,1.51,0.12
615,4,-0.82,-1.22
615,5,-1.18,-0.55
615,6,-0.1,-0.57
615,7,-1.29,-0.72
616,1,0.0,0.0
616,2,-0.58,-0.58
616,3,-2.7,-1.65
616,4,-0.83,-0.92
616,5,-1.14,-0.71
616,6,-2.96,-0.96
616,7,-1.72,-0.73
617,1,0.0,0.0
617,2,-0.42,-0.23
617,3,-0.55,-0.31
617,4,-0.58,-0.18
617,5,-0.63,-0.29
617,6,-0.53,-0.35
617,7,-0.65,-0.39
618,1,0.0,0.0
618,2,0.0,0.0
618,3,0.0,-0.27
618,4,-0.78,-0.43
618,5,-0.96,-0.35
618,6,-1.41,-0.72
618,7,-0.59,-0.48
619,1,0.0,0.0
619,2,-0.38,0.0
619,3,-0.38,-0.46
619,4,-0.37,-0.39
619,5,-0.52,-0.06
619,6,-0.67,-0.6
619,7,-0.5,-0.41
620,1,0.0,0.0
620,2,-0.45,-0.49
620,3,-0.57,-0.52
620,4,-0.43,-0.36
620,5,-0.18,-0.23
620,6,0.78,-0.05
620,7,1.86,-0.01
621,1,0.0,0.0
621,2,-0.51,-0.23
621,3,-0.57,-0.32
621,4,-0.65,-0.33
621,5,-0.51,-0.16
621,6,-0.26,0.04
621,7,0.08,0.38
622,1,0.0,0.0
622,2,-0.23,0.52
622,3,-0.7,0.05
622,4,1.97,1.85
622,5,-0.76,0.02
622,6,-1.86,-0.6
622,7,-1.45,-0.55
623,1,0.0,0.0
623,2,-0.57,-0.35
623,3,-1.86,-0.71
623,4,-0.81,-0.64
623,5,-1.6,-0.71
623,6,-1.45,-0.56
623,7,-1.81,-0.56
624,1,0.0,0.0
624,2,0.0,0.0
624,3,0.0,-0.27
624,4,-0.68,-0.43
624,5,-1.12,-0.35
624,6,-0.71,-0.5
624,7,-0.65,-0.55
625,1,0.0,0.0
625,2,-1.12,-0.35
625,3,1.01,0.47
625,4,0.02,-0.23
625,5,-0.29,-0.26
625,6,-0.4,-0.2
625,7,-0.56,-0.45
626,1,0.0,0.0
626,2,-0.71,-0.23
626,3,-0.55,-0.3
626,4,-1.14,-0.41
626,5,-0.61,-0.45
626,6,-1.43,-0.38
626,7,-2.08,-0.54
627,1,0.0,0.0
627,2,-0.45,-0.37
627,3,-0.29,0.05
627,4,-0.17,0.2
627,5,-0.41,-0.24
627,6,-0.03,0.24
627,7,-0.39,-0.13
628,1,0.0,0.0
628,2,0.0,0.0
628,3,-0.62,0.0
628,4,-0.57,0.0
628,5,-0.26,0.0
628,6,-0.35,0.0
628,7,0.04,0.0
629,1,0.0,0.0
629,2,-0.45,-0.23
629,3,-0.75,-0.38
629,4,4.24,4.47
629,5,-0.39,-0.48
629,6,-0.52,-0.54
629,7,-1.32,-0.54
630,1,-0.5,0.0
630,2,-0.63,-0.25
630,3,-1.05,-0.29
630,4,-0.72,-0.36
630,5,-1.94,-0.46
630,6,-1.48,-0.61
630,7,-1.64,-0.62
631,1,0.0,0.0
631,2,-0.57,-0.23
631,3,-0.76,-0.31
631,4,-0.93,-0.41
631,5,-0.66,-0.44
631,6,-0.5,-0.34
631,7,-1.26,-0.43
632,1,0.0,0.0
632,2,-0.5,-0.37
632,3,2.68,0.2
632,4,10.32,8.92
632,5,0.04,0.41
632,6,-0.48,-0.35
632,7,-0.49,-0.39
633,1,0.0,0.0
633,2,-0.62,0.0
633,3,-0.69,-0.68
633,4,-0.88,-0.33
633,5,-0.74,1.14
633,6,-1.15,1.36
633,7,-1.15,1.11
634,1,0.0,0.0
634,2,-0.6,-0.4
634,3,-0.51,-0.11
634,4,0.51,0.16
634,5,-0.75,-0.37
634,6,-0.48,-0.56
634,7,-0.62,-0.54
635,1,0.0,0.0
635,2,-0.71,-0.38
635,3,-1.0,-0.44
635,4,1.31,-0.43
635,5,1.39,-0.57
635,6,0.26,-0.38
635,7,0.81,-0.33
636,1,0.0,0.0
636,2,1.46,0.31
636,3,-0.61,-0.82
636,4,-1.22,-0.85
636,5,-0.82,-0.6
636,6,-0.28,-0.04
636,7,-0.66,-0.19
637,1,0.0,0.0
637,2,-0.45,-0.35
637,3,-1.42,-0.75
637,4,-0.73,-0.67
637,5,-0.5,-0.37
637,6,-0.49,-0.15
637,7,-0.43,-0.13
638,1,0.0,0.0
638,2,-0.61,-0.19
638,3,-0.92,-0.23
638,4,-0.74,-0.22
638,5,-0.88,-0.3
638,6,-1.33,-0.52
638,7,-2.07,-0.67
639,1,0.0,0.0
639,2,-0.78,-0.58
639,3,-1.29,-0.78
639,4,7.04,2.11
639,5,-0.16,0.0
639,6,-1.95,-0.4
639,7,-2.22,-0.6
640,1,0.0,0.0
640,2,-0.42,0.0
640,3,0.05,-0.1
640,4,0.49,0.5
640,5,1.5,5.29
640,6,-0.11,3.56
640,7,-0.24,2.35
641,1,0.0,0.0
641,2,0.27,-0.06
641,3,-0.12,-0.15
641,4,-0.13,-0.17
641,5,-0.22,-0.04
641,6,-0.31,-0.01
641,7,-0.34,0.0
642,1,0.0,0.0
642,2,-0.43,-0.35
642,3,-0.81,-0.91
642,4,-1.03,-0.63
642,5,-0.1,-0.31
642,6,0.24,-0.34
642,7,1.7,-0.35
643,1,-0.41,0.0
643,2,-0.41,0.59
643,3,-0.39,0.62
643,4,-0.38,0.4
643,5,-0.35,0.66
643,6,-0.38,0.16
643,7,-0.36,0.48
644,1,0.0,0.0
644,2,0.0,0.0
644,3,-0.95,-0.1
644,4,-0.72,0.39
644,5,-0.67,0.48
644,6,-0.74,0.45
644,7,-0.7,0.31
645,1,0.0,0.0
645,2,0.0,0.0
645,3,-0.71,-0.66
645,4,-0.5,-0.74
645,5,-0.18,-0.37
645,6,-0.69,-0.49
645,7,-0.46,-0.44
646,1,0.0,0.0
646,2,-0.7,-0.37
646,3,-3.25,-0.59
646,4,-0.7,-0.06
646,5,-5.75,-0.94
646,6,-2.22,-0.57
646,7,3.33,-0.36
647,1,-0.7,0.0
647,2,-0.71,0.0
647,3,-0.71,0.8
647,4,-0.71,0.61
647,5,-0.71,-0.4
647,6,-0.71,-0.52
647,7,-0.71,-0.53
648,1,0.0,0.0
648,2,0.0,0.0
648,3,-0.7,-0.66
648,4,-0.58,-0.74
648,5,-0.59,-0.4
648,6,-0.64,-0.55
648,7,-0.6,-0.52
649,1,0.0,0.0
649,2,1.59,-0.38
649,3,1.46,-0.28
649,4,0.43,-0.49
649,5,-1.78,-0.66
649,6,-0.52,-0.61
649,7,-0.07,-0.36
650,1,0.0,0.0
650,2,0.0,-0.65
650,3,-0.51,-1.21
650,4,-0.83,-1.91
650,5,0.73,-0.74
650,6,1.59,-0.75
650,7,1.61,-0.82
651,1,0.0,0.0
651,2,-0.56,-0.06
651,3,1.01,1.24
651,4,1.72,2.23
651,5,10.49,11.22
651,6,17.94,6.61
651,7,9.21,1.46
652,1,0.0,0.0
652,2,0.0,-0.37
652,3,-0.88,-0.68
652,4,-0.71,-0.68
652,5,-2.03,-0.47
652,6,-0.85,-0.73
652,7,-0.4,-0.42
653,1,-0.41,0.0
653,2,-0.41,-0.2
653,3,-0.46,-0.97
653,4,-0.44,-0.91
653,5,-0.58,-0.33
653,6,-0.63,-0.23
653,7,-0.6,-0.48
654,1,0.0,0.0
654,2,-0.55,-0.35
654,3,-0.54,0.09
654,4,-0.31,-0.35
654,5,-0.2,-0.31
654,6,-0.19,-0.23
654,7,-0.7,-0.36
655,1,0.0,0.0
655,2,7.34,0.74
655,3,2.64,-0.2
655,4,0.31,-0.15
655,5,5.31,0.22
655,6,2.92,0.27
655,7,0.5,-0.23
656,1,0.0,0.0
656,2,-0.79,-0.58
656,3,-0.3,-0.32
656,4,0.38,0.16
656,5,1.96,-0.33
656,6,-1.1,-0.38
656,7,-0.81,0.09
657,1,0.0,0.0
657,2,0.0,0.0
657,3,-1.5,-0.67
657,4,-0.71,-0.79
657,5,-1.2,-0.4
657,6,-0.31,-0.37
657,7,0.21,-0.34
658,1,0.0,0.0
658,2,57.83,0.38
658,3,155.66,0.4
658,4,40.54,1.83
658,5,34.65,7.44
658,6,32.04,6.2
658,7,44.53,5.74
659,1,0.0,0.0
659,2,-0.39,-0.23
659,3,-0.38,-0.22
659,4,-0.38,-0.24
659,5,-0.32,-0.15
659,6,-0.64,-0.42
659,7,-0.63,-0.4
660,1,0.0,0.0
660,2,-0.45,-0.2
660,3,-0.81,-0.44
660,4,-0.98,-0.48
660,5,3.44,-0.12
660,6,-0.01,-0.22
660,7,-0.28,-0.3
661,1,0.0,0.0
661,2,-0.43,-0.23
661,3,-0.48,-0.24
661,4,-0.59,-0.3
661,5,-0.55,-0.45
661,6,-0.78,-0.58
661,7,-0.75,-0.48
662,1,0.0,0.0
662,2,0.1,0.62
662,3,0.05,0.92
662,4,-0.65,-0.62
662,5,-0.74,-0.56
662,6,-1.95,-0.78
662,7,-0.72,-0.65
663,1,0.0,0.0
663,2,0.0,0.0
663,3,0.0,-0.27
663,4,-0.56,-0.31
663,5,0.81,-0.12
663,6,-1.25,0.15
663,7,1.14,0.19
664,1,0.0,0.0
664,2,-0.5,-0.43
664,3,0.12,0.16
664,4,0.88,1.65
664,5,-0.42,-0.57
664,6,-0.24,-0.32
664,7,-0.31,-0.22
665,1,0.0,0.0
665,2,27.53,0.0
665,3,13.95,0.0
665,4,29.92,0.0
665,5,6.69,0.0
665,6,4.35,0.0
665,7,5.71,0.0
666,1,0.0,0.0
666,2,-0.19,0.49
666,3,0.13,1.28
666,4,1.22,3.77
666,5,1.34,3.93
666,6,0.32,1.9
666,7,0.23,1.63
667,1,0.0,0.0
667,2,-0.63,-0.19
667,3,-0.58,-0.22
667,4,0.08,-0.2
667,5,0.61,-0.27
667,6,0.13,-0.16
667,7,-0.09,-0.11
668,1,0.0,0.0
668,2,-0.76,-0.19
668,3,-0.3,-0.21
668,4,-0.17,-0.17
668,5,-0.1,0.02
668,6,2.72,0.46
668,7,-0.13,-0.43
669,1,0.0,0.0
669,2,-0.47,-0.16
669,3,-0.33,0.14
669,4,-0.35,0.14
669,5,-0.25,0.83
669,6,-0.68,1.01
669,7,-0.86,0.53
670,1,0.0,0.0
670,2,0.0,-0.03
670,3,-0.6,-0.29
670,4,-2.21,-0.81
670,5,0.52,9.87
670,6,6.02,4.74
670,7,21.33,4.71
671,1,0.0,0.0
671,2,0.0,-0.19
671,3,-0.04,-0.23
671,4,1.31,-0.2
671,5,0.23,-0.42
671,6,-0.18,-0.48
671,7,0.31,-0.3
672,1,0.0,0.0
672,2,-0.58,-0.19
672,3,0.4,-0.15
672,4,0.95,-0.16
672,5,0.57,0.28
672,6,0.42,-0.09
672,7,-0.79,-0.56
673,1,0.0,0.0
673,2,-0.78,-0.97
673,3,-0.17,-0.11
673,4,-0.04,1.22
673,5,-0.77,-0.37
673,6,-0.97,-0.27
673,7,-0.45,0.12
674,1,0.0,0.0
674,2,-0.5,-0.23
674,3,-0.45,-0.32
674,4,-0.26,-0.3
674,5,-0.45,-0.14
674,6,-0.82,-0.49
674,7,-0.97,-0.44
675,1,-0.57,0.0
675,2,-0.58,0.0
675,3,-0.58,-0.27
675,4,-0.59,-0.26
675,5,-0.58,-0.06
675,6,-0.58,-0.15
675,7,-0.57,0.78
676,1,0.0,0.0
676,2,-0.54,-0.19
676,3,-0.6,-0.22
676,4,0.27,-0.17
676,5,0.53,-0.11
676,6,0.22,-0.25
676,7,0.1,-0.28
677,1,0.0,0.0
677,2,-0.7,-0.19
677,3,3.55,-0.11
677,4,0.65,-0.19
677,5,0.3,0.03
677,6,-0.01,-0.08
677,7,0.09,-0.15
678,1,0.0,0.0
678,2,-0.45,-0.19
678,3,-0.82,-0.24
678,4,-0.77,-0.24
678,5,-0.57,-0.5
678,6,-0.48,-0.49
678,7,-0.25,-0.23
679,1,0.0,0.0
679,2,-0.78,-0.19
679,3,1.46,-0.07
679,4,1.17,-0.06
679,5,0.44,0.0
679,6,0.33,-0.07
679,7,1.42,0.18
680,1,0.0,0.0
680,2,-0.07,0.23
680,3,-0.49,-0.62
680,4,-0.52,-0.65
680,5,-0.76,-0.72
680,6,-0.66,-0.6
680,7,-0.48,-0.38
681,1,0.0,0.0
681,2,0.0,0.0
681,3,0.0,-0.24
681,4,0.48,-0.12
681,5,-0.15,-0.56
681,6,-0.49,-0.49
681,7,-0.38,-0.52
682,1,0.0,0.0
682,2,0.27,-0.02
682,3,-0.74,-0.74
682,4,-0.47,-0.44
682,5,-0.3,-0.24
682,6,-0.24,-0.25
682,7,0.22,-0.05
683,1,0.0,0.0
683,2,-0.09,-0.3
683,3,2.45,1.43
683,4,-0.08,-0.34
683,5,0.45,-0.14
683,6,1.61,-0.06
683,7,0.45,-0.34
684,1,0.0,0.0
684,2,0.09,3.16
684,3,-0.29,0.13
684,4,0.23,0.2
684,5,0.25,1.83
684,6,0.35,1.6
684,7,0.98,1.04
685,1,0.0,0.0
685,2,-0.41,-0.53
685,3,-0.23,-0.56
685,4,1.5,-0.19
685,5,-0.63,-0.59
685,6,-0.24,-0.5
685,7,-0.3,-0.24
686,1,0.0,0.0
686,2,-0.5,-0.49
686,3,2.96,1.14
686,4,3.11,0.82
686,5,0.46,-0.05
686,6,1.06,-0.0
686,7,-0.71,-0.24
687,1,0.0,0.0
687,2,-0.18,0.49
687,3,0.21,1.42
687,4,-0.16,0.34
687,5,-0.29,-0.06
687,6,-0.28,-0.02
687,7,-0.29,-0.01
688,1,0.0,0.0
688,2,-0.46,-0.23
688,3,-0.51,-0.32
688,4,-0.57,-0.42
688,5,-0.54,-0.5
688,6,-0.63,-0.52
688,7,-0.67,-0.54
689,1,0.0,0.0
689,2,-0.67,0.0
689,3,-1.45,-0.07
689,4,-0.27,0.34
689,5,-0.48,-0.24
689,6,-0.7,-0.08
689,7,-0.48,0.32
690,1,0.0,0.0
690,2,-0.62,-0.35
690,3,-0.84,-0.58
690,4,-0.65,-0.26
690,5,-0.65,-0.22
690,6,-0.63,-0.23
690,7,-0.65,-0.31
691,1,0.0,0.0
691,2,0.0,-0.37
691,3,-0.74,-0.67
691,4,2.76,-0.46
691,5,-19.86,-1.7
691,6,-0.57,-0.44
691,7,-0.99,-0.49
692,1,0.0,0.0
692,2,0.0,0.0
692,3,0.0,-0.27
692,4,-1.42,-0.43
692,5,-5.79,-0.37
692,6,-3.54,-0.81
692,7,-1.46,-0.55
693,1,0.0,0.0
693,2,0.0,0.0
693,3,0.0,-0.27
693,4,-0.37,-0.37
693,5,0.24,-0.22
693,6,-0.23,-0.49
693,7,-0.11,-0.39
694,1,0.0,0.0
694,2,0.0,0.0
694,3,0.0,-0.27
694,4,-0.72,-0.43
694,5,-0.43,-0.34
694,6,2.08,0.27
694,7,-0.13,-0.26
695,1,0.0,0.0
695,2,0.0,-0.2
695,3,0.19,0.18
695,4,-0.22,-0.62
695,5,0.08,-0.12
695,6,-0.09,-0.23
695,7,-0.64,-0.44
696,1,0.0,0.0
696,2,-0.41,0.0
696,3,1.43,-0.15
696,4,-0.83,-0.49
696,5,-0.46,-0.36
696,6,-2.16,-0.62
696,7,-1.02,-0.66
697,1,-0.41,0.0
697,2,-0.47,-0.49
697,3,0.01,-0.18
697,4,-0.65,-0.3
697,5,-0.68,-0.2
697,6,-1.71,-0.35
697,7,-0.97,-0.28
698,1,0.0,0.0
698,2,-0.41,-0.43
698,3,-0.38,-0.61
698,4,-0.6,-0.88
698,5,-0.23,-0.51
698,6,0.07,-0.28
698,7,-0.18,-0.45
699,1,0.0,0.0
699,2,4.37,0.15
699,3,27.09,0.24
699,4,20.26,0.48
699,5,10.81,0.94
699,6,10.33,1.65
699,7,10.57,1.47
700,1,0.0,0.0
700,2,-0.48,-0.43
700,3,-0.59,-0.52
700,4,-1.15,-0.46
700,5,-0.57,0.03
700,6,-0.64,-0.03
700,7,-0.96,-0.71
701,1,0.0,0.0
701,2,-0.68,-0.23
701,3,-0.67,-0.22
701,4,-0.69,-0.23
701,5,-0.72,-0.23
701,6,-0.64,-0.46
701,7,-0.68,-0.54
702,1,0.0,0.0
702,2,17.46,1.54
702,3,0.77,0.66
702,4,1.21,0.38
702,5,4.22,1.45
702,6,7.89,1.37
702,7,10.99,1.13
703,1,0.0,0.0
703,2,-0.9,-0.19
